,code,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,"label3_('000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81])"
23,603259,0.31,4.51,29065.76,13.57,39.1019,2141.7644,2.2838,1.2981,69.3321,1.7406,51.7063,0.4009,224.4949,21.1275,-15.4797,9.3707,21.9828,-13.8889,11.9885,1.238,1.0549,41.1149,364.5817,55.6034,44.3966,-0.0148,-0.0025,-0.1042,-0.0056,-0.7521,1
25,600175,0.01,0.45,4821.69,3.72,16.5776,1294.1393,0.3618,1.6198,55.5624,0.8666,103.8541,0.2102,428.1637,17.8099,49.6706,-2.3983,-10.604000000000001,42.1053,-2.2757,1.141,0.9038,41.1727,234.4269,67.2571,32.7429,-0.8667,-0.0668,-23.316,-0.2041,-22.3119,0
28,603696,0.09,1.51,1093.46,15.47,31.3332,70.6552,0.5887,5.401,16.6636,1.3366,67.335,0.1345,669.145,22.8651,10.057,3.0426,4.0564,12.5,3.0426,16.0961,15.017,817.4575,-1873.8232,95.7239,4.2761,-2.2393,-0.2077,-14.4698,-4.8581,-485.8107,-1
29,002124,0.04,1.06,3217.88,3.81,19.044,843.3003,1.0908,14.2872,6.2993,0.6285,143.1981,0.4494,200.267,51.0363,-39.8089,4.526,19.3332,-50.0,4.6856,0.9979,0.4309,29.5824,639.6845,59.5484,40.4516,0.0018,0.0003,0.0477,0.0007,0.07200000000000001,-1
30,600197,0.27,5.42,12062.31,23.29,50.058,517.844,1.1742,34.8793,2.5803,0.3321,271.0027,0.2018,445.9861,8.6257,8.4451,15.2228,23.64,8.4027,12.5432,3.18,2.2427,188.0588,-5714.2276,73.5684,26.4316,0.3297,0.0533,1.4141,0.2016,20.5617,1
32,002140,0.06,1.33,2607.22,6.44,19.2872,404.2876,0.9064,0.6295,142.9706,0.2929,307.2721,0.0827,1088.2709,31.0448,25.1491,-3.4062,1.8983,25.5365,-3.9589999999999996,1.359,1.0456,36.9404,1386.3334,32.8883,67.1117,-1.0626,-0.0704,-16.5076,-0.1049,-12.1528,0
33,603223,0.18,3.12,2176.98,2.0,5.9537,1085.9222,7.5411,11.9166,7.5525,39.8521,2.2584,1.556,57.8406,54.6266,41.6326,65.9047,76.5407,38.4615,67.5517,1.8914,1.8597,107.3966,1749.5265,69.5564,30.4436,-0.0053,-0.0034,-0.1993,-0.0113,-1.2059,-1
34,002156,0.03,0.62,3662.66,2.23,17.7826,1640.5181,1.4219,1.0509,85.6409,1.32,68.1818,0.3697,243.4406,13.4719,-38.5968,0.8748,11.6124,-25.0,49.4396,1.2076,0.9168,41.0331,166.6923,50.3032,49.6968,0.0503,0.0066,2.1368,0.0134,2.2448,0
36,600628,0.2,2.87,12656.92,17.46,32.2909,724.6047,1.1201,3.846,23.4009,3.0273,29.7295,0.2886,311.8503,-4.587,-53.1191,5.1548,4.4546,-52.381,5.1591,1.9321,1.8095,164.2203,2991.6485,75.5792,24.4208,0.19399999999999998,0.0238,1.1092,0.0973,10.6413,0
37,000796,0.03,1.37,2788.66,1.55,17.9744,1798.5279,2.2397,1.6644,54.0735,109.2609,0.8237,0.3968,226.8145,11.0124,9.0054,6.7493,17.3451,20.0692,8.3612,1.5382,1.5327,78.8907,399.4547,36.7942,63.2058,-0.0769,-0.0227,-3.6501,-0.0359,-4.6883,0
39,603309,0.03,0.69,616.11,4.74,33.0258,129.83700000000002,0.6491,1.7987,50.0361,1.0304,87.3447,0.2287,393.5286,11.868,-69.8747,3.5209,3.3375,-57.1429,2.9652,6.235,5.1892,108.6188,265.122,90.4077,9.5923,-0.1018,-0.0132,-3.1078,-0.1372,-14.775,-1
40,600647,0.03,1.24,415.55,28.06,66.2177,14.8066,0.1064,6.5511,13.7382,0.0739,1217.862,0.0376,2393.617,6.0736,-11.5332,-9.277000000000001,-9.4914,-66.4798,-11.2821,2.736,2.3663,116.2239,-2633.4614,67.4429,32.5571,0.17300000000000001,0.0047,0.3836,0.0143,1.4358,0
43,600272,0.03,1.6,802.33,3.26,25.6355,246.0721,1.0126,2.0373,44.1761,1.4317,62.8623,0.4803,187.3829,-5.8733,49.1177,4.2091,0.263,50.0,4.2134,1.8354,1.4251,57.3928,218.6718,50.385,49.615,-0.0271,-0.0066,-0.8269,-0.0133,-2.4568,0
44,000837,0.01,0.15,421.88,0.59,19.2937,713.3176,1.0287,0.9177,98.0713,0.3083,291.9235,0.1304,690.184,-3.8489,4.4102,2.3203,16.174,-12.8571,0.469,1.3888,0.9087,31.9731,183.0953,39.2916,60.7084,-0.1945,-0.0152,-12.2625,-0.025,-3.5109,0
46,600290,0.01,0.11,443.06,2.21,30.9074,200.0727,0.2632,0.0842,1068.8836,0.2347,383.4683,0.0376,2393.617,4.8113,21.3763,1.3926,11.1152,205.2632,1.4102,1.8129,1.6053,24.5639,193.4651,57.1993,42.8007,-0.2584,-0.006999999999999999,-13.4675,-0.0164,-1.788,0
47,600685,0.02,0.22,2423.71,0.81,2.1271,2961.7018,2.0952,1.8383,48.9583,0.2787,322.9279,0.1025,878.0488,-27.4272,398.6921,61.7194,-3.0474,31.5385,12.267000000000001,1.5681,0.9871,54.7933,195.2646,39.6241,60.3759,-0.6279,-0.0437,-19.3324,-0.0724,-10.3279,-1
48,002220,0.01,0.28,768.35,3.24,18.1358,236.7803,0.4324,0.1906,472.1931,0.6726,133.8091,0.0881,1021.5664,-9.0557,-66.2842,2.9725,-2.2241,-75.0,2.9749,3.9743,3.4772,29.6955,130.4548,53.9661,46.0339,0.1256,0.0058,3.8597,0.0126,4.3626,-1
49,600327,0.22,4.3,12360.3,5.03,15.4666,2457.2498,4.3325,17.3444,5.189,2.3535,38.2409,1.0188,88.3392,9.1523,22.0792,-2.7521,-3.3409,23.8636,-2.6553,1.348,0.8147,54.451,2400.3155,59.1142,40.8858,0.0283,0.0136,0.5065,0.0333,3.924,-1
50,000915,0.32,4.79,7393.19,16.19,73.3532,456.4908,1.9480000000000002,1.9705,45.6737,1.0984,81.9374,0.3135,287.0813,1.8245,-18.2489,11.0352,14.0553,-33.3333,16.0548,2.9417,2.7206,131.2964,12226.6441,82.4785,17.5215,0.1992,0.032,0.677,0.1824,18.5481,0
52,603533,0.09,3.55,3572.73,7.65,30.5135,466.6185,1.1636,2.5061,35.9124,14.6951,6.1245,0.36200000000000004,248.6188,23.2529,0.0004,33.529,39.3935,-10.0,33.5482,3.1889999999999996,3.1318,246.5562,-748.4742,71.0518,28.9482,0.0161,0.0052,0.21100000000000002,0.0181,1.8096,-1
53,600348,0.21,2.89,50073.99,6.22,18.0898,8039.6836,3.3429,2.6549,33.8996,9.2833,9.6948,0.6279,143.3349,5.9136,22.837,12.1327,1.195,16.6667,11.5103,0.5755,0.5421,22.1132,570.9572,39.16,60.84,0.1179,0.0227,1.7289,0.0373,4.3044,0
54,600735,0.04,2.05,1683.25,5.17,24.5411,325.1779,0.8648,2.5767,34.9284,0.8822,102.0177,0.3748,240.1281,8.3313,-3.9704,5.9366,4.5828,-6.0797,5.4613,3.9832,2.7033,148.5877,839.8510000000001,79.3359,20.6641,0.1525,0.0444,1.9736,0.2151,22.5661,-1
55,000933,0.04,0.87,6877.79,1.45,15.2852,4712.4975,2.4796,19.5573,4.6019,0.6802,132.314,0.2631,342.0753,4.1219,-78.32600000000001,-0.8314,-0.1159,-76.4706,0.2904,0.4618,0.3113,21.521,128.9909,14.7641,85.2359,0.0661,0.0058,4.9565,0.0068,0.8131,-1
56,601668,0.27,3.7,814459.9,3.01,8.8673,270160.69899999996,9.0053,1.9648,45.8062,0.4335,207.6125,0.2325,387.0968,15.0465,15.0575,20.6524,17.8698,12.5,15.3739,1.3122,0.6472,29.5432,960.8457,22.3893,77.6107,-0.3304,-0.0551,-8.4881,-0.071,-9.8921,-1
57,000507,0.03,0.76,2081.72,5.39,28.4377,385.8451,0.4886,1.0594,84.9537,3.5485,25.3628,0.3144,286.2595,-1.8301,37.8461,5.8244,9.1307,36.7876,4.9811,1.0545,0.9937,46.5733,229.588,49.7489,50.2511,0.0619,0.0038,0.8694,0.0075,1.7809,0
60,601799,0.47,3.2,13092.87,11.14,21.0989,1175.0696,4.2551,2.5277,35.6055,0.8949,100.5699,0.2308,389.94800000000004,21.7916,31.5451,7.845,15.2284,31.9878,7.8904,2.3069,1.8514,35.1196,11168.7202,63.379,36.621,0.011000000000000001,0.002,0.0991,0.0054,0.5822,0
61,000529,0.04,1.83,2563.36,7.58,18.0108,338.0852,0.5791,3.4349,26.2016,1.6337,55.0897,0.2365,380.5497,-38.8802,-31.4686,15.1755,15.9616,0.0,10.4171,2.6549,2.3256,198.685,-65.0975,73.4549,26.5451,-0.1936,-0.0329,-4.2033,-0.1239,-12.4427,0
62,600027,0.07,1.63,68732.1,3.05,12.001,22471.787999999997,2.2783,2.4897,36.1489,7.6522,11.7613,0.8919,100.9082,17.5977,859.9561,0.188,5.1741,6900.0,-0.4312,0.3468,0.3154,11.2822,180.6061,26.0546,73.9454,0.2388,0.0248,6.7504,0.0336,7.3451,0
63,603633,0.08,1.43,1011.71,10.08,30.8472,100.2818,0.8332,0.4955,181.6347,0.3226,278.9833,0.1627,553.1653,20.3879,15.7516,5.2686,7.4345,14.2857,5.2686,1.7171,1.1125,41.5212,364.9204,64.5269,35.4731,0.1666,0.0151,1.6512,0.0426,4.6353,0
64,600787,0.01,0.17,1776.49,0.31,1.6167,5636.1755,2.5621,4.3368,20.7526,3.73,24.1287,0.5891,152.7754,1.2299,-88.2398,12.095,-4.184,-40.0,12.5921,1.9609,1.5987,32.803000000000004,113.4624,53.5761,46.4239,-0.2042,-0.0572,-322.9468,-0.1232,-21.8664,0
65,001696,0.05,1.58,5990.57,4.49,14.7947,1331.9925,1.1632,1.6317,55.1572,2.2676,39.6895,0.3222,279.3296,0.135,-27.5351,1.9946,21.4821,-23.2012,6.0905,1.2674,1.092,42.5958,291.3548,52.2379,47.7621,-0.13699999999999998,-0.0223,-2.7302,-0.0468,-5.5011,0
66,600054,0.1,1.88,7796.19,31.8,43.0937,245.1,0.3279,4.2604,21.1248,6.0948,14.7667,0.1161,775.1938,-9.7861,61.2254,0.8841,-7.0687,66.88,0.8751,6.3442,6.2692,152.72899999999998,112088.6441,90.0193,9.9807,-0.0925,-0.0048,-0.2804,-0.0484,-7.2297,0
67,600428,0.01,0.21,1967.6,1.21,13.5674,1623.1203,0.7561,2.6061,34.5344,5.2061,17.2874,0.5961,150.9814,1.229,75.976,0.0326,-2.7354,80.0,0.5244,0.8009,0.7132,19.25,141.6344,46.1325,53.8675,-0.0835,-0.0066,-6.8212,-0.0123,-4.257,0
68,002638,0.04,1.05,5473.8,17.23,27.4429,317.51599999999996,0.209,0.4675,192.5134,0.6688,134.5694,0.0818,1100.2445,3.6564,21.2148,2.4587,-4.2817,53.8462,1.8090000000000002,2.4169,2.2193,109.8928,-463.4512,75.6701,24.3299,-0.17300000000000001,-0.0079,-1.0212,-0.0323,-3.4779,-1
69,000566,0.05,1.51,7235.02,11.0,53.5979,657.32,0.49200000000000005,1.0237,87.9164,0.6167,145.9381,0.1142,788.0911,61.6833,10.8114,-12.6585,0.5044,0.0,-12.0723,1.9377,1.7741,103.1077,296.2538,48.3916,51.6084,-0.1197,-0.0075,-1.1139,-0.0146,-2.6721,0
70,600805,0.05,0.67,4066.16,8.11,18.9639,501.309,0.5891,2.1038,42.7797,0.9457,95.1676,0.2052,438.5965,48.2866,351.5808,-5.0404,5.1545,380.0,-6.9014,0.8293,0.6987,38.7713,273.8072,64.0151,35.9849,0.1629,0.0078,1.7962,0.0216,2.378,0
71,601996,0.03,1.52,2879.27,9.9,20.4014,290.5908,0.3032,2.6267,34.2635,0.6478,138.9318,0.2466,364.9635,12.155999999999999,31.7759,6.2588,8.9609,-38.0,6.2774,3.4869,2.2785,124.5784,2252.4214,78.2991,21.7009,-0.0733,-0.0086,-0.7196,-0.0398,-6.599,0
72,600460,0.02,1.0,3113.8,4.78,26.2238,650.5957,0.4958,0.899,100.1112,0.5578,161.3482,0.2138,420.9542,10.478,-73.1613,24.3151,37.2428,-7.6923,33.4712,1.5375,1.1131,53.4749,162.5636,54.1917,45.8083,-0.0971,-0.0088,-7.1651,-0.0192,-2.8951,0
73,002654,0.07,1.69,5520.55,5.7,13.435,967.7301,1.0981,0.7776,115.7407,4.5219,19.9031,0.3897,230.9469,107.2586,108.4475,31.9741,48.6798,117.3913,30.8822,1.3947,1.2930000000000001,23.7573,-2816.0472,57.9086,42.0914,-0.175,-0.0291,-3.0385,-0.0691,-8.2603,0
74,600088,0.07,2.21,2434.18,15.61,38.9901,155.9044,0.4704,16.7228,5.3819,1.6268,55.3233,0.16399999999999998,548.7805,0.2465,-2.3245,5.8568,4.4631,-5.1948,6.9744,3.4707,3.2406,246.5574,-3260.9404,81.1087,18.8913,0.0753,0.0083,0.4575,0.0439,4.3923,-1
77,002686,0.04,1.29,1955.41,6.81,29.8413,286.7217,0.6471,0.5753,156.4401,0.6206,145.0209,0.2079,432.9004,32.959,11.2999,17.8138,41.8912,18.9189,8.602,1.4578,1.1119,21.5103,385.6709,55.9478,44.0522,-0.0959,-0.0084,-1.2232,-0.019,-2.6689,-1
79,600876,0.01,0.42,406.66,1.67,28.2063,242.1306,0.4596,1.0482,85.8615,1.2002,74.9875,0.3097,290.6038,217.105,374.4295,1.5563,142.0061,236.3636,1.5563,0.4858,0.3895,7.9862,148.0727,17.6826,82.3174,-0.1137,-0.0091,-5.0098,-0.0111,-1.3133,0
80,000680,0.03,1.26,4204.71,1.98,14.0291,2115.1755,1.7047,1.1282,79.7731,1.0762,83.6276,0.3392,265.3302,30.8301,191.4664,3.7675,4.3363,149.2647,3.2531,1.2559,0.931,31.2801,199.6489,36.1408,63.8592,-0.0423,-0.0088,-1.9703,-0.0138,-1.7158,0
81,002080,0.18,1.67,14823.55,7.11,29.174,2084.3923,2.5835,0.7096,126.83200000000001,0.7474,120.4174,0.2256,398.9362,2.5682,10.685,11.1105,10.1796,8.1861,10.9755,0.9507,0.7362,10.7232,307.7371,41.0346,58.9654,-0.1113,-0.0101,-1.4278,-0.0172,-2.3489,-1
82,603096,0.41,3.53,5491.6,26.2,49.3523,209.5414,1.556,1.3366,67.335,0.382,235.6021,0.1245,722.8916,6.3134,20.6881,116.9321,114.8186,-10.8696,123.1246,7.3292,6.0679,61.6894,-13349.0622,87.306,12.694,-0.5870000000000001,-0.0663,-2.1742,-0.5222,-52.4881,0
83,600543,0.04,1.26,1422.93,20.27,60.4821,70.166,0.2185,2.2843,39.3994,0.3212,280.1993,0.1517,593.2762,4.5656,3.5184,1.6824,-1.9047,0.0,2.2385,4.1308,3.3405,76.2406,7627.3117,89.1116,10.8884,0.0038,0.0002,0.0199,0.0019,0.2412,0
84,002725,0.03,0.47,424.6,2.05,16.335,206.3453,1.2896,1.4862,60.5571,1.0702,84.0964,0.4175,215.5689,19.2841,-47.6456,-0.4467,6.2576,-47.0,-0.4467,2.5581,1.7192,44.159,164.2309,81.9622,18.0378,-0.2379,-0.0441,-11.5599,-0.2442,-25.5303,-1
85,603123,0.09,1.51,4577.28,3.32,19.5426,1375.8584,2.6249,31.6089,2.8473,12.1748,7.3923,0.6908,130.2837,1.4328,21.320999999999998,3.0057,-0.2939,20.8333,3.0074,1.3857,1.3164,99.6543,64088.0926,60.7468,39.2532,0.0063,0.0017,0.1865,0.0043,0.6003,0
88,600959,0.03,1.01,13568.27,7.34,28.4548,1848.2843,0.4758,2.8259,31.8483,1.2769,70.4832,0.2136,421.3483,-0.9578,-28.7092,0.7271,0.3653,-40.0,2.469,0.9542,0.8324,66.8156,2508.1768,69.2217,30.7783,0.2136,0.0123,1.8731,0.04,4.4035,-1
89,002433,0.07,1.13,5567.02,8.18,33.9894,680.2301,0.8846,1.1702,76.9099,0.1471,611.8287,0.1547,581.7712,-11.0014,11.8191,6.018,16.5163,0.0,5.8854,2.1544,0.6553,13.7985,393.1474,60.8126,39.1874,-0.0642,-0.0052,-0.7513,-0.0133,-2.1066,0
90,600580,0.09,2.02,11574.36,4.68,24.8573,2469.7009,1.9161,0.9022,99.7562,0.8418,106.9138,0.2688,334.8214,10.6773,258.7887,9.8239,0.8288,238.8679,12.0766,1.217,0.9174,25.0022,307.9596,37.1517,62.8483,-0.0109,-0.0016,-0.223,-0.0026,-0.3615,0
91,600978,0.12,2.3,18457.31,12.75,39.7764,1446.5767,0.9755,0.8469,106.2699,0.3066,293.5421,0.1588,566.7506,11.2237,16.4876,7.0523,-6.145,9.0909,7.2015,1.8131,1.23,80.4604,527.161,49.6463,50.3537,0.1914,0.017,1.4969,0.0337,5.585,0
92,600201,0.35,6.38,29631.32,53.16,76.143,557.3283,0.6198,0.9769,92.1282,0.535,168.2243,0.136,661.7647,20.923000000000002,13.2628,26.6408,33.9076,-18.6047,20.1402,4.0477,3.783,219.1132,-3070.3733,81.3858,18.6142,0.105,0.0094,0.1946,0.0503,5.8151,-1
93,603228,0.38,4.66,15625.7,15.85,33.5983,985.4207,2.4152,0.7995,112.5704,1.3074,68.8389,0.3175,283.4646,8.9303,3.3845,13.9429,8.3121,2.7027,13.9429,2.1863,1.8107,68.9843,1483.1816,69.2193,30.7807,0.2061,0.0409,1.2995,0.133,14.0448,0
95,600237,0.01,0.23,289.65,1.4,17.8756,205.4364,0.364,0.7607,118.3121,0.6908,130.2837,0.1913,470.4652,7.3448,-31.9435,1.5572,-6.8305,-37.7427,1.0024,1.492,1.1556,49.7133,149.5621,62.6221,37.3779,-0.0499,-0.005,-3.2114,-0.0135,-1.3980000000000001,0
96,600634,0.05,1.46,2933.08,10.83,86.9166,270.7555,0.4702,5.2765,17.0568,89.697,1.0034,0.1161,775.1938,33.8219,-27.0196,-47.8197,-4.104,0.0,-30.7184,1.0084,1.0082,34.4776,187.6239,34.7027,65.2973,-2.3523,-0.10400000000000001,-10.7002,-0.1592,-33.6416,-1
97,000800,0.03,0.65,5222.2,0.73,22.2906,7146.1147,4.3908,35.8735,2.5088,2.6251,34.2844,0.7269,123.8135,1.032,-36.063,2.5731,-3.3157,-67.7062,2.0094,1.1049,0.8575,21.8755,-4293.9457,48.1171,51.8829,0.0914,0.0386,3.8656,0.0743,8.0314,-1
98,600257,0.02,0.56,726.23,3.63,26.5988,199.7996,0.4151,2.1862,41.1673,0.2708,332.3486,0.2214,406.5041,2.3859,6.325,0.1007,0.5152,14.3939,-0.0334,3.9619,1.3034,76.271,1012.1347,84.1184,15.8816,-0.5598,-0.07,-17.1234,-0.4408,-51.5208,-1
100,000821,0.08,2.19,4166.34,7.81,20.6855,533.1204,0.9904,0.7718,116.6105,0.8071,111.5103,0.27699999999999997,324.9097,105.4005,139.2942,47.7075,40.0589,207.6923,56.3812,1.6878,1.1835,35.2003,403.7979,65.7359,34.2641,-0.1026,-0.0129,-1.327,-0.0377,-4.2275,0
101,601155,0.15,1.72,36040.98,6.95,36.4057,5178.7795,2.2941,67.0105,1.3431,0.0401,2244.389,0.0352,2556.8182,154.2126,862.2461,61.5761,68.2512,650.0,42.0202,1.1428,0.4841,12.6044,494.1561,13.7409,86.2591,-0.579,-0.0154,-8.0753,-0.0178,-2.2463,0
102,603335,0.01,0.57,316.49,1.54,31.9182,205.1993,0.8099,3.0016,29.984,0.3742,240.5131,0.304,296.0526,-8.5222,-75.9694,48.0691,24.7672,-87.5,53.6191,2.2965,1.0607,71.6193,151.6423,66.5171,33.4829,-0.1234,-0.0281,-6.1938,-0.084,-8.4604,-1
103,600277,0.05,0.93,13414.93,3.31,11.8389,4048.5696,1.4781,4.0189,22.3942,6.8884,13.0654,0.3259,276.1583,47.5325,75.92,6.1422,3.9152,67.7852,4.6746,1.4809999999999999,1.4152,105.375,287.0,54.6513,45.3487,0.0856,0.0119,1.73,0.0262,4.1685,0
104,002513,0.08,1.06,2690.38,5.96,28.8973,450.7404,1.3253,2.0633,43.6194,1.4663,61.379,0.3733,241.093,16.8089,30.6749,1.1384,2.8824,33.3333,1.1384,0.9496,0.7598,17.4208,289.2229,60.9714,39.0286,-0.2882,-0.0309,-4.8285,-0.0793,-9.5109,0
105,000036,0.09,2.36,10532.36,23.19,71.9208,454.1677,0.3978,14.7461,6.1033,0.0275,3272.7273,0.0639,1408.4507,-74.5386,-84.6439,8.7549,10.2826,-86.1078,9.0337,2.5246,1.0011,75.8965,2417.3509,52.5095,47.4905,0.5684,0.0261,2.2183,0.0549,8.4765,0
107,000850,0.1,2.11,9221.89,16.95,6.6936,544.0352,0.5765,2.5188,35.7313,0.7188,125.2087,0.3649,246.6429,19.9657,1220.3238,-5.7716,-4.4148,742.2414,-6.3585,0.7983,0.4176,11.8887,415.6454,58.6482,41.3518,-0.1152,-0.0083,-0.7164,-0.02,-3.3138,0
108,000060,0.13,3.06,31053.48,6.48,14.1225,4789.0861,2.0123,9.1024,9.8875,1.7272,52.1075,0.6285,143.1981,1.0421,41.148,25.4448,12.8226,30.0,28.6189,1.2890000000000001,0.8732,38.7768,908.4594,55.1521,44.8479,-0.0247,-0.0061,-0.3771,-0.0137,-1.9352,-1
109,600689,0.01,0.53,245.62,0.7,6.0853,350.7515,1.7451,5.6733,15.8638,24.6597,3.6497,0.8346,107.8361,24.1565,-93.766,-0.9973,-6.925,-94.0887,-0.5018,2.0619,1.9855,48.9261,-40.9427,65.6551,34.3449,-0.142,-0.0693,-19.7246,-0.2017,-25.3935,-1
