,code,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,"label3_('000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81], '000547', [11.72, 11.75, 11.58, 11.94, 11.75, 11.57, 11.26, 11.27, 11.31, 11.18, 10.84, 11.06, 10.75, 11.02, 11.13, 11.27, 10.75, 10.58, 10.48, 10.5, 10.47, 10.61, 10.69, 10.58, 10.49, 10.49, 10.42, 10.4, 10.2, 10.11, 10.09, 10.18, 10.19, 9.9, 9.72, 9.96, 9.67, 9.43, 9.04, 9.07, 9.37, 9.27, 9.35, 9.32, 9.17, 8.98, 9.02, 9.03, 8.85, 8.77, 8.3, 7.47, 7.57, 7.45, 7.54, 7.44, 7.67, 7.56, 7.39, 7.81])"
477,600433,0.02,0.88,2237.37,4.06,20.3516,550.3213,0.4328,1.4137,63.6627,0.9092,98.9881,0.4154,216.6586,30.3592,47.7525,0.1511,0.4248,37.5,0.42700000000000005,0.9391,0.5967,15.8676,339.3695,61.5409,38.4591,0.0615,0.0081,1.5583,0.0211,2.1188,0
478,002640,0.17,5.26,26304.85,5.69,44.7084,4621.6457,3.0639,5.0909,17.6786,0.6191,145.3723,0.6105,147.4201,74.3833,60.2281,35.3656,70.002,54.5455,36.4935,1.8765,0.8917,36.0785,399.1831,51.8539,48.1461,-0.054000000000000006,-0.0216,-0.9523,-0.0448,-5.617000000000001,0
479,002019,0.27,4.9,32519.76,25.95,56.5314,1252.7835,1.0379,1.4548,61.8642,1.3926,64.6273,0.3382,266.1147,44.61600000000001,64.2576,73.4106,33.4638,50.0,82.4068,2.3662,2.1205,116.2384,724.1905,78.1379,21.8621,0.3132,0.0432,1.2444,0.1975,24.723000000000003,0
480,603003,0.04,0.42,1719.08,0.4,0.8366,4205.178,9.533,4.8419,18.5877,6.2457,14.4099,0.8059999999999999,111.6625,23.6599,13.2114,0.2937,16.8683,5.63,-1.3158,2.3422,1.902,110.1566,-124.0347,64.49600000000001,35.504,0.0499,0.032,9.9523,0.0901,9.2185,0
481,600078,0.0,0.14,270.25,0.41,17.1658,657.6252,0.9925,3.3399,26.9469,0.4377,205.6203,0.1581,569.26,-10.2483,-38.3223,3.0586,2.6308,-77.1429,1.7558,0.9235,0.6242,49.9776,122.3162,28.8179,71.1821,0.1401,0.0125,8.902000000000001,0.0176,2.2061,0
484,000599,0.03,0.83,2689.08,2.73,15.5243,984.8843,1.1786,0.7425,121.2121,0.5922,151.9757,0.2182,412.4656,-9.96,11.7495,38.1842,16.518,-25.0,39.1844,1.2127,0.8489,21.0839,184.7711,39.9832,60.0168,-0.3768,-0.0392,-13.8483,-0.0654,-8.9836,0
485,600830,0.04,0.79,1666.59,8.18,15.3793,203.7093,0.4483,1.775,50.7042,3.5751,25.1741,0.2047,439.6678,-27.7544,17.3,4.27,-4.5051,5.7143,4.1933,2.7318,2.5777,161.6908,633.0996,75.7163,24.2837,-0.3536,-0.0234,-3.617,-0.0964,-20.6864,0
486,603728,0.07,1.33,2264.38,5.99,34.3488,377.6736,1.1802,0.9344,96.3185,0.8587,104.8096,0.2258,398.5828,0.3371,-3.6784,127.042,81.6241,-27.6074,126.9082,2.8681,2.2874,109.6787,440.6107,75.1561,24.8439,-0.1621,-0.0269,-2.7035,-0.1083,-11.0198,0
487,002677,0.09,4.6,6171.55,28.05,54.5656,219.9805,0.3404,17.6336,5.1039,1.1987,75.0813,0.2212,406.8716,53.1533,49.7415,14.3548,14.8813,50.0,14.3548,3.1052,2.8245,274.1129,-5474.8431,80.3305,19.6695,0.1132,0.0146,0.4035,0.0742,7.5043,0
488,600850,0.17,3.4,7266.38,5.05,16.7776,1437.6283,3.4011,1.3325,67.5422,0.4895,183.8611,0.2755,326.6788,8.8775,-10.5352,9.897,2.4812,-4.495,11.7913,1.8247,0.8726,29.8125,42111.6324,46.4482,53.5518,-0.4092,-0.1178,-8.735,-0.2201,-22.0051,0
489,600113,0.05,2.57,1725.51,23.27,46.9222,74.1482,0.2327,6.7168,13.3992,6.1609,14.6083,0.3503,256.9226,15.9183,23.3983,16.977999999999998,7.0851,25.0,16.3342,1.4638,1.4001,54.0892,1256.2502,68.8711,31.1289,-0.0733,-0.0055,-0.3098,-0.0176,-3.8064,0
490,600509,0.06,1.13,7388.74,6.06,24.3409,1218.5767,1.0583,3.8280000000000003,23.511,1.3098,68.7128,0.3103,290.0419,18.611,-44.7298,33.5038,0.7048,-60.0,34.6082,0.9171,0.7506,37.0795,184.9051,33.4835,66.5165,0.0199,0.0012,0.3224,0.0018,0.5193,0
492,002067,0.09,2.64,10329.13,7.87,12.9505,1310.8738,1.1616,2.4185,37.2131,2.2812,39.4529,0.4662,193.0502,34.5572,-22.4141,17.1507,7.9012,-25.0,16.1689,2.0661,1.6727,10.7747,752.0489,65.8418,34.1582,0.0886,0.0187,1.0501,0.0547,8.6393,-1
493,002388,0.02,0.85,1051.48,6.8,22.4737,154.4311,0.3065,0.2646,340.1361,1.5229,59.0978,0.0987,911.8541,-23.8421,17.5853,108.7222,27.570999999999998,-12.9167,111.5137,3.0313,2.8917,92.9392,2174.6385,69.4098,30.5902,-2.3494,-0.1998,-31.6195,-0.6532,-66.3034,0
494,600527,0.02,0.62,1550.65,5.04,10.1724,307.1994,0.3193,14.3069,6.2907,0.6964,129.2361,0.16899999999999998,532.5444,31.2721,3.0762,52.4131,50.1294,-14.3617,52.4131,27.2512,21.0109,1750.3039,-544.1133,96.7908,3.2092,-0.0715,-0.0085,-1.4158,-0.2648,-32.7967,-1
495,002711,0.16,9.61,16662.24,14.34,7.776,1161.7813,1.1,2.5579,35.1851,3.0329,29.6746,0.4692,191.8159,22.2745,222.5693,14.548,13.5985,128.5714,14.4897,1.6342,1.359,9.8119,1870.9489,54.9143,45.0857,-0.08800000000000001,-0.0288,-0.6009,-0.0638,-6.5128,0
496,000669,0.18,1.95,8629.83,8.73,25.28,987.9094,2.0327,1.3856,64.9538,10.3007,8.7373,0.4562,197.2819,45.3099,-5.3808,6.4007,3.5256,1.7182,4.6781,0.4563,0.4417,9.9992,299.0595,36.3646,63.6354,0.2661,0.0203,2.8805,0.0318,6.2028,0
497,603100,0.07,1.33,2664.95,3.94,32.4235,675.04,1.7089,0.3551,253.4497,0.8273,108.7876,0.1922,468.2622,13.7499,11.5397,5.7859,5.6894,16.6667,5.7331,1.5966,1.3294,16.3901,388.667,43.1179,56.8821,-0.2866,-0.0409,-7.4159,-0.0719,-8.7294,0
498,002728,0.12,2.35,2479.49,12.17,49.8529,203.7272,1.0186,2.9546,30.461,0.5929,151.7963,0.2624,342.9878,34.3078,32.4957,17.9432,20.1966,33.3333,17.9432,2.0379,1.6183,48.3497,456.1176,56.0887,43.9113,0.0572,0.0061,0.4702,0.0139,3.1132,0
501,002762,0.1,1.97,2093.01,21.19,53.2826,98.7308,0.4844,1.9254,46.7435,0.2442,368.5504,0.1276,705.3292,10.9168,22.4004,8.9071,13.7863,11.1111,8.8535,6.2551,4.7011,224.00799999999998,-1389.8649,88.7507,11.2493,0.0635,0.0057,0.3004,0.0503,5.0269,-1
502,000757,0.03,2.14,1343.68,6.91,26.4605,194.3409,0.4303,1.4554,61.8387,1.1379,79.0931,0.3311,271.8212,15.6859,3.8559,8.1245,17.4163,0.0,8.1245,2.1452,1.7302,54.7298,2004.5729,55.074,44.926,0.1027,0.0174,1.4854,0.0386,7.419,-1
503,002468,0.25,5.43,37806.08,13.01,17.6851,2905.8351,1.8982,3.7168,24.2144,89.7567,1.0027,0.5285,170.2933,33.4793,17.5036,24.0312,6.7093,19.0476,23.6262,4.1472,4.1302,254.0096,-1988.2693,84.9355,15.0645,-0.1289,-0.0445,-0.9891,-0.2951,-30.1901,-1
504,600617,0.03,0.82,3066.03,0.99,16.1757,3075.6278,2.8355,4.1915,21.471999999999998,11.0348,8.156,0.5964,150.9054,1.3216,-90.9548,-1.7101,15.9623,-66.1078,-1.4449,0.5711,0.5455,29.8307,123.606,15.9989,84.0011,0.0621,0.006999999999999999,28.2153,0.0084,1.9123,0
506,600240,0.11,2.37,16298.29,41.26,39.9636,394.9877,0.2773,1.1635,77.3528,0.0646,1393.1889,0.0577,1559.7920000000001,-9.5874,29.5285,20.2572,6.982,22.2222,20.31,1.0639,0.4398,21.881,251.2093,33.589,66.411,-0.3378,-0.0064,-0.8209,-0.0097,-2.2430000000000003,0
507,600637,0.18,1.57,43708.23,15.61,32.19,2798.9099,1.0596,1.3030000000000002,69.0714,1.1088,81.1688,0.1276,705.3292,-24.4853,-2.0537,3.4862,0.82,8.9242,4.0004,3.0994,2.8388,149.3738,-10726.9133,80.8033,19.1967,0.2527,0.019,1.4648,0.0988,10.1445,0
508,601107,0.13,2.82,39719.32,26.81,49.7716,1481.4803,0.4844,7.4584,12.0669,0.4088,220.1566,0.2339,384.7798,-3.8289,38.2779,4.0615,-2.7174,42.7473,5.0367,1.6082,1.1744,99.0127,368.2637,42.2928,57.7072,0.3788,0.0161,1.3689,0.0279,13.6296,0
509,600260,0.43,6.26,30346.71,8.16,14.5476,3718.6912,5.2461,2.7455,32.7809,1.1279,79.7943,0.2292,392.6702,12.2199,320.5219,58.3832,29.1804,258.3333,63.3718,1.3313,1.1087,4.4159,445.3645,27.768,72.232,0.0293,0.0056,0.3384,0.0077,0.8665,0
510,603338,0.4,3.13,7010.95,22.51,37.4931,311.4459,1.7603,0.9225,97.561,0.7594,118.5146,0.1487,605.2455,23.0382,4.3836,97.1151,93.914,-2.439,97.1151,3.8708,3.3657,154.1642,3072.5903,78.0375,21.9625,-0.1849,-0.0198,-0.8215,-0.09,-10.7893,-1
511,000039,0.14,1.36,44628.7,2.31,13.1992,19253.639,6.4507,1.1489,78.3358,0.8459,106.3956,0.3114,289.0173,31.1914,-5.6016,9.9023,5.5993,-13.2389,10.2176,1.1511,0.7906,23.7293,262.1409,32.0626,67.9374,-0.0558,-0.0079,-1.8412,-0.0116,-1.9133,0
512,601222,0.08,1.56,14671.75,25.15,44.5131,583.2311,0.3303,0.2981,301.9121,0.7591,118.5615,0.0844,1066.3507,-10.949000000000002,11.1534,13.8265,32.413000000000004,0.0,13.809000000000001,2.1795,2.0311,111.6072,316.4862,56.5139,43.4861,0.1554,0.0053,0.5922,0.0122,2.9011,-1
513,000063,0.4,5.29,168702.0,5.84,33.3387,28879.881,6.8881,1.0834,83.0718,0.7174,125.45299999999999,0.2737,328.8272,12.1784,35.4959,5.7921,-1.4586,37.931,8.1507,1.2239,0.8973,31.563,1333.6154,31.7113,68.2887,-0.0059,-0.0012,-0.0959,-0.0018,-0.2038,-1
515,000155,0.06,2.32,7085.42,4.99,11.2587,1418.4583,1.1168,1.1322,79.4913,31.7397,2.8356,0.3864,232.9193,45.355,378.3352,31.908,140.2183,200.0,7.2617,2.826,2.7925,58.1384,635.6798,52.3914,47.6086,0.0312,0.0061,0.3629,0.0128,3.218,0
516,000903,0.06,2.29,12614.87,7.11,16.3935,1773.9551,0.9001,1.2061,74.6207,1.0993,81.8703,0.2562,351.2881,10.6995,6.1684,20.9522,28.4793,-52.9412,21.1035,1.2111,0.9642,28.0359,1207.0982,45.9478,54.0522,-0.2343,-0.0343,-3.3228,-0.0635,-6.7162,0
517,600356,0.06,0.87,1819.55,4.8,24.4211,378.9758,1.2686,1.0491,85.7878,0.993,90.6344,0.2628,342.4658,7.7785,-35.7948,2.8276,0.2554,-33.3333,2.9441,2.4386,1.9555,74.1161,645.336,77.9558,22.0442,-0.3777,-0.0528,-8.1549,-0.2396,-24.2296,0
518,002581,0.12,2.84,8237.26,55.97,83.7061,147.1496,0.223,0.3185,282.5746,0.4141,217.3388,0.0539,1669.7588,-45.6917,5.1985,15.2087,59.9708,4.0833,15.4525,5.1704,5.066,372.5,1179.9881,68.883,31.116999999999997,0.5208,0.0176,0.9323,0.0565,14.3632,-1
519,601700,0.03,1.1,3288.01,5.64,14.2418,582.4466,0.5139,0.5634,159.7444,0.6424,140.0996,0.1953,460.8295,17.1235,-39.9585,-4.4406,-11.6029,-40.0,-4.6344,1.7882,1.335,27.4349,465.4812,62.928999999999995,37.071,-0.1465,-0.0179,-2.6156,-0.0482,-4.9164,-1
520,600375,0.02,0.35,973.12,0.66,14.3489,1468.8048,2.6429,0.6871,130.9853,0.7653,117.6009,0.2583,348.4321,6.4618,-20.9173,2.3613,6.8177,0.0,2.1899,0.7481,0.5249,18.0358,140.9293,25.1756,74.8244,0.0543,0.0071,10.1579,0.0095,0.9906,0
521,000518,0.0,0.57,356.54,4.14,81.6867,86.0366,0.0835,0.7215,124.7401,0.027000000000000003,3333.3333,0.1125,800.0,-19.6424,-56.9223,-0.5399,-24.1028,-66.3462,0.0235,3.1793,0.7338,11.3489,1674.7709,73.8476,26.1524,0.066,0.0062,1.0987,0.0235,2.3741,-1
522,600759,0.02,0.78,4025.17,4.84,60.5298,830.5445,0.3669,3.2048,28.0829,6.1526,14.628,0.271,332.1033,13.4245,175.9594,-3.8096,-9.4658,217.8571,-5.492000000000001,0.5341,0.5243,18.5773,195.5059,35.9786,64.0214,0.3919,0.0203,3.1705,0.0317,5.8322,0
524,000988,0.06,1.16,6074.93,4.8,23.9522,1264.3186,1.2573,0.607,148.2702,0.8518,105.6586,0.1888,476.6949,36.4054,5.7975,62.6014,48.6507,0.0,64.0651,2.0313,1.6708,61.1841,622.8325,60.7338,39.2662,-0.303,-0.0432,-6.4267,-0.1101,-11.46,0
525,601898,0.11,1.57,141082.8,5.47,28.6177,25764.695,1.9432,3.6092,24.9363,2.4235,37.1364,0.5303,169.7153,44.2207,20.1043,4.4795,2.3772,25.0,3.7123,0.846,0.7106,27.9437,470.5404,43.5856,56.4144,0.0319,0.0033,0.3714,0.0058,1.4379,0
527,002308,0.03,0.89,3095.01,14.31,54.5841,216.1566,0.2366,0.937,96.0512,0.455,197.8022,0.1157,777.8738,20.0203,21.3769,47.3355,49.9969,0.0,46.7446,3.9172,3.4564,125.3472,2616.7225,81.8622,18.1378,-0.1092,-0.0055,-0.7398,-0.0304,-4.9948,0
530,002111,0.13,1.94,5095.27,13.26,35.9599,384.2369,1.0063,0.4935,182.3708,0.2274,395.7784,0.1339,672.1434,15.4528,22.1255,-3.3541,7.2712,18.1818,-1.3188,1.7876,1.0929,29.1312,3274.2501,61.4859,38.5141,-0.3079,-0.0267,-2.3617,-0.0694,-7.4447,0
531,603898,0.11,1.71,3552.51,10.31,38.7438,344.5124,1.0754,28.346999999999998,3.1749,3.8986,23.0852,0.2238,402.1448,30.8857,38.4137,76.8208,66.4897,22.2222,76.8208,4.0118,3.8576,99.4334,-4183.097,84.6155,15.3845,-0.2497,-0.0346,-2.4218,-0.2252,-23.3299,0
532,002758,0.04,1.32,769.53,1.97,13.0686,389.9387,1.8568,1.2194,73.8068,1.5316,58.7621,0.5136,175.2336,19.6548,-34.1763,3.7669,13.1167,-45.2055,4.292,1.2031,0.8402,27.1707,357.457,47.6552,52.3448,-0.1258,-0.0399,-7.4327,-0.0762,-7.7554,0
533,600200,0.03,0.71,2094.1,3.71,34.5436,564.1155,0.7814,1.4259,63.118,0.3989,225.6205,0.2232,403.2258,-43.4585,-13.9507,-1.8135,-9.1902,-17.1429,-1.2867,1.6703,1.0578,51.5892,548.9624,62.9443,37.0557,0.1634,0.0196,4.1324,0.053,6.0771,-1
534,002775,0.06,1.05,1593.55,3.84,16.9643,414.4451,1.6745,0.8216,109.5424,0.3581,251.3264,0.1932,465.8385,43.4125,48.6106,22.1981,23.8674,49.0741,22.1981,1.7509,0.9262,21.5357,223.49400000000003,51.7332,48.2668,-0.5716,-0.0805,-14.8668,-0.1669,-18.5522,0
535,002143,0.07,3.99,11790.66,37.11,55.0219,317.672,0.1794,0.1441,624.5663,0.2615,344.1683,0.0762,1181.1024,0.0108,5.5398,23.7586,16.1145,-33.863,26.0799,4.0756,3.5501,22.5228,1828.9438,69.1874,30.8126,-0.6341,-0.0438,-1.7527,-0.142,-19.7449,0
536,600219,0.03,0.91,29743.06,6.51,19.1545,4564.5522,0.4934,1.9396,46.4013,0.7851,114.6351,0.2976,302.4194,31.6251,13.2455,3.3786,6.2281,0.0,3.1746,2.1191,1.4578,66.8706,738.3733,75.925,24.075,0.0705,0.006999999999999999,0.9608,0.028999999999999998,4.3987,0
538,600613,0.06,1.22,3017.31,8.74,52.428999999999995,345.2014,0.6463,0.3909,230.2379,0.7638,117.8319,0.1868,481.7987,11.6417,21.4504,3.9531,2.0409,50.0,4.6314,3.0145,2.6564,41.0093,1318.2261,79.9445,20.0555,0.0505,0.0055,0.6777,0.0273,2.8107,0
539,000786,0.27,3.87,49048.16,19.63,35.4783,2497.5789,1.3964,12.495,7.2029,1.1551,77.9153,0.4427,203.2979,40.3559,224.9775,22.3598,11.8814,226.1905,22.6166,2.1707,1.5931,23.8842,3178.2523,79.3921,20.6079,0.0778,0.0119,0.3943,0.0576,7.3299,0
541,300192,0.05,1.63,1160.74,4.91,35.6364,236.3024,0.9742,1.8129,49.6442,1.7966,50.0946,0.3341,269.3804,134.2442,158.4409,22.5665,119.1225,34.1737,0.8237,1.4823,1.3195,67.4958,441.0001,50.0289,49.9711,0.3239,0.0437,3.4143,0.0874,15.3799,1
542,603320,0.1,1.68,1006.16,6.39,15.0097,157.2873,1.5728,1.7468,51.5228,1.0566,85.1789,0.2846,316.2333,5.3994,-33.1677,75.5331,34.5939,-50.0,75.5331,3.9512,3.0093,115.4177,731.663,80.2917,19.7083,0.1089,0.0228,1.7021,0.1157,11.9155,0
543,300514,0.08,1.68,824.11,7.86,40.6017,104.7961,1.0479,0.4217,213.4219,0.3354,268.3363,0.1458,617.284,24.7694,-6.1665,105.2969,56.9145,-29.6328,105.2969,3.0506,2.2121,62.9622,-625.6224,68.3413,31.6587,-0.3171,-0.0459,-4.0325,-0.1451,-14.7788,-1
544,000040,0.81,9.01,108428.45,101.7,21.4222,1066.1344,0.7973,0.4007,224.6069,0.618,145.6311,0.0555,1621.6216,29.3425,2910.2018,14.5843,54.1599,2903.7037,14.4504,2.5761,2.3719,159.3065,1648.5145,46.6432,53.3568,-0.4718,-0.0186,-0.4639,-0.0349,-7.2886,0
545,600676,0.08,1.46,8258.28,3.78,9.1268,2183.7117,2.1232,1.8034,49.9057,1.7038,52.8231,0.4278,210.3787,12.5167,7.403,4.2361,-1.3975,-2.0732,5.5831,2.3363,1.7747,95.7613,2341.0316,68.2509,31.7491,0.0957,0.0235,2.0375,0.0741,9.5683,0
546,300224,0.03,0.85,2507.15,8.16,25.8047,307.138,0.3677,0.5898,152.5941,0.4383,205.3388,0.1077,835.6546,103.2584,613.9214,-1.5763,0.4768,200.0,-1.2395,3.6352,2.883,68.3711,537.909,77.6083,22.3917,-0.0245,-0.0019,-0.3185,-0.0086,-0.9495,0
547,300548,0.17,2.25,1404.31,19.37,30.3752,72.4743,0.8766,0.8221,109.4757,0.6094,147.6862,0.1361,661.2785,-18.0044,-30.1883,9.9377,5.6294,-29.1667,9.9377,10.2293,8.7782,421.1731,537.4324,90.6661,9.3339,0.5751,0.0598,2.968,0.6406,79.1392,-1
548,000885,0.26,6.67,12865.77,30.59,60.9526,420.4602,0.847,6.9772,12.8992,11.6344,7.7357,0.8628,104.3115,-43.7344,2123.0153,-32.9249,17.2814,51740.0,-20.7795,0.2002,0.1953,14.9948,468.7748,26.9384,73.0616,0.591,0.0313,1.9206,0.0428,11.1385,-1
549,002228,0.04,2.14,4919.09,2.43,11.7485,2022.2064,1.729,1.1782,76.3877,1.9311,46.6056,0.5989,150.2755,76.10300000000001,54.4759,44.1427,28.622,33.3333,39.4294,1.4349,1.0634,18.3824,841.3891,51.1471,48.8529,-0.0955,-0.039,-3.1888,-0.0797,-7.9769,0
550,000905,0.02,0.44,1186.96,0.33,3.0006,3542.0033,6.6704,4.4962,20.0169,5.308,16.9555,1.3824,65.1042,19.4368,-22.2866,8.7373,16.0044,-44.0,2.741,0.8469,0.6076,14.7665,310.8356,42.6648,57.3352,0.0144,0.0061,1.66,0.0106,1.6027,0
551,300256,0.04,0.7,2387.54,2.11,17.3,1128.3777,1.7391,0.6706,134.2082,0.6436,139.8384,0.2509,358.7086,-21.9737,144.609,1.5299,12.9509,164.9007,1.4646,0.9472,0.6494,11.5026,147.8343,38.9963,61.0037,-0.0189,-0.0024,-0.9461,-0.0039,-0.4553,-1
552,002244,0.11,2.39,34435.45,10.32,30.1995,3335.9651,1.0721,11.0946,8.1121,0.0747,1204.8193,0.0586,1535.8362,174.0822,28.069000000000003,9.3521,32.1562,-21.4286,10.2723,1.6117,0.5975,17.6114,580.6742,25.048000000000002,74.952,-3.0938,-0.1533,-21.078000000000003,-0.2045,-27.429000000000002,-1
553,600336,0.04,1.68,3032.49,2.33,21.4712,1296.4736,1.669,2.3998,37.5031,1.284,70.0935,0.4036,222.9931,24.2986,1.2246,5.1395,15.7131,-4.4118,1.7463,1.258,0.9387,40.6158,386.222,41.1911,58.8089,-0.2667,-0.0715,-11.1183,-0.1215,-13.695,0
554,002261,0.0,0.07,261.5,1.1,51.2151,236.4803,0.2129,0.5147,174.8591,0.6168,145.9144,0.1683,534.7594,-19.7205,-97.986,0.5156,0.9306,-96.6667,0.2993,4.6106,3.9275,152.8888,48.4784,88.9211,11.0789,-0.2861,-0.0156,-48.3134,-0.1405,-22.3545,-1
556,002582,0.23,3.61,12024.98,6.71,30.2252,1790.7535,3.4725,4.603,19.5525,1.3114,68.6289,0.7155,125.7862,37.7051,101.3939,4.412,12.4767,0.0,4.613,1.8937,1.3344,80.1349,1508.8769,65.7878,34.2122,0.2774,0.0964,4.2389,0.2816,37.6992,0
557,000488,0.31,3.32,78250.04,10.8,35.2053,7241.8119,3.7398,1.922,46.8262,0.7415,121.3756,0.1478,608.931,15.4207,11.5586,29.5776,22.6213,6.8966,25.7391,0.8161,0.7047,37.0057,228.4796,28.0775,71.9225,0.1751,0.0118,1.6244,0.0165,2.1302,0
