,code,name,weight,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,label3_1,label3_2,label3_3
14,600061,国投资本,0.08,0.12,1.37,50116.97,178.58,3.069,280.6405,0.0663,0.6209,144.9509,1.4609999999999999,61.6016,0.0022,40909.0909,28.9366,-10.0513,35.1614,12.6917,-20.0,38.6999,1.3827,1.381,39.2137,1346.4079,24.4831,75.5169,-44.5988,-0.0769,-21.9388,-0.1018,-12.6352,1,1,1
15,600066,宇通客车,0.17,0.13,1.88,29469.61,6.32,22.6934,4659.1505,2.1044,0.2718,331.1258,1.1656,77.2135,0.1714,525.0875,20.4395,-8.9632,13.5464,21.0726,-7.1429,13.6302,1.6173,1.4307,21.0467,534.691,44.6991,55.3009,-0.4843,-0.0634,-7.5715,-0.1147,-13.5525,1,0,0
16,600068,葛洲坝,0.19,0.13,2.44,75769.62,3.62,15.725999999999999,20884.6216,4.5354,1.3344,67.446,0.2571,350.0583,0.1658,542.8227,-9.9206,13.1727,5.5676,22.3435,1.5267,5.5946,1.3714,0.5958,17.1654,344.91,27.2039,72.7961,-0.4703,-0.0503,-8.8061,-0.0691,-10.4673,1,1,0
17,600111,北方稀土,0.2,0.03,1.23,10901.69,3.61,15.3404,3019.5911,0.8311,2.075,43.3735,0.3402,264.5503,0.1903,472.9375,56.5343,58.867,9.4855,20.4065,50.0,6.7099,2.3491,1.2725,79.3939,359.8182,49.7038,50.2962,0.2334,0.0325,4.5209,0.0646,10.0858,1,0,0
18,600118,中国卫星,0.11,0.05,1.15,6007.32,4.71,14.6337,1273.9265,1.0773,0.461,195.2278,0.8371,107.514,0.1713,525.394,13.6269,10.238999999999999,9.016,-8.9847,0.0,6.2092,2.1368,1.7217,66.781,-776.3456,62.7726,37.2274,-0.1364,-0.0171,-2.5693,-0.0458,-4.8296,1,1,0
19,600153,建发股份,0.13,0.2,2.43,58117.61,1.19,4.9782,48632.4612,17.153,11.2715,7.9847,0.4624,194.6367,0.2954,304.6716,24.7367,33.4861,32.9751,38.0672,33.3333,10.3624,1.6217,0.5973,19.0171,791.7235,21.6315,78.3685,-0.3419,-0.0806,-25.1699,-0.1028,-15.0221,1,1,0
20,600157,永泰能源,0.09,0.04,2.08,51052.95,10.93,24.8746,4668.5496,0.3757,1.2068,74.5774,5.9035,15.2452,0.2392,376.2542,-12.1894,275.8076,-1.0132,8.1931,377.907,4.3153,0.4902,0.4743,23.0432,171.4587,27.0457,72.9543,0.3916,0.017,3.452,0.0234,4.7103,1,1,1
21,600176,中国巨石,0.22,0.21,4.84,61690.1,24.72,45.273999999999994,2494.8448,0.8548,1.6623,54.1419,1.0765,83.6043,0.32,281.25,34.1671,31.0652,14.0076,6.2444,9.3071,13.4128,0.9129,0.7708,18.7144,705.5471,50.9433,49.0567,0.1914,0.0185,0.7687,0.0377,5.622000000000001,1,1,1
22,600196,复星医药,0.25,0.28,2.9,70578.37,12.34,57.5933,5719.2031,2.2921,1.7375,51.7986,0.8503,105.845,0.3623,248.4129,47.3849,0.2265,18.9104,34.5997,-12.5,13.6453,0.9264,0.7607,42.7024,586.4844,48.468,51.532,0.0815,0.0073,0.5562,0.0142,2.6138,1,0,0
23,600208,新湖中宝,0.13,0.09,2.4,78790.9,26.38,35.1127,2985.6409,0.3471,53.1967,1.6918,0.0313,2875.3994,0.0354,2542.3729,94.316,102.0207,11.6048,7.1986,109.0909,12.595,2.293,0.5812,45.6855,315.7912,25.7607,74.2393,-1.0161,-0.0231,-3.8603,-0.0311,-8.0368,1,1,0
24,600221,海航控股,0.23,0.08,2.3,133766.0,7.95,13.3906,16808.845,1.0001,6.6236,13.5878,60.9239,1.4773,0.4395,204.7782,15.6216,30.8201,1.6122,1.8296,60.161,-0.3038,0.5675,0.5637,43.9239,-1828.6295,40.2001,59.7999,-0.0913,-0.0082,-1.119,-0.0138,-2.6072,0,0,0
25,600233,圆通速递,0.04,0.11,3.37,31558.54,5.9,12.3085,5341.3955,1.8904,4.9655,18.1251,101.8105,0.884,0.8484,106.08200000000001,52.8826,14.5828,15.6371,27.5677,12.8283,13.3372,1.611,1.5977,87.4833,5865.7283,71.8903,28.1097,-0.0735,-0.0288,-1.2262,-0.1023,-11.1295,1,1,0
26,600271,航天信息,0.27,0.05,0.98,10121.0,1.84,19.6883,5471.3312,2.937,3.1888,28.2238,3.543,25.4022,0.3488,258.0275,-0.2882,-41.6248,7.8614,5.7814,-76.1905,5.6166,3.1962,2.8911,177.674,2684.4789,63.7704,36.2296,-0.1921,-0.0532,-3.5317,-0.1467,-21.3844,0,0,0
27,600276,恒瑞医药,1.24,0.33,5.99,94945.14,24.61,86.4692,3857.1281,1.3616,1.1497,78.2813,0.643,139.9689,0.2593,347.0883,21.7003,20.4842,24.1877,23.5244,-4.2368,24.1885,8.2151,7.767,237.5543,-4814.6181,89.9101,10.0899,0.1285,0.0262,0.5093,0.2599,26.6358,1,1,1
28,600297,广汇汽车,0.11,0.14,3.11,111682.29,2.82,10.4791,39468.7636,4.8461,13.5341,6.6499,1.9414,46.3583,0.5241,171.72299999999998,20.3213,21.1538,48.0272,11.1281,-20.6799,42.8486,1.1401,0.8171,41.7414,418.6776,36.3361,63.6639,-0.2806,-0.0881,-8.31,-0.1384,-18.4745,1,1,0
29,600309,万华化学,0.49,1.3,13.47,354572.22,26.06,43.0297,13601.9135,4.975,4.4666,20.1496,1.0403,86.5135,0.5401,166.6358,23.5746,59.7443,31.64,16.6999,35.4167,37.1255,0.89,0.6107,9.5937,2190.8913,46.3363,53.6637,0.2639,0.054000000000000006,0.8684,0.1007,12.6964,-1,0,0
30,600346,恒力股份,0.11,0.28,5.66,110346.57,9.52,15.478,11584.4333,2.5487,78.8993,1.1407,2.2264,40.424,0.6965,129.2175,176.8279,281.9931,222.6123,265.7144,180.0,228.4111,0.5951,0.437,20.5464,1155.7824,27.5676,72.4324,0.0664,0.0104,0.6967,0.0144,1.8774,1,0,0
31,600352,浙江龙盛,0.27,0.31,5.68,101908.84,24.08,42.6634,4231.3652,1.3006,1.4929,60.2854,0.1144,786.7133,0.133,676.6917,7.4146,88.7516,13.0236,16.4617,103.2446,13.3004,2.6319,0.858,32.5907,1174.9026,41.2379,58.7621,-0.1269,-0.0109,-0.4975,-0.0185,-4.3521,-1,0,0
33,600383,金地集团,0.23,0.24,2.66,109487.51,16.09,34.2044,6802.5619,1.5067,108.9292,0.8262,0.0506,1778.6561,0.0382,2356.0209,17.714000000000002,13.0464,7.6112,37.5634,26.3158,8.4951,1.6635,0.8382,25.0783,-2516.7792,25.97,74.03,-0.4466,-0.0135,-2.5915,-0.0182,-2.7083,1,0,0
34,600390,五矿资本,0.04,0.14,1.72,54285.1,37.32,52.6276,1454.3809,0.38799999999999996,55.7042,1.6157,2.9758,30.244,0.0285,3157.8947,-26.9818,17.3032,10.6469,92.6045,-12.5,7.2167,0.7018,0.6985,45.8514,1822.2633,30.2577,69.7423,0.1257,0.0016,0.2935,0.0023,0.2632,1,1,1
35,600406,国电南瑞,0.36,0.02,0.49,9430.14,2.45,24.8015,3843.9229,0.9147,0.2554,352.3884,0.4812,187.0324,0.1107,813.0081,170.5481,955.8862,137.2374,164.1736,100.0,119.6011,1.5295,1.2371,34.8317,813.9792,48.8673,51.1327,-0.2804,-0.0248,-10.1768,-0.0485,-4.8845,1,0,0
36,600415,小商品城,0.1,0.13,6.27,72313.16,89.58,50.3237,807.2357,0.1483,35.6498,2.5246,0.0943,954.4008,0.0939,958.4665,-82.8494,6.515,6.7722,3.4339,8.3333,9.8418,0.8938,0.5720000000000001,20.1784,1343.2001,47.7922,52.2078,-0.8198,-0.0264,-0.9184,-0.0506,-6.3386,1,1,0
37,600436,片仔癀,0.28,0.54,7.61,32611.83,26.68,46.4859,1222.1894,2.0257,2.6846,33.5245,0.5136,175.2336,0.2753,326.9161,42.0621,48.3361,19.0526,20.5213,42.1053,19.2815,3.6310000000000002,2.6152,187.0263,15583.67,77.7865,22.2135,0.1978,0.0398,0.7426,0.179,18.8345,-1,-1,0
38,600438,通威股份,0.17,0.08,2.37,32037.52,6.13,18.334,5221.2883,1.3448,6.4831,13.8822,1.9782,45.4959,0.659,136.5706,24.045,20.5524,16.4441,18.2523,20.614,14.276,0.8401,0.5876,34.861,690.3941,51.4574,48.5426,0.0961,0.0183,1.5631,0.0378,4.9816,1,1,1
39,600482,中国动力,0.16,0.12,0.79,20703.11,4.09,14.1438,5061.1088,2.9186,0.6401,140.60299999999998,0.6881,130.7949,0.1553,579.5235,5.1805,-5.7016,5.8726,10.3549,-7.6923,2.4137,2.5734,2.0568,115.5083,-546.7861,65.0303,34.9697,0.0038,0.0004,0.0895,0.0013,0.1536,1,1,1
40,600487,亨通光电,0.24,0.35,4.61,48174.2,7.61,21.1207,6327.5006,4.6533,1.0945,82.2293,0.9519,94.5477,0.3203,280.9866,38.2411,50.622,60.1102,35.8649,58.3818,70.7386,1.3466,0.9622,14.1366,846.8743,39.5104,60.4896,-0.1231,-0.0272,-1.5863,-0.045,-5.3513,1,1,1
41,600489,中金黄金,0.16,0.02,0.43,5785.9,0.82,11.1049,7018.0507,2.0335,37.48,2.4013,0.5851,153.8199,0.4452,202.1563,-12.6009,-17.7536,2.3354,-3.9457,-33.3333,1.499,0.9933,0.2995,18.8478,187.9747,40.2335,59.7665,0.0212,0.0038,1.3189,0.0063,0.9126,1,1,1
42,600498,烽火通信,0.21,0.13,1.45,13925.03,3.27,28.0013,4248.2741,3.8137,0.7065,127.3885,0.2759,326.2051,0.1785,504.2017,20.6318,0.0579,28.2073,11.6131,0.0,30.2577,1.4919,0.7611,15.1029,593.3466,37.5078,62.4922,-0.6838,-0.1041,-19.2097,-0.1666,-18.7563,1,0,0
43,600516,方大炭素,0.19,1.06,17.79,189446.76,53.79,83.1403,3521.9198,1.9688,3.2248,27.9087,0.3816,235.8491,0.29600000000000004,304.0541,408.4018,2699.4545,101.0469,96.9977,2374.5327,97.7873,4.1038,3.5572,73.4678,19266.5649,77.9984,22.0016,0.1952,0.0435,0.3387,0.1977,22.0266,1,1,0
44,600518,康美药业,0.29,0.29,4.78,142308.53,15.57,29.1943,9135.1842,1.8364,1.9502,46.1491,0.4136,217.6015,0.1571,572.8835,27.6815,32.9998,11.1096,23.5668,32.7189,11.1304,2.3357,1.7274,143.0979,650.2129,46.5424,53.4576,0.1075,0.0136,0.6929,0.0254,3.8354,1,1,0
46,600522,中天科技,0.21,0.15,2.52,44772.32,6.76,17.0135,6620.996,2.1594,1.0137,88.7837,1.3353,67.4006,0.3527,255.1744,22.7608,1.1964,7.9366,16.6933,-4.4503,8.0141,2.2675,1.7702,66.3481,633.8578,64.4011,35.5989,-0.0811,-0.0191,-1.1904,-0.0537,-6.3397,1,1,1
47,600535,天士力,0.19,0.34,4.2,37151.47,9.39,34.3304,3952.3502,3.6579,0.5344,168.4132,1.0965,82.0793,0.2537,354.7497,18.0629,16.6994,10.6799,26.7158,16.7402,8.9923,1.5553,1.3137,15.1581,526.8698,41.4644,58.5356,0.0383,0.0066,0.4018,0.0114,1.4607,1,1,1
48,600547,山东黄金,0.24,0.19,2.1,34679.49,2.44,8.5443,14166.3165,7.6281,99.2763,0.9066,3.9283,22.9107,2.0379,44.1631,41.5758,13.2624,5.1759,42.1878,5.5556,5.1697,0.5974,0.299,22.3858,413.83,41.6763,58.3237,0.0125,0.0042,0.47200000000000003,0.0072,1.5078,1,1,1
49,600570,恒生电子,0.27,0.09,1.85,5735.45,10.76,94.4624,532.6987,0.8622,2.3708,37.9619,0.7783,115.6366,0.1965,458.0153,20.2875,33.5524,31.4343,30.6073,28.5714,27.3574,1.2209999999999999,1.2055,23.1992,14169.5352,61.051,38.949,-0.9952,-0.0948,-9.6688,-0.2435,-26.6092,1,1,0
51,600606,绿地控股,0.24,0.29,5.43,348997.8,4.66,14.5487,74751.8767,6.1432,1.7496,51.4403,0.125,720.0,0.0968,929.7521,27.2096,36.1529,20.8885,14.8823,31.8182,11.7569,1.3267,0.4656,11.1771,1661.9863,11.3264,88.6736,0.0614,0.0053,1.1195,0.006,0.7787,1,0,0
52,600637,东方明珠,0.23,0.18,1.57,43708.23,15.61,32.19,2798.9099,1.0596,1.3030000000000002,69.0714,1.1088,81.1688,0.1276,705.3292,-24.4853,-2.0537,3.4862,0.82,8.9242,4.0004,3.0994,2.8388,149.3738,-10726.9133,80.8033,19.1967,0.2527,0.019,1.4648,0.0988,10.1445,1,1,0
53,600660,福耀玻璃,0.34,0.22,2.92,56261.79,11.84,41.9154,4747.8421,1.8926,1.3571,66.3179,0.9198,97.8474,0.3019,298.112,13.1085,-18.6905,3.2759,9.8701,-21.4286,3.2744,1.5066,1.2297,77.1283,362.8552,57.9634,42.0366,0.2367,0.0336,1.9976,0.08,10.2992,-1,0,0
54,600674,川投能源,0.16,0.19,3.63,83064.99,381.16,65.8251,217.9257,0.0495,0.7862,114.4747,1.3495,66.6914,0.1259,714.8531,2.1309,3.7681,9.3372,13.3799,3.5987,9.2226,0.42700000000000005,0.4157,33.5326,1420.2932,75.7566,24.2434,0.8459,0.0059,0.217,0.0243,3.7332,0,0,0
55,600688,上海石化,0.12,0.16,5.84,177151.3,6.87,23.2545,25759.522,2.3798,9.6802,9.2973,3.0606,29.406,1.2112,74.3065,14.1223,-8.0297,12.5376,18.5661,-8.3799,12.645,1.9283,1.3906,96.8909,-2028.8299,71.8443,28.1557,0.0635,0.0387,0.922,0.1374,13.909,0,0,0
56,600703,三安光电,0.3,0.24,4.78,96828.96,49.78,51.1299,1944.9135,0.4768,0.8349,107.7973,0.4733,190.1542,0.1642,548.1121,-2.2625,40.1294,13.9485,10.3055,41.1765,13.9314,6.6897,5.4688,289.1655,3471.1276,77.2748,22.7252,0.4857,0.0352,0.9756,0.155,51.8345,1,1,0
57,600705,中航资本,0.2,0.09,2.79,79236.58,53.87,43.8972,1470.7034,0.1638,5.0286,17.8976,37.6912,2.3878,0.0111,8108.1081,41.2856,50.3246,8.0362,51.6105,50.0,5.9981,0.8286,0.8284,75.5202,944.9292,12.8004,87.1996,-15.4202,-0.0996,-21.8537,-0.1142,-15.612,1,0,0
58,600739,辽宁成大,0.14,0.1,0.73,14638.39,3.45,10.685,4232.8436,2.767,3.1494,28.5769,2.1292,42.2694,0.6038,149.056,28.9157,-79.2718,3.1166,5.7872,-78.9485,3.8867,0.7345,0.5557,26.843000000000004,198.1633,57.7859,42.2141,-0.0412,-0.0047,-1.2358,-0.0111,-1.6592,1,1,0
59,600741,华域汽车,0.31,0.92,6.84,291131.98,7.23,13.0587,40248.4302,12.7662,1.5263,58.9661,3.5047,25.6798,0.5065,177.69,18.3702,62.9302,10.5627,17.5285,90.3093,11.0741,1.1526,1.0084,42.0984,-5992.1966,40.7694,59.2306,-0.0073,-0.0023,-0.0802,-0.0038,-0.4245,0,0,0
61,600795,国电电力,0.32,0.06,2.36,120339.6,7.54,21.4822,15953.1736,0.8118,2.125,42.3529,5.3548,16.8074,0.7603,118.3743,8.4082,22.7811,-1.8613,1.8776,18.0,-0.7531,0.3356,0.3012,9.6413,207.4326,26.534000000000002,73.46600000000001,0.1265,0.0072,1.2469,0.0098,2.8323,1,0,0
62,600809,山西汾酒,0.1,0.82,12.47,71007.18,21.91,70.9493,3239.8744,3.7418,57.1771,1.5741,0.4059,221.7295,0.4654,193.382,48.5573,54.5586,14.4453,28.4997,51.8141,13.7219,1.7708,1.2316,30.9367,-28921.7852,58.3808,41.6192,0.0754,0.0234,0.3199,0.0561,5.6326,-1,0,0
64,600867,通化东宝,0.21,0.16,5.87,27380.22,38.06,73.1362,719.3339,0.4203,1.1889,75.7002,0.2069,434.9928,0.3002,299.8001,27.2347,30.0993,15.9858,5.892,6.6667,15.9193,13.5397,8.7969,252.71599999999998,-64529.6605,95.4653,4.5347,0.2353,0.0336,0.6195,0.7406,89.7583,1,1,0
65,600886,国投电力,0.35,0.14,3.19,98923.78,10.52,40.3553,9397.1546,1.3847,2.4628,36.5438,4.1498,21.6878,0.6589,136.5913,23.1487,6.5771,7.7027,3.9509,5.1825,8.323,0.4908,0.445,21.433,290.6983,29.6498,70.3502,0.444,0.0196,2.112,0.0279,12.6012,0,0,0
66,600887,伊利股份,1.48,0.35,8.03,210023.55,10.72,38.8,19575.6539,3.2204,22.0339,4.0846,2.6975,33.3642,0.6715,134.0283,24.5565,21.3022,9.4215,15.084000000000001,20.6897,9.5559,1.3319999999999999,1.1334,91.1217,6148.8112,55.7582,44.2418,0.0853,0.0341,0.7929,0.0771,7.8167,0,0,0
67,600900,长江电力,1.12,0.13,2.08,283219.75,34.75,47.9797,8149.4714,0.3704,2.5642,35.0987,16.2224,5.5479,0.8604,104.6025,3.7499,4.5658,5.0452,-1.0313,4.5491,5.0229,0.14300000000000002,0.1387,7.115,348.7301,46.486999999999995,53.513000000000005,0.7414,0.0203,2.133,0.038,9.8711,0,0,0
68,600977,中国电影,0.11,0.18,3.24,33997.71,15.47,28.1765,2197.3611,1.1769,1.4325,62.8272,1.2116,74.2819,0.1836,490.1961,21.5443,23.1665,6.1616,8.152000000000001,18.1818,6.1293,2.5261,2.2575,132.0581,-3852.4282,67.5626,32.4374,0.6301,0.08199999999999999,3.5836,0.2528,27.3028,1,0,0
69,600998,九州通,0.09,0.12,1.2,22147.46,0.99,7.7783,22210.145,11.8286,1.2796,70.3345,1.5431,58.3242,0.4684,192.1435,18.0492,19.7922,48.1017,40.2453,9.0909,49.001999999999995,1.3419999999999999,0.9666,22.3676,276.0872,33.1306,66.8694,-0.1745,-0.0644,-17.2353,-0.0963,-10.1255,1,0,0
70,601018,宁波港,0.14,0.06,2.04,74880.5,14.72,25.3195,5086.875,0.3861,2.1109,42.6358,13.164000000000001,6.8368,0.4143,217.2339,33.2437,12.825,7.8302,6.7054,20.0,5.2545,0.8013,0.7818,33.2868,963.5417,63.9938,36.0062,0.2917,0.0235,1.8023,0.0654,9.3187,1,1,0
71,601088,中国神华,0.38,0.59,3.78,1163300.0,18.47,40.1023,62979.0,3.1664,4.542,19.8151,2.7806,32.3671,0.4568,197.0228,3.1394,-0.5687,-1.7401,-3.0185,-4.878,-3.6746,1.3501,1.204,80.7675,2114.0553,67.9021,32.0979,0.1875,0.0206,0.8339,0.0641,11.1412,1,0,0
73,601111,中国国航,0.24,0.19,3.01,262820.2,8.31,15.8321,31606.754,2.176,8.9851,10.0166,16.6019,5.4211,1.6193,55.5796,9.1055,75.6627,9.2546,0.5436,72.7273,8.4347,0.2617,0.2378,8.9682,-303.5749,41.596000000000004,58.403999999999996,0.22899999999999998,0.0308,2.2776,0.0528,10.3617,1,1,1
75,601155,新城控股,0.23,0.15,1.72,36040.98,6.95,36.4057,5178.7795,2.2941,67.0105,1.3431,0.0401,2244.389,0.0352,2556.8182,154.2126,862.2461,61.5761,68.2512,650.0,42.0202,1.1428,0.4841,12.6044,494.1561,13.7409,86.2591,-0.579,-0.0154,-8.0753,-0.0178,-2.2463,1,1,0
80,601212,白银有色,0.03,0.0,0.33,3431.06,0.32,5.6794,10467.5961,1.5011,18.5082,4.8627,0.8626,104.3357,0.4634,194.2167,87.17299999999999,-33.6214,-7.2373,-4.5527,36.1111,-14.4365,1.0556,0.5299,18.6161,209.8965,29.21,70.79,0.0458,0.0102,8.1987,0.0144,2.1649,1,1,1
81,601216,君正集团,0.09,0.09,4.84,78031.92,35.67,44.8455,2187.2319,0.2592,20.9623,4.2934,2.8944,31.0945,0.6904,130.3592,18.3779,45.7972,17.4305,24.9639,46.1295,16.4338,0.6216,0.5605,33.2137,1373.3738,67.6671,32.3329,0.1352,0.012,0.3799,0.0371,4.8299,1,1,1
83,601360,三六零,0.09,0.07,2.84,47794.5,17.36,70.7187,2751.992,0.4068,1.8569,48.4679,5.1944,17.3264,0.32299999999999995,278.6378,477.3356,2927.0158,951.3231,773.8935,69.4915,971.5205,3.5874,3.5606,251.2677,-780.0658,80.3866,19.6134,0.3218,0.0387,1.8379,0.1975,20.8147,1,1,1
85,601390,中国中铁,0.56,0.13,2.04,319742.6,2.16,8.9859,147572.329,6.4599,1.0902,82.5537,0.5376,167.4107,0.2342,384.2869,10.1349,23.6301,11.6693,10.0877,22.4299,11.1194,1.071,0.612,17.894,484.1526,20.9762,79.0238,-0.1814,-0.0321,-7.7069,-0.0406,-4.7780000000000005,0,0,0
87,601600,中国铝业,0.25,0.02,0.69,30864.3,0.84,7.6721,36670.187000000005,2.4604,6.7369,13.3593,1.5579,57.7701,0.539,166.9759,-10.3626,-25.3957,20.0239,5.245,-20.8333,31.7097,0.7724,0.5087,28.1096,160.1926,33.2,66.8,0.0406,0.0073,3.0333,0.011000000000000001,1.6984,1,1,1
90,601607,上海医药,0.21,0.37,2.82,102004.2,2.8,15.0001,36386.1044,12.8025,1.051,85.6327,1.6276,55.2961,0.4783,188.1664,9.83,4.584,15.5423,28.3037,-1.6680000000000001,14.8788,1.2451,0.9359999999999999,26.5803,623.4185,38.4285,61.5715,0.0026,0.0008,0.0802,0.0014,0.1427,1,0,0
91,601611,中国核建,0.06,0.05,1.38,12948.84,1.46,8.5219,8839.6266,3.3674,0.5259,171.1352,0.29600000000000004,304.0541,0.1453,619.4081,10.3818,9.9322,16.6321,13.0559,25.0,8.8213,1.0618,0.5673,11.587,219.1588,14.6372,85.3628,-0.4229,-0.0488,-22.9646,-0.0571,-6.6179,1,1,0
93,601669,中国电建,0.32,0.13,2.6,191797.48,3.1,14.2529,61776.5034,4.0379,1.3214,68.1096,0.4285,210.035,0.2047,439.6678,16.4218,18.171,38.7682,17.5419,1.129,26.7945,1.0652,0.6272,26.4543,206.3168,20.2878,79.7122,-0.2313,-0.0236,-6.2704,-0.0296,-4.8515,1,1,0
94,601727,上海电气,0.19,0.04,1.18,65742.0,3.56,20.7178,18419.99,1.2509,0.6363,141.4427,0.3952,227.7328,0.1281,702.5761,41.3159,39.9449,23.1872,12.7727,23.2044,23.6631,1.3231,0.9587,31.6666,725.7371,36.2331,63.7669,-0.4735,-0.0439,-7.7635,-0.0688,-8.0598,-1,0,0
97,601800,中国交建,0.28,0.21,2.06,343416.4,3.68,12.595999999999998,93253.3593,5.7653,1.3337,67.4814,0.5966,150.8548,0.2088,431.0345,12.7626,7.7277,9.4539,4.4731,10.5263,11.9457,1.0269,0.6957,36.1384,305.2717,24.7288,75.2712,-0.1703,-0.0186,-4.6627,-0.0247,-3.675,1,0,0
103,601857,中国石油,0.62,0.06,0.8,1015000.0,1.87,20.6082,542654.0,2.9649,8.5843,10.4843,2.9673,30.3306,1.2369,72.7626,9.9471,43.2514,0.3971,0.3236,100.0,0.2662,0.8217,0.557,23.5141,500.1647,58.0466,41.9534,0.1139,0.0258,4.0635,0.0614,11.2288,1,0,0
104,601888,中国国旅,0.63,0.59,7.97,115982.79,13.1,39.4687,8849.1076,4.5322,9.503,9.4707,1.696,53.066,0.4891,184.0114,53.0735,57.4646,14.7141,26.658,-19.2606,13.5439,2.8931,2.4235,203.4299,-1685.8632,70.4987,29.5013,0.2415,0.0932,1.6828,0.3157,32.3815,-1,-1,0
105,601898,中煤能源,0.09,0.11,1.57,141082.8,5.47,28.6177,25764.695,1.9432,3.6092,24.9363,2.4235,37.1364,0.5303,169.7153,44.2207,20.1043,4.4795,2.3772,25.0,3.7123,0.846,0.7106,27.9437,470.5404,43.5856,56.4144,0.0319,0.0033,0.3714,0.0058,1.4379,0,0,0
106,601899,紫金矿业,0.43,0.05,3.07,108536.26,4.74,15.3563,22863.5948,0.9927,15.9444,5.6446,1.7374,51.8015,0.7824,115.0307,23.8718,25.5069,17.0341,-0.8951,0.0,21.8213,1.0029,0.626,24.6622,371.981,41.9178,58.0822,0.057999999999999996,0.0146,0.958,0.0251,4.4702,1,1,0
