,code,name,weight,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,label3_3,label3_2,label3_1
35,600309,万华化学,0.49,0.96,12.84,219505.98,19.94,39.2307,11007.0486,4.8311,4.9087,18.3348,1.3368,67.325,0.6821,131.9455,107.6954,375.0219,56.5632,16.1133,357.1429,68.2389,0.8157,0.5728,12.8479,1716.5973,41.0775,58.9225,0.043,0.0083,0.1828,0.0141,2.0269999999999997,0,-1,-1
37,600340,华夏幸福,0.49,0.59,6.07,175469.97,22.47,62.3919,7807.6594,2.6422,0.6865,131.0998,0.019,4736.8421,0.0326,2760.7362,57.7107,43.9689,43.4414,50.7226,34.0909,43.1006,1.4586,0.5319,28.9787,1856.0892,16.0473,83.9527,-0.3093,-0.0086,-1.3753,-0.0103,-1.3801,1,1,0
38,600346,恒力股份,0.11,0.1,4.78,28666.07,6.85,16.1441,4184.7059,1.4809,48.2464,1.8654,1.401,64.2398,0.462,194.8052,17.277,78.1534,94.6644,18.9037,25.0,89.2304,0.7819,0.5171,17.3802,384.34,31.2508,68.7492,0.1279,0.0264,1.8508,0.0385,4.4396,0,0,-1
40,600383,金地集团,0.23,0.19,2.3,87078.65,15.06,35.5525,5778.8899,1.2803,89.6019,1.0044,0.0495,1818.1818,0.0449,2004.4543,-13.5115,60.5112,11.6929,12.331,171.4286,12.9522,1.8036,0.7366,28.6149,15076.8321,33.1985,66.8015,-0.7286,-0.0258,-4.0604,-0.0386,-5.7146,0,0,0
41,600398,海澜之家,0.16,0.22,9.57,101000.32,19.57,39.0612,5158.9479,1.1482,8.1287,11.0719,0.3508,256.5564,0.2703,332.9634,0.5536,5.4922,19.2649,3.7466,4.7619,19.5938,1.5917,0.8302,74.3753,-2041.5511,43.8384,56.1616,0.0327,0.0067,0.1669,0.0119,1.3821,0,0,1
42,600406,国电南瑞,0.36,0.01,0.2,1786.15,1.25,15.4688,1420.7911,0.5849,0.2152,418.2156,0.561,160.4278,0.09300000000000001,967.7419,1.5701,-4.2307,9.7484,6.9551,0.0,9.8656,1.9854,1.6845,53.236000000000004,-396.3604,54.4158,45.5842,-0.5078,-0.0438,-71.9116,-0.0961,-9.7139,0,0,0
43,600415,小商品城,0.1,0.12,6.46,68042.18,14.45,27.2485,4706.7506,0.8647,55.5935,1.6189,0.4592,195.993,0.4626,194.5525,323.7094,224.8241,11.7997,-14.6063,200.0,12.73,0.8599,0.2762,5.436,1950.0344,46.298,53.702,-0.1791,-0.0348,-1.2462,-0.0648,-8.1665,0,0,0
44,600436,片仔癀,0.28,0.38,6.28,22636.88,26.31,44.7758,860.3203,1.4259,2.285,39.3873,0.4195,214.5411,0.2518,357.4265,83.5242,49.1418,13.6025,16.6045,5.5556,12.5545,3.4384,2.2929,168.1192,50702.293,78.7461,21.2539,0.3223,0.0549,1.2633,0.2585,27.8783,0,0,-1
45,600482,中国动力,0.16,0.13,0.89,22703.27,4.71,16.5399,4811.8341,2.7667,0.9499,94.7468,0.6126,146.9148,0.1551,580.2708,229.0135,400.4225,1097.7288,838.8441,44.4444,1045.3319,3.0724,2.415,168.2199,112433.2502,67.7834,32.2166,-0.0924,-0.0112,-1.9432,-0.0348,-4.3937,1,1,1
46,600487,亨通光电,0.24,0.22,4.62,27769.2,6.06,21.7925,4577.1485,3.6874,1.016,88.5827,0.8393,107.2322,0.3273,274.9771,37.6837,138.4229,28.705,29.1698,141.8378,29.1598,1.2921,0.8834,21.3883,588.9007,33.5274,66.4726,-0.1814,-0.0394,-2.5456,-0.0593,-7.3819,0,-1,-1
47,600489,中金黄金,0.16,0.03,0.66,8811.15,1.09,11.0183,8029.8926,2.3267,46.6105,1.9309,0.7255,124.0524,0.4962,181.3785,43.5149,46.6296,29.096,7.1391,50.0,34.51,0.9868,0.4103,19.4079,215.8331,37.764,62.236000000000004,0.0594,0.0117,3.4806,0.0187,2.7251,1,1,1
48,600498,烽火通信,0.21,0.13,1.89,13859.41,3.93,28.9247,3521.688,3.3659,0.7384,121.8852,0.2454,366.7482,0.1703,528.4792,26.2207,13.832,3.4557,23.1616,18.1818,6.222,1.2927,0.6453,17.9653,720.5944,32.6531,67.3469,-0.6109,-0.0861,-14.2353,-0.1278,-13.2618,0,0,-1
49,600516,方大炭素,0.19,0.04,1.25,7352.17,10.61,33.2765,692.7434,0.4029,0.6991,128.7369,0.4927,182.6669,0.1326,678.7330000000001,46.3558,1582.7046,1.6207,-4.2404,568.75,2.2444,3.2836,2.6958,116.3309,2168.3714,76.4274,23.5726,0.1727,0.0149,1.6508,0.0633,7.529,-1,-1,-1
50,600518,康美药业,0.29,0.22,4.0,106776.26,14.92,29.5777,7154.6647,1.4461,2.1547,41.7692,0.3985,225.8469,0.1554,579.1506,21.5597,8.1009,52.7018,47.8313,-3.5556,52.758,2.0913,1.5348,130.9837,752.5828,51.7605,48.2395,0.1886,0.0231,1.2665,0.0479,5.9278,0,0,-1
51,600547,山东黄金,0.24,0.18,2.09,32741.46,3.27,10.9596,10006.1724,5.388,203.0221,0.4433,5.8046,15.5049,2.8137,31.9864,8.5753,45.3264,58.5842,26.3623,12.5,60.43899999999999,0.4967,0.2887,23.3052,702.0369,56.3423,43.6577,0.0426,0.0144,1.2923,0.033,5.2215,0,1,1
52,600549,厦门钨业,0.11,0.12,2.0,13119.54,5.48,25.3592,2391.1881,2.2108,1.8057,49.8422,0.4668,192.8021,0.311,289.3891,61.2548,248.84,-0.3066,-0.6944,535.0785,-0.5255,1.4309,0.7084,17.9589,588.5418,50.8008,49.1992,-0.2425,-0.0357,-3.0361,-0.0726,-10.2714,0,0,-1
54,600585,海螺水泥,0.62,0.41,2.77,215321.77,15.78,29.038,13638.9772,2.5737,23.2071,3.8781,2.1271,42.3111,0.4407,204.2206,28.5823,94.2476,10.2753,3.3044,86.411,10.2403,2.0408,1.7549,103.9035,5804.7099,74.2872,25.7128,0.1612,0.0198,0.9641,0.0768,13.8083,0,0,-1
55,600606,绿地控股,0.24,0.22,4.66,267832.07,4.55,14.8415,58762.776,4.8292,2.0683,43.513999999999996,0.1029,874.6356,0.0861,1045.2962,20.2628,25.1728,10.5961,18.147000000000002,15.7895,8.0288,1.4785,0.4378,13.423,3033.7747,10.7636,89.2364,0.0475,0.0037,0.9275,0.0041,0.5954,0,0,0
56,600660,福耀玻璃,0.34,0.28,3.77,69287.91,16.5,44.1545,4197.5983,1.6732,1.2758,70.544,0.7868,114.3874,0.2779,323.8575,17.6774,18.8293,10.2006,15.1743,21.7391,10.2138,1.6005,1.2672,80.306,3412.5611,61.6644,38.3356,0.2507,0.0346,1.5206,0.0903,11.0534,0,0,-1
57,600688,上海石化,0.12,0.18,7.61,192885.2,8.54,28.6241,22571.847999999998,2.0899,13.722000000000001,6.5588,2.9324,30.6916,1.4369,62.6348,36.2638,67.4754,26.5636,27.0942,68.8679,27.0534,1.942,1.3751,97.5142,-5555.9636,75.693,24.307,0.1264,0.0801,1.48,0.3294,33.5068,0,0,0
58,600690,青岛海尔,0.54,0.29,6.38,173876.36,4.6,30.1012,37741.1434,6.1894,3.0396,29.6092,1.6493,54.5686,0.5287,170.2289,69.7253,10.3409,20.8264,75.1867,8.7786,18.9598,1.0623,0.8193,39.4351,1235.3988,30.3382,69.6618,0.1539,0.043,2.702,0.0618,8.4254,0,-1,-1
59,600703,三安光电,0.3,0.17,3.89,69095.49,34.72,45.8094,1989.9349,0.4879,0.9711,92.6784,0.9694,92.8409,0.1699,529.7234,68.8986,51.1252,11.2425,7.6049,-5.5556,11.2425,5.4595,4.9696,275.4715,-18173.5996,74.8043,25.1957,0.3348,0.0274,0.9643,0.1087,30.8886,0,-1,-1
60,600704,物产中大,0.08,0.12,2.03,39340.27,0.67,3.1951,58192.2895,20.2681,10.4386,8.6218,3.5858,25.099,1.0357,86.8978,62.5162,36.9853,11.022,24.0659,15.7527,8.0935,1.0038,0.7053,20.2983,298.0908,26.4557,73.5443,-0.1649,-0.102,-17.8957,-0.1387,-14.8805,1,1,1
61,600705,中航资本,0.2,0.06,2.33,53159.09,51.06,46.4066,1040.9438,0.1159,5.1903,17.34,25.6023,3.5153,0.0126,7142.8571,32.6538,-3.6933,10.0418,11.838,-50.0,10.2126,0.8624,0.8622,71.807,1579.7149,17.9633,82.0367,-23.8017,-0.165,-35.8901,-0.2011,-28.7484,0,0,1
62,600741,华域汽车,0.31,0.49,3.94,152865.82,4.49,14.6716,34002.1525,10.785,1.5478,58.147,4.1197,21.8463,0.4949,181.8549,7.1369,9.0247,11.4374,12.1112,7.064,9.9386,1.334,1.2048,55.4441,-6238.1271,43.338,56.662,0.0176,0.0054,0.2654,0.0096,1.1493,0,-1,-1
64,600809,山西汾酒,0.1,0.54,9.45,46771.06,21.44,71.4823,2180.8926,2.5187,36.2667,2.4816,0.337,267.0623,0.4232,212.6654,48.2852,60.8007,11.0288,12.0273,58.6957,10.7936,1.9764,1.3416,40.9365,-38987.0623,65.5502,34.4498,-0.0259,-0.0069,-0.1142,-0.0201,-2.0205,0,0,-1
65,600867,通化东宝,0.21,0.15,5.2,21029.46,37.19,75.7978,565.3599,0.3975,1.2764,70.5108,0.1367,658.3760000000001,0.2494,360.8661,25.2501,30.5319,57.1261,20.7116,7.1429,58.0475,4.4625,2.6304,75.4811,5157.0616,87.1573,12.8427,0.4118,0.0489,1.1086,0.3809,44.6984,0,0,1
66,600886,国投电力,0.35,0.14,3.17,93000.71,12.18,44.8489,7630.7397,1.1244,2.4652,36.5082,3.7541,23.9738,0.6953,129.4405,10.5894,-19.7168,8.7818,9.2634,-25.0957,6.412000000000001,0.3407,0.3054,11.2644,276.4274,28.616999999999997,71.383,0.462,0.0172,1.9023,0.0241,10.6018,0,0,0
67,600887,伊利股份,1.48,0.29,7.24,173365.33,11.03,37.6399,15716.2905,2.5853,21.6604,4.155,2.1343,42.1684,0.7217,124.7056,3.2260000000000004,11.5272,14.9426,6.5057,11.5385,15.0932,1.4367,1.1379,97.4064,-14434.553,58.6437,41.3563,-0.0337,-0.0124,-0.305,-0.0301,-3.2574,0,0,-1
71,600998,九州通,0.09,0.11,1.63,18579.93,0.98,7.4981,18814.3088,11.4231,1.5965,56.3733,1.7062,52.7488,0.5512,163.2801,21.8048,34.1903,19.4709,16.6371,22.2222,15.7106,1.291,0.9246,17.0622,250.6995,31.3731,68.6269,-0.1417,-0.0621,-14.2019,-0.0906,-9.529,0,0,-1
72,601006,大秦铁路,0.52,0.21,3.46,316120.06,25.38,29.5664,12451.1857,0.8375,2.3569,38.1858,5.332999999999999,16.8761,0.5176,173.8794,12.0445,52.3305,2.271,12.7628,50.0,2.0758,1.1473,1.0733,65.4284,2290.4332,74.2019,25.7981,0.2488,0.0243,0.9942,0.094,13.6657,0,0,0
73,601012,隆基股份,0.36,0.22,4.26,43957.49,16.35,31.3284,2687.1227,1.3463,1.0968,82.0569,1.2664,71.0676,0.2114,425.7332,21.6531,60.8551,77.72399999999999,87.8065,46.6667,78.4275,1.7244,1.5052,65.1106,1377.0336,48.2118,51.7882,-0.3046,-0.0374,-1.8748,-0.0723,-10.5504,0,0,-1
74,601018,宁波港,0.14,0.05,1.95,68185.4,17.86,29.8597,3817.723,0.2898,1.611,55.8659,14.9471,6.0212,0.3138,286.8069,-19.2261,2.0226,7.7201,23.5376,0.0,7.5244,0.8076,0.7955,30.8514,1025.802,63.3263,36.6737,-0.2272,-0.0147,-1.1888,-0.04,-5.6845,0,0,0
75,601088,中国神华,0.38,0.62,3.84,1223500.0,20.03,41.8591,61062.0,3.07,3.7086,24.2679,2.7784,32.3927,0.4225,213.0178,54.9718,116.9866,8.5018,6.341,165.0862,9.3515,1.325,1.2209999999999999,76.5491,1820.3307,67.0186,32.9814,0.4091,0.0422,1.7541,0.1281,21.2728,0,0,-1
76,601111,中国国航,0.24,0.11,2.03,146640.0,5.06,19.1021,28968.982000000004,1.9944,8.6096,10.4534,12.8146,7.0232,1.2104,74.3556,9.7775,-37.2389,28.7648,6.446000000000001,-45.0,30.9744,0.4446,0.4138,24.4226,586.969,38.2795,61.7205,0.0854,0.0106,1.3668,0.0172,3.8511,0,0,-1
77,601117,中国化学,0.11,0.06,1.12,31025.25,2.95,13.1512,10514.5554,2.1314,0.765,117.6471,0.49,183.6735,0.1544,582.9016,-4.8529,2.0736,4.7445,1.7331,-25.0,4.7385,1.438,1.0374,40.4199,617.1031,35.0844,64.9156,-0.1737,-0.0217,-4.6686,-0.0334,-3.8432,1,1,1
80,601216,君正集团,0.09,0.06,3.83,53401.29,28.9,40.3669,1847.6698,0.2189,12.5595,7.1659,2.6803,33.5783,0.3619,248.6875,48.8683,85.81700000000001,13.8683,-2.694,-7.1848,13.8477,1.8271,1.7103,39.2323,1789.9132,72.0081,27.9919,-0.0353,-0.0033,-0.1221,-0.0118,-2.016,0,0,0
82,601238,广汽集团,0.1,0.59,8.35,382857.84,22.67,23.823,16884.7105,2.6112,14.3132,6.2879,5.3838,16.7168,0.488,184.4262,66.4447,103.5902,17.4223,11.9814,96.6667,17.1035,1.5302,1.4281,86.7534,11591.3698,57.7831,42.2169,0.2065,0.0412,0.9098,0.0975,15.5838,0,0,0
83,601333,广深铁路,0.11,0.04,1.0,28250.02,6.55,10.3503,4309.3966,0.6083,1.3130000000000002,68.5453,11.7893,7.6339999999999995,0.7729,116.4446,7.4176,-13.4872,1.9515,3.3993,-13.0435,1.9701,1.386,1.3069,46.8206,-10684.4016,86.9314,13.0686,0.217,0.0287,3.3225,0.2197,22.9126,0,1,1
85,601360,三六零,0.09,0.04,0.96,1640.36,3.44,29.3367,476.6711,1.2001,0.5885,152.9312,1.1968,75.2005,0.2588,347.7589,-4.0377,-58.3599,2.6175,-1.1872,-56.9792,2.8989999999999996,2.0155,1.7,53.6297,6312.5995,66.8199,33.1801,-0.1615,-0.0294,-4.8359,-0.0887,-8.8898,0,0,0
86,601390,中国中铁,0.56,0.11,1.84,262258.3,1.95,8.9101,133992.358,5.8654,0.9187,97.9645,0.5329,168.8872,0.2252,399.6448,5.2267,19.3604,9.904,5.575,7.0,8.1822,1.1849,0.7204,20.7904,420.0174,20.6791,79.3209,-0.1436,-0.0254,-6.8473,-0.032,-3.8314,0,0,1
87,601607,上海医药,0.21,0.37,3.11,99938.68,3.01,12.3812,33129.4881,12.3207,1.1383,79.0653,1.8198,49.456,0.5279,170.4868,13.164000000000001,3.3876,8.1952,14.2124,12.364,5.8578,1.4161,1.08,29.9813,905.8596,42.6729,57.3271,0.0114,0.0042,0.3298,0.0074,0.8166,0,-1,-1
89,601618,中国中冶,0.24,0.07,2.35,144173.8,3.26,11.9758,44180.003,2.1318,0.6306,142.7212,0.3104,289.9485,0.1437,626.3048,3.7708,7.1682,23.2345,13.2445,0.0,24.0627,1.2235,0.7205,16.1089,452.9334,23.0255,76.9745,-0.3815,-0.0433,-9.9865,-0.0563,-6.6049,0,0,1
90,601633,长城汽车,0.07,0.21,4.05,195468.82,8.42,21.7373,23198.6705,2.5416,41.3102,2.1786,2.775,32.4324,0.4346,207.08700000000002,11.2944,-18.2945,20.9471,27.6215,-18.4215,20.9627,1.364,1.1827,17.9134,4430.4663,54.9568,45.0432,-0.2316,-0.0598,-2.7428,-0.1328,-13.8686,0,0,0
91,601668,中国建筑,1.27,0.24,3.63,708347.8,3.01,8.9367,234827.342,7.8275,1.7241,52.2011,0.4146,217.0767,0.2141,420.3643,9.6999,10.2578,21.5693,26.9652,14.2857,13.1359,1.4116,0.7116,38.5077,981.5426,21.873,78.127,-0.2844,-0.0486,-7.3087,-0.0622,-8.7009,0,0,0
92,601669,中国电建,0.32,0.12,3.02,170593.57,3.21,12.5204,53062.6671,3.8578,1.3478,66.7755,0.4086,220.2643,0.1869,481.5409,8.6659,12.699000000000002,18.4386,21.9416,5.4422,10.8998,1.0943,0.6458,31.0129,267.2956,17.1845,82.8155,-0.1889,-0.0194,-5.1978,-0.0235,-3.8797,0,0,1
94,601727,上海电气,0.19,0.04,1.07,48565.9,3.72,23.5037,13034.616000000002,0.9704,0.4801,187.4609,0.3674,244.9646,0.0973,924.9743,-13.4969,-9.1191,15.9707,11.4487,-1.0929,21.47,1.2886,1.0061,40.6062,871.8831,33.1699,66.8301,-0.56,-0.0414,-9.0927,-0.0619,-7.0135,0,0,0
95,601766,中国中车,0.93,0.04,1.02,115198.8,3.42,22.0793,33592.333,1.1705,0.4399,204.592,0.4418,203.7121,0.1506,597.6096,-16.7083,-38.7866,18.7593,8.0065,-42.8571,19.6825,1.268,0.9076,24.4386,918.2663,39.9478,60.0522,-0.4623,-0.0451,-10.3573,-0.0751,-8.7329,0,0,0
98,601877,正泰电器,0.22,0.18,2.18,35926.96,9.02,28.3903,3980.9527,1.865,0.6858,131.2336,1.3285,67.7456,0.2166,415.5125,67.1601,12.8106,154.3002,217.3819,-28.0,158.06,1.8075,1.6063,63.1747,496.1371,47.2674,52.7326,-0.0141,-0.0014,-0.1452,-0.0027,-0.5023,0,0,-1
100,601899,紫金矿业,0.43,0.05,3.54,100563.35,5.44,14.1322,18457.4716,0.8568,23.9786,3.7533,1.2789,70.373,0.7099,126.7784,-4.8469999999999995,1250.4536,2.7975,-0.8592,1466.6667,7.0,0.8106,0.4386,19.2961,375.4774,35.4962,64.5038,0.055,0.0111,0.9201,0.0172,2.9546,0,0,0
103,601933,永辉超市,0.32,0.08,3.8,74375.65,4.87,20.9314,15261.3891,1.5946,27.3211,3.2942,2.6304,34.2153,0.7451,120.7892,13.7562,56.217,57.7986,43.3953,-33.3333,56.9938,2.1211,1.7263,78.1422,-4442.2124,67.3307,32.6693,0.0591,0.0302,1.2423,0.0924,9.3777,0,0,-1
105,601991,大唐发电,0.08,0.05,1.58,63095.6,4.12,14.1894,15312.078000000001,1.1504,1.8654,48.247,5.1384,17.5152,0.7525,119.6013,16.4422,24.5744,-7.2003,-22.9512,-7.6023,-11.6761,0.3708,0.3283,7.3231,161.6346,25.5372,74.4628,0.2584,0.017,6.5302,0.0229,7.1553,0,0,1
106,601992,金隅集团,0.12,0.04,0.99,44058.83,3.88,26.4167,11338.723,1.0618,1.2603,71.4116,0.1223,735.8953,0.0943,954.4008,52.5853,-26.4095,49.008,57.7491,33.3333,16.7454,1.2233,0.4923,22.067,141.6336,30.0658,69.9342,-0.7008,-0.0379,-132.4554,-0.0542,-8.0323,1,0,-1
107,603160,汇顶科技,0.08,0.39,6.21,17534.8,23.97,47.3593,731.4594,1.6437,1.2274,73.3257,0.6144,146.4844,0.2429,370.5228,90.2144,150.423,154.5692,112.1806,124.7576,154.7996,6.5897,5.0947,258.1082,17363.1518,85.7502,14.2498,0.1698,0.0366,0.7081,0.2566,26.4023,0,0,-1
108,603288,海天味业,0.59,0.36,9.3,97695.45,24.35,44.6862,4011.0268,1.4828,1272.5466,0.0707,2.5316,35.5506,0.4612,195.1431,17.1141,20.4933,38.3598,16.9369,20.0,38.236999999999995,3.9160000000000004,3.5444,230.5752,-4132.6361,83.1266,16.8734,-0.0232,-0.006999999999999999,-0.0953,-0.0416,-4.2496,0,0,-1
112,603993,洛阳钼业,0.28,0.04,3.14,59722.04,10.32,37.9245,5782.5303,0.3424,3.4343,26.2062,0.7057,127.5329,0.2855,315.2364,399.6429,641.6055,93.6928,167.0988,300.0,10.0058,1.3026,0.9825,64.7974,464.2406,39.6491,60.3509,0.2468,0.0162,1.4291,0.0268,8.9764,0,-1,-1
113,000002,万科Ａ,1.23,0.06,0.61,69541.16,3.74,29.8041,18589.2288,1.6839,9.7588,9.2224,0.0272,3308.8235,0.0249,3614.4578,27.2249,-11.2538,16.7476,34.5937,-16.0,13.2503,1.232,0.4487,14.494,524.9554,18.2673,81.7327,-0.5123,-0.0107,-8.5865,-0.0131,-1.5174,0,-1,-1
114,000063,中兴通讯,0.5,0.29,4.5,121360.7,4.71,32.1995,25744.612,6.1503,0.8463,106.3453,0.6539,137.6357,0.22899999999999998,393.0131,17.7784,24.1531,-3.7812,4.5921,26.087,-6.218999999999999,1.2361,0.9429,32.2719,-10941.298,29.5379,70.4621,-0.0377,-0.0069,-0.7372,-0.0098,-1.0715,0,-1,-1
115,000069,华侨城Ａ,0.28,0.09,1.71,75698.7,12.29,45.5734,6155.3963,0.7501,12.2826,7.3274,0.0495,1818.1818,0.0552,1630.4348,11.9092,26.9232,15.6662,32.1169,26.0929,16.2523,1.5203,0.6421,24.6886,505.4125,31.1568,68.8432,-1.2202,-0.0476,-9.2462,-0.0691,-9.7816,0,-1,-1
116,000100,TCL集团,0.28,0.04,1.91,44781.99,1.76,18.215999999999998,25370.058999999997,2.0771,1.9555,46.023999999999994,1.5461,58.211000000000006,0.3282,274.223,8.4232,89.1641,16.4175,20.7248,72.3005,-3.9333,1.1323,0.9305,38.3043,357.5886,31.2747,68.7253,0.0923,0.0156,3.4819999999999998,0.0227,3.3703,0,0,0
118,000338,潍柴动力,0.4,0.3,3.65,117993.41,3.37,20.6311,34988.301,8.75,2.4406,36.8762,1.6849,53.4156,0.4285,210.035,85.3262,113.9581,9.4915,45.9593,172.7273,2.7882,1.2879,1.0378,41.9733,1139.1343,26.326,73.67399999999999,-0.0165,-0.0033,-0.3881,-0.0045,-0.8556,0,-1,-1
119,000402,金 融 街,0.08,0.18,1.92,53839.81,10.25,30.2738,5251.3722,1.7569,5.105,17.6298,0.067,1343.2836,0.0625,1440.0,22.079,-29.3019,6.2969,9.6817,-30.7692,7.8251,2.8466,1.0911,49.3506,405.3219,26.8235,73.1765,0.1758,0.0078,1.6729,0.0107,3.0659,0,0,1
121,000413,东旭光电,0.18,0.08,1.75,39278.26,18.1,31.2066,2169.6282,0.4392,1.4202,63.3714,0.4921,182.8897,0.0625,1440.0,37.1714,17.7239,57.6378,66.5754,-11.1111,54.1392,3.6801,3.3221,256.2704,429.9793,49.5316,50.4684,-0.3836,-0.0175,-1.9319,-0.0346,-8.8219,0,0,1
122,000415,渤海租赁,0.07,0.06,1.28,40065.9,4.21,28.7811,9500.690999999999,1.5362,6.3877,14.0896,3851.0433,0.0234,0.1219,738.3101,78.0575,30.092,16.9559,60.7883,86.2069,15.0432,2.0593,2.0593,190.826,145.6861,13.3824,86.6176,0.3078,0.0103,5.2232,0.0118,5.4096,0,0,1
123,000425,徐工机械,0.16,0.03,0.98,20181.88,3.36,17.7444,5997.9016,0.8558,0.3843,234.192,0.703,128.0228,0.1921,468.506,72.4704,1780.5191,0.496,3.7544,2800.0,0.4554,1.5452,1.1878,19.9146,367.194,45.5265,54.4735,0.1153,0.0152,3.432,0.0279,3.3444,0,0,1
124,000538,云南白药,0.41,0.7,4.47,72514.19,12.27,30.5344,5908.7159,5.6738,5.247999999999999,17.1494,0.5663,158.9264,0.2638,341.1676,14.2781,15.6617,17.0543,25.9776,16.6667,17.0465,3.3930000000000002,2.262,46.8226,-33031.1562,65.5489,34.4511,-0.1459,-0.0341,-1.2006,-0.099,-12.8635,0,0,-1
125,000553,安道麦A,0.02,0.1,2.89,5871.67,8.95,21.4852,655.8346,1.1042,2.2975,39.173,2.6705,33.7016,0.5655,159.1512,37.1984,632.4196,-2.0209,0.2124,632.5926,-2.0209,1.9479,1.6116,78.6776,1471.9587,67.4616,32.5384,0.0108,0.0023,0.1211,0.0071,1.1276,0,0,-1
126,000625,长安汽车,0.14,0.5,5.36,240134.48,13.59,15.1513,17667.4987,3.6786,8.9997,10.0003,1.7355,51.8583,0.2623,343.1186,-7.0183,-10.1252,24.2895,17.836,-12.2807,24.1606,1.1379,0.9728,46.9085,-2003.6695,40.9514,59.0486,0.2449,0.0387,1.8095,0.0656,7.164,0,0,1
127,000627,天茂集团,0.09,0.03,0.8,11004.43,69.5,17.9288,158.3157,0.0371,3.5547,25.3186,0.2911,309.1721,0.0067,13432.8358,-39.6949,-79.3743,13.118,14.199000000000002,-87.5,9.2379,9.1311,8.9817,404.0575,--,16.0809,83.9191,56.8236,0.0708,39.2436,0.0844,295.9926,0,0,-1
129,000651,格力电器,1.83,0.67,7.19,401453.65,13.52,34.37,29681.5045,4.9339,6.547999999999999,13.7447,1.7356,51.8553,0.1995,451.1278,20.4573,27.0738,13.8983,15.3738,26.4151,14.1516,1.1106,1.0142,78.4746,-6800.8964,29.6568,70.3432,0.2957,0.0442,2.1748,0.0628,6.3042,0,-1,-1
130,000661,长春高新,0.25,0.84,3.62,14372.31,19.4,87.5923,740.7039,4.3542,1.4523,61.9707,0.1029,874.6356,0.1603,561.4473,15.2554,27.0892,88.7589,68.3126,-9.6774,112.7523,2.6511,2.0412,71.4652,-8834.6357,70.1848,29.8152,-0.0008,-0.0001,-0.0027,-0.0003,-0.0318,0,0,-1
131,000671,阳光城,0.09,0.05,1.59,21138.06,8.72,28.6668,2422.758,0.5982,3.6964,24.348000000000003,0.0198,4545.4545,0.0183,4918.0328,3.8641,14.1091,37.6925,116.4691,66.6667,9.3263,2.0062,0.6717,39.5893,589.8272,12.3545,87.6455,0.6319,0.0098,6.678,0.0111,2.0429,0,0,0
132,000703,恒逸石化,0.16,0.28,4.04,45011.69,5.08,4.8741,8847.1092,5.4616,10.841,8.3018,3.7974,23.7004,0.8206,109.6758,59.3525,196.7643,63.5905,16.3423,133.3333,75.7523,0.7581,0.5721,17.4327,975.6608,50.3356,49.6644,0.0085,0.0027,0.1508,0.0054,0.5623,0,0,-1
133,000725,京东方A,0.66,0.07,3.02,241301.57,11.04,28.6316,21854.9744,0.6217,1.3901,64.7435,1.8247,49.3232,0.2435,369.6099,77.7154,2443.3145,18.5355,31.2864,2200.0,4.4122,2.0966,1.8771,121.5073,742.9898,45.1437,54.8563,0.2844,0.0291,2.3863,0.053,14.732000000000001,0,0,-1
137,000786,北新建材,0.12,0.08,1.43,14966.92,8.41,27.6562,1779.4612,0.9949,9.2115,9.7704,0.9394,95.8058,0.3661,245.8345,23.9257,9.677999999999999,12.9572,4.5682,18.3099,33.2025,1.8117,1.2705,37.832,1018.1777,72.5933,27.4067,-0.1065,-0.013000000000000001,-1.2504,-0.0473,-6.8903,0,0,-1
138,000826,启迪桑德,0.08,0.22,2.23,21006.45,11.56,27.5693,1815.9460000000001,2.1256,0.6082,147.9776,2.9225,30.7956,0.2375,378.9474,11.142000000000001,7.4064,34.5027,38.4516,-5.6522,35.4141,0.7061,0.6655,24.2334,389.224,39.7462,60.2538,-0.1425,-0.0108,-1.2443,-0.0179,-2.3867,0,0,0
139,000839,中信国安,0.1,0.01,0.83,5455.73,4.85,19.2811,1122.9846,0.2864,1.1634,77.3595,0.6732,133.6898,0.245,367.3469,35.4069,-30.7103,1.5351,28.2343,-74.955,1.4125,0.8318,0.5822,27.6286,227.7002,45.8319,54.1681,-0.2216,-0.0165,-4.1508,-0.0304,-4.5281,0,0,-1
140,000858,五 粮 液,1.05,0.95,7.35,359311.24,35.36,70.5344,10158.8075,2.6762,77.7679,1.1573,0.3215,279.9378,0.1771,508.1875,15.1066,24.2972,9.6964,11.2854,23.7908,9.5989,3.8497,3.2510000000000003,233.0141,-2185.6444,76.5399,23.4601,0.1815,0.0272,0.493,0.1158,11.7875,0,-1,-1
141,000876,新 希 望,0.16,0.15,3.03,63893.2,4.37,8.2453,14614.4426,3.4664,25.0697,3.59,3.1067,28.9696,1.5012,59.952,19.4124,-6.0331,7.8365,10.8844,-53.125,8.2784,1.0221,0.59,31.9769,1702.4503,66.9615,33.0385,0.0067,0.0024,0.1214,0.0074,0.9738,0,0,0
