,code,name,weight,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,label3_1,label3_2,label3_3
99,601607,上海医药,0.21,0.72,5.91,192512.24,2.92,12.5545,65778.87299999999,24.463,2.2387,80.4038,3.5481,50.7314,1.0374,173.5107,10.1909,5.093999999999999,7.897,14.5527,11.1128,5.61,1.396,1.0602,29.4397,815.9822,41.8028,58.1972,0.0191,0.0139,0.5707,0.0239,2.6422,1,1,0
100,601618,中国中冶,0.24,0.11,3.8,267467.6,2.64,13.0179,101085.487,4.8777,1.455,123.7113,0.6952,258.9183,0.3224,558.3127,5.4901,3.2078,26.2759,12.0612,0.0,24.0782,1.2278,0.7328,16.687,348.9177,22.6682,77.3318,-0.1405,-0.0353,-4.8665,-0.0456,-5.3767,0,0,0
102,601668,中国建筑,1.27,0.57,8.64,1803772.9,3.43,10.4135,525254.692,17.5084,3.5787,50.2976,0.8973,200.6018,0.4667,385.6867,11.8289,18.6747,21.7522,27.7043,11.7647,13.3191,1.3093,0.6729,34.0606,827.8628,20.7542,79.2458,-0.1118,-0.0398,-2.3071,-0.0503,-6.7387,1,0,0
103,601669,中国电建,0.32,0.26,6.04,370547.9,3.08,13.1885,120062.7099,7.8477,2.8979,62.1139,0.8937,201.4099,0.4027,446.9829,13.797,2.0175,36.9916,24.7974,3.3426,30.1003,1.1392,0.693,33.5908,284.2657,19.3818,80.6182,-0.1138,-0.0247,-3.4026,-0.0306,-4.9982,0,0,0
105,601727,上海电气,0.19,0.1,2.97,135898.8,3.76,21.9929,36114.606,2.6888,1.2411,145.0326,1.0524,171.0376,0.2674,673.1488,-2.0398,-5.9392,9.9388,9.4584,3.9014,13.8334,1.273,1.0055,36.1751,1287.8391,32.6299,67.3701,-0.2004,-0.0402,-3.1659,-0.0597,-6.7559,0,0,0
107,601828,美凯龙,0.04,0.56,5.46,204517.11,40.33,72.8914,5070.9673,1.6903,5.6949,31.6072,25.4506,7.0725,0.5182,347.3562,10.6305,-10.4228,-8.2099,5.1992,-11.1111,-7.6706,0.6677,0.6638,48.3278,629.4755,46.2425,53.7575,0.4962,0.0276,1.1668,0.0514,15.5919,0,0,0
110,601899,紫金矿业,0.43,0.07,5.07,150539.94,4.01,14.5899,37523.6319,1.6292,45.9799,3.9148,2.6616,67.6285,1.3563,132.714,-3.5132,205.6723,18.7181,8.4364,176.0,23.8177,0.9078,0.5563,26.0615,276.672,38.4399,61.5601,0.0881,0.0348,1.8754,0.0566,9.6221,-1,0,0
112,601933,永辉超市,0.32,0.11,5.46,105521.84,3.72,20.4445,28316.8862,2.9587,50.0596,3.5957,5.0928,35.344,1.4231,126.4844,15.4949,53.3107,57.052,44.8819,37.5,55.6604,2.0066,1.6447,52.783,-1503.4612,66.6167,33.3833,0.092,0.0895,2.5602,0.268,27.1881,-1,0,0
114,601985,中国核电,0.26,0.16,6.11,254529.07,15.67,41.5514,16235.1847,1.043,4.8302,37.2655,0.6769,265.9182,0.5019,358.6372,14.8907,0.898,7.1947,8.5916,2.5,3.6138,0.7963,0.4542,22.6401,344.9719,24.6994,75.3006,0.5905,0.0328,2.1357,0.0435,22.7217,0,0,0
117,601991,大唐发电,0.08,0.08,2.68,108077.4,3.59,15.619000000000002,30047.916,2.2575,3.7647,47.8126,9.2597,19.4391,1.4464,124.4469,2.909,-35.0045,-2.861,-23.0367,-36.1635,-8.0089,0.3899,0.3404,8.9424,162.8182,25.7177,74.2823,0.2446,0.0317,5.5547,0.0427,13.4166,0,0,0
120,603156,养元饮品,0.03,2.02,16.73,100029.05,27.28,47.0468,3666.4722,7.407,164.5596,1.0938,2.2494,80.0213,0.4771,377.2794,-9.0345,-23.0785,8.3387,3.1494,-23.0787,8.3387,2.1198,1.8178,39.5773,-85397.2359,63.1322,36.8678,0.1596,0.0617,0.5848,0.1674,17.1868,0,0,0
121,603160,汇顶科技,0.08,1.08,16.51,48197.57,26.22,47.1411,1837.7937,4.1298,2.6283,68.4853,1.5765,114.177,0.5936,303.2345,51.7711,58.5787,121.0931,100.6685,42.4944,121.249,6.1835,4.8934,234.4687,-119094.6988,84.7948,15.2052,0.1682,0.086,0.6412,0.5656,58.4554,1,0,0
123,603288,海天味业,0.59,0.68,18.19,182318.79,24.51,44.8929,7437.5811,2.7496,2933.542,0.0614,4.9803,36.1424,0.8965,200.7808,20.5682,22.6141,15.9807,18.5121,23.6364,15.8675,3.3093,3.0083,124.6269,-4676.6645,80.7289,19.2711,0.1358,0.0814,0.5542,0.4223,43.0386,-1,-1,0
125,603858,步长制药,0.12,0.99,5.31,67806.52,11.78,82.3283,5751.4419,8.4356,5.3660000000000005,33.5445,0.8402,214.2347,0.7533,238.9486,11.6618,12.0454,56.2663,14.4285,0.5663,57.0567,1.3807,1.1327,56.8144,2881.0051,70.0087,29.9913,0.2269,0.0743,1.9259,0.2478,26.295,0,0,0
126,603986,兆易创新,0.09,0.9,13.01,17944.44,19.11,35.6893,938.6968,4.6311,9.3008,19.3532,1.4742,122.1001,0.6118,294.2138,43.2897,97.2621,116.3637,101.6738,-25.2333,117.4235,4.0828,3.0525,268.158,3243.5984,75.1743,24.8257,0.1427,0.0697,0.743,0.2806,33.4724,-1,-1,-1
127,603993,洛阳钼业,0.28,0.05,4.43,83513.87,7.16,35.4644,11654.9406,0.6901,6.8372,26.3266,1.4661,122.7747,0.5394,333.7041,415.7392,173.0364,48.545,156.2457,65.0165,8.0208,1.3328,1.038,75.5998,303.6812,30.0076,69.9924,0.2987,0.0396,2.5422,0.0565,19.8222,-1,-1,-1
129,000002,万科Ａ,1.23,0.66,6.22,730272.4,10.46,32.6533,69810.4776,6.3238,37.0339,4.8604,0.0976,1844.2623,0.091,1978.0220000000002,-6.6646,41.6986,16.6339,30.4587,36.1948,15.5754,1.2013,0.4673,15.9088,2024.9979,17.3425,82.6575,0.313,0.0235,2.1735,0.0284,3.2317,-1,0,0
130,000063,中兴通讯,0.5,0.55,8.28,229286.7,4.24,32.5174,54010.596,12.8903,1.8223,98.7763,1.3835,130.1048,0.474,379.7468,13.0939,16.2159,-1.7182,11.3566,27.906999999999996,-4.9403,1.2361,0.958,29.6288,1236.891,29.8458,70.1542,-0.0779,-0.0291,-1.6540000000000001,-0.0414,-4.5207,-1,-1,0
133,000333,美的集团,1.82,1.67,16.46,1081132.2,8.68,25.2302,124450.065,19.0884,7.5802,23.7461,5.0969999999999995,35.3149,0.9125,197.2603,60.5346,12.8745,19.6871,37.918,12.8378,19.8451,1.1047,0.9531,24.8483,4025.7283,32.463,67.53699999999999,0.1117,0.0602,1.2033,0.0891,10.0906,-1,0,0
134,000402,金 融 街,0.08,0.36,3.81,106141.91,10.62,31.953000000000003,9990.827,3.3426,12.5561,14.3357,0.1219,1476.6202,0.1205,1493.7759,62.0037,56.3526,7.2018,1.1237,44.0,8.1481,2.4996,0.8501,40.3943,401.2535,26.684,73.316,0.2468,0.0212,2.0917,0.0289,7.3845,0,0,0
135,000408,藏格控股,0.07,0.15,5.15,31461.76,29.14,70.2376,1079.5018,0.5209,1.9576,91.9493,0.8492,211.9642,0.3472,518.4332,10794917.5411,348.7219,4110.2743,4401.8078,-46.6994,4110.2743,5.1876,4.4637,155.9296,3366.9135,88.8056,11.1944,-0.5465,-0.0841,-1.8599,-0.7512,-103.0007,-1,-1,0
136,000413,东旭光电,0.18,0.13,2.84,63585.58,13.69,28.0614,4641.2855,0.9395,2.3238,77.4593,1.05,171.4286,0.1342,1341.2817,61.0406,22.0059,57.9833,42.5991,-7.1429,54.4897,3.3169999999999997,2.9636,220.2062,375.2786,49.4816,50.5184,-0.3047,-0.0296,-2.0326,-0.0586,-13.6162,-1,0,0
137,000415,渤海租赁,0.07,0.17,3.29,102640.2,5.2,34.6651,19716.509,3.188,11.5267,15.6159,9314.3557,0.0193,0.4101,438.9173,66.5484,18.9907,11.9711,66.1688,39.9663,9.3378,0.8006,0.8006,73.6769,144.8262,12.4059,87.5941,0.4489,0.0291,6.9223,0.0332,13.7486,0,0,0
138,000423,东阿阿胶,0.19,1.38,10.6,90147.04,30.72,66.1262,2934.3916,4.4866,5.7394,31.3622,0.2716,662.7393,0.3518,511.6543,9.7235,8.3071,17.4651,29.8935,8.7416,18.2543,3.1716,1.6712,55.8721,-16862.8938,74.7322,25.2678,-0.2015,-0.0509,-0.655,-0.2014,-20.6109,0,0,0
139,000425,徐工机械,0.16,0.08,2.66,55030.78,3.81,19.1336,14440.5097,2.0606,0.9087,198.0852,1.6431,109.54899999999999,0.4601,391.2193,77.4351,320.0208,2.8349,4.3594,338.8889,2.7925,1.5543,1.1897,20.9902,430.0533,45.8578,54.1422,0.1153,0.0365,3.0153,0.0674,8.0202,0,0,0
140,000553,安道麦A,0.02,0.28,8.09,16919.14,11.54,24.8699,1465.7032,2.4678,4.6539,38.6772,5.9565,30.2191,1.2325,146.0446,45.74,906.6392,3.4585,1.3999,906.7138,3.4585,2.2704,1.9244,105.9552,1042.6065,70.4803,29.5197,0.1509,0.0717,1.3077,0.2428,39.0365,0,0,0
141,000568,泸州老窖,0.32,1.05,12.49,146704.35,28.67,68.5669,5116.0143,3.6484,1300.8208,0.1384,0.6703,268.5365,0.5356,336.0717,19.8265,30.9872,9.0733,3.4896,31.8543,9.1603,3.8902,2.9360000000000004,176.9644,-5345.2927,81.8109,18.1891,0.2634,0.0977,0.8929,0.5374,55.6615,-1,0,0
142,000625,长安汽车,0.14,0.96,10.42,462054.57,13.76,14.1929,33555.2131,6.9868,19.7449,9.1163,3.1868,56.483000000000004,0.5062,355.5907,-6.275,-14.7768,22.8445,12.363,-18.6441,22.5629,1.1864,0.9946,49.6893,-1807.6364,41.8765,58.1235,0.1478,0.0462,1.0626,0.0795,8.8387,0,0,0
144,000630,铜陵有色,0.13,0.02,1.41,23629.99,0.61,4.0177,38320.5173,3.6403,28.0263,6.4225,4.477,40.2055,1.712,105.1402,-8.3573,223.62400000000002,22.5028,6.1108,340.0,22.5424,0.9468,0.5991,25.9541,262.8043,40.8068,59.1932,-0.0033,-0.0029,-0.3763,-0.0049,-0.5444,1,0,0
145,000651,格力电器,1.83,1.57,16.14,945248.33,13.66,31.9373,69184.5216,11.5006,13.2018,13.6345,4.212,42.735,0.4589,392.2423,40.6681,47.4165,16.4175,18.878,48.1132,16.8008,1.0545,0.9659,70.016,-5731.1302,26.1776,73.8224,0.0526,0.0178,0.3827,0.0241,2.418,0,0,0
146,000661,长春高新,0.25,1.67,7.15,28404.05,17.75,87.25299999999999,1600.0676,9.4059,3.0017,59.966,0.1744,1032.1101,0.3453,521.2858,25.4406,39.8934,10.6166,17.4703,12.0805,11.5153,2.6481,1.7407,44.2173,-8754.675,70.1028,29.8972,-0.1509,-0.036000000000000004,-0.5674,-0.1205,-13.177999999999999,-1,-1,0
147,000671,阳光城,0.09,0.08,2.45,32814.78,4.36,23.7502,7524.8006,1.8579,12.4262,14.4855,0.0611,2945.9902,0.0538,3345.7249,83.8797,8.4654,67.1281,116.103,100.0,11.5846,1.835,0.5781,34.6031,741.2261,13.4495,86.5505,0.7856,0.0328,17.2108,0.0378,6.5654,-1,-1,0
148,000703,恒逸石化,0.16,0.53,7.51,85204.85,2.99,3.6398,28468.8775,17.2703,34.4576,5.2238,14.4673,12.4419,2.4587,73.2094,107.8988,138.8881,75.029,25.9665,96.2963,85.5984,0.7887,0.6646,23.8149,821.3745,49.827,50.173,0.0063,0.0059,0.1883,0.0117,1.2093,0,0,0
149,000709,河钢股份,0.13,0.12,2.75,125080.22,2.29,12.0343,54459.9405,5.1287,26.0322,6.9145,1.6561,108.6891,0.9936,181.1594,43.6515,248.3424,3.1234,6.7022,202.5641,3.4735,0.4841,0.2362,12.5696,190.5324,25.0693,74.9307,0.107,0.031,4.5045,0.0414,5.1431,1,1,0
150,000768,中航飞机,0.2,0.03,0.6,9161.67,0.85,7.0818,10749.7114,3.8826,2.0699,86.9607,0.7026,256.1913,0.3342,538.5996,13.9897,-35.8668,4.7179,9.0028,14.1379,2.1225,1.4781,0.7783,24.5361,-3933.2399,42.8574,57.1426,-0.0576,-0.015,-12.2349,-0.0263,-2.7568,-1,0,0
153,000786,北新建材,0.12,0.38,6.43,68232.43,14.95,31.1126,4561.5924,2.5503,18.8639,9.542,2.2874,78.692,0.9185,195.9717,26.021,12.6019,12.7479,9.8051,17.2308,34.2057,1.574,1.1209,32.0685,2070.2437,72.4631,27.5369,0.0996,0.0304,0.6612,0.1103,13.7684,-1,0,0
155,000826,启迪桑德,0.08,0.52,5.26,49298.06,12.6,30.4853,3911.7621,4.5789,1.3314,135.196,5.6352,31.9421,0.4805,374.6098,14.6263,12.719000000000001,32.7985,46.2912,0.7767,33.635,0.7124,0.6708,30.0871,401.0411,36.689,63.31100000000001,-0.1399,-0.0208,-1.1056,-0.0328,-4.5107,-1,0,0
156,000839,中信国安,0.1,0.06,3.6,24084.31,10.46,21.3255,2301.6538,0.5871,2.537,70.9499,1.3147,136.9134,0.4356,413.2231,37.5158,61.5919,12.0652,32.4058,-44.131,5.4392,0.994,0.7555,47.2575,392.6235,46.9857,53.0143,-0.1316,-0.0184,-1.0499,-0.0347,-5.0408,-1,-1,0
157,000876,新 希 望,0.16,0.27,5.3,113112.13,3.79,7.6881,29788.4939,7.0655,46.2014,3.8960000000000004,6.4494,27.9096,2.813,63.9886,7.195,-20.8029,10.9512,15.4729,-20.5882,12.450999999999999,0.9915,0.6408,37.8826,1331.8452,64.5122,35.4878,0.0331,0.0233,0.68,0.0657,8.1515,1,0,0
158,000895,双汇发展,0.25,0.58,13.74,190405.49,7.93,18.598,23997.1628,7.2728,228.0832,0.7892,5.9734,30.1336,3.4138,52.7272,-5.9939,-10.9897,-16.9281,-0.7175,-11.4606,-18.1236,0.9952,0.5243,38.1936,6124.9527,64.4699,35.5301,0.0932,0.11,1.1276,0.3096,31.7148,-1,0,0
159,000898,鞍钢股份,0.1,0.25,3.98,182300.0,4.66,11.2195,39057.0,5.3984,18.5192,9.7196,3.2039999999999997,56.1798,1.5195,118.46,53.5863,516.4983,6.059,0.3715,514.6341,6.0922,0.7819,0.4422,6.3752,436.7568,53.2937,46.7063,0.0156,0.006999999999999999,0.3332,0.0149,1.8536,-1,1,0
160,000938,紫光股份,0.07,0.77,3.34,80649.9,4.77,23.1062,16877.2785,16.1922,3.9382,45.7062,3.6447,49.3868,1.001,179.8202,82.1067,246.0022,5.6474,2.6826,41.4991,3.4009,1.7657,1.3498,33.9677,3777.283,72.429,27.570999999999998,-0.0219,-0.0095,-0.2839,-0.0344,-3.7453,-1,0,0
161,000959,首钢股份,0.06,0.18,3.75,94889.51,3.35,12.899000000000001,28256.8906,5.3421,28.4831,6.3195,4.1449,43.4269,1.6573,108.6104,54.3885,3853.1114,15.6162,8.6689,5687.0968,20.3001,0.3525,0.2483,2.5807,243.5603,26.7261,73.2739,0.047,0.0099,1.0202,0.0136,2.3288,1,0,0
162,000963,华东医药,0.21,1.07,13.54,104144.05,7.39,26.629,14090.9419,14.4951,3.0039,59.9221,3.3372,53.9374,1.1835,152.0913,15.088,26.1192,15.5717,14.6404,-37.8632,15.158,2.0396,1.5153,33.342,5364.4746,53.5906,46.4094,0.0196,0.0184,0.2542,0.0397,4.6557,0,0,0
163,000983,西山煤电,0.09,0.29,5.39,91737.25,6.72,35.6757,13632.8527,4.3262,3.2052,56.1587,2.5728,69.9627,0.8425,213.6499,58.8247,637.7683,6.5109,4.2946,738.9049,7.0669,0.7863,0.629,18.7654,401.7747,36.2658,63.7342,0.0785,0.0188,1.0125,0.0295,4.6359,-1,0,0
164,001979,招商蛇口,0.44,0.44,6.03,346643.75,17.87,25.7661,19395.6613,2.4538,77.9605,2.3089,0.1146,1570.6806,0.0865,2080.9249,-8.7185,-6.4847,20.0097,24.1212,-8.3333,15.2711,1.592,0.6731,29.7722,3002.9124,27.72,72.28,-0.6037,-0.0421,-2.8398,-0.0582,-7.8437,1,0,0
165,002001,新和成,0.14,0.54,7.01,58594.46,22.46,42.9617,2608.0224,2.395,2.8056,64.1574,1.1515,156.3178,0.45,400.0,13.261,9.3799,8.7391,13.1293,14.8936,8.7036,2.1103,1.6261,92.9257,1084.4615,67.7585,32.2415,0.1631,0.0359,0.7262,0.1114,15.3336,-1,-1,0
166,002008,大族激光,0.28,0.86,15.83,91411.04,16.51,43.1006,5535.8164,5.1878,1.5747,114.3075,1.3956,128.9768,0.7871,228.6876,77.2987,129.0265,22.871,42.5156,126.3158,24.0607,1.3443,0.9222,11.8377,1898.3371,47.6032,52.3968,-0.0788,-0.0327,-0.4747,-0.0623,-6.8972,-1,-1,0
167,002050,三花智控,0.14,0.28,9.49,51288.55,11.98,28.6109,4280.4358,2.376,3.1514,57.1175,2.5540000000000003,70.4777,0.7464,241.1576,25.2288,29.2932,8.5817,9.2931,27.2727,8.2111,2.0071,1.6043,51.6071,1537.1670000000001,60.5805,39.4195,0.0587,0.0284,0.4816,0.07200000000000001,8.5106,1,0,0
168,002065,东华软件,0.14,0.39,6.74,61261.74,24.32,32.2672,2518.8499,1.6044,0.5396,333.5804,0.5255,342.5309,0.2437,738.613,16.2057,89.3215,6.7232,16.3214,87.1463,7.0071,2.5053,1.7114,20.2432,4863.85,67.2724,32.7276,-0.1823,-0.0336,-0.7498,-0.1026,-10.4176,1,1,1
169,002081,金螳螂,0.14,0.34,8.66,89649.85,9.43,16.6537,9497.6824,3.5931,0.5294,340.0076,38.7387,4.6465,0.43,418.6047,4.3518,1.0061,14.9746,8.0018,0.9524,14.0759,1.3807,1.3674,10.3191,1740.4851,40.0092,59.9908,-0.0258,-0.0092,-0.273,-0.0153,-1.5329,0,0,0
170,002085,万丰奥威,0.11,0.22,8.72,48107.89,9.7,23.0226,4955.2511,2.2659,3.0671,58.6874,3.6216,49.7018,1.1207,160.6139,8.6967,-3.9929,14.329,2.4265,-16.4451,20.6956,1.9657,1.4843,42.3218,1615.8905,65.947,34.053000000000004,0.127,0.0685,1.2,0.2013,28.5237,-1,0,0
172,002146,荣盛发展,0.15,0.39,6.87,168459.36,12.55,29.6385,13415.8595,3.0854,29.0034,6.2062,0.0945,1904.7619,0.0896,2008.9286,17.8039,37.8406,13.6736,42.3013,30.0,13.3905,1.5127,0.4685,14.9587,-26844.3178,14.7372,85.2628,-0.5571,-0.0435,-4.0417,-0.051,-7.0457,1,0,0
173,002202,金风科技,0.25,0.31,5.76,113291.83,11.51,32.2121,9839.5241,3.5969,0.6417,280.5049,1.8586,96.8471,0.3065,587.2757,-9.8999,-21.1794,14.1404,9.2508,-41.7657,14.4307,1.2367,1.0783,17.2073,456.7887,32.8168,67.1832,-0.1577,-0.0239,-1.3066,-0.0356,-6.1672,1,0,0
174,002236,大华股份,0.22,0.34,11.29,98300.12,13.16,39.4475,7464.6649,2.5745,1.1362,158.4228,1.8262,98.5653,0.5506,326.9161,50.809,37.9313,25.8479,43.0326,36.0,27.5327,1.9296,1.5547,33.4296,2429.7591,53.997,46.003,-0.1234,-0.0542,-0.9404,-0.1178,-12.5826,0,0,0
175,002241,歌尔股份,0.14,0.23,6.46,71884.22,7.2,22.1391,9973.9375,3.0735,1.9893,90.4841,2.6133,68.8784,0.8233,218.6323,52.3879,52.6774,39.5363,22.4527,-25.8065,40.7219,1.2598,0.9035,36.7257,520.1243,55.0653,44.9347,0.1516,0.0609,2.14,0.1354,15.3491,-1,0,0
176,002271,东方雨虹,0.12,0.56,9.38,49371.89,11.45,40.4146,4310.5908,4.8834,1.2675,142.0118,2.8266,63.6807,0.6512,276.4128,47.5679,35.5722,29.4214,34.2449,27.2727,28.909000000000002,1.4352,1.2144,26.5262,1901.7941,51.7321,48.2679,-0.1845,-0.0754,-1.6181,-0.1563,-15.8886,-1,0,0
177,002294,信立泰,0.09,0.7,13.33,73041.28,35.89,79.4065,2034.6776,1.9451,2.5281,71.1997,1.0944,164.4737,0.6011,299.45099999999996,7.5539,4.461,14.4388,5.4357,6.0606,15.0103,5.7534,4.9377,168.8107,-5533.2292,89.22399999999999,10.776,0.3672,0.1224,1.0327,1.1354,137.779,1,0,0
178,002310,东方园林,0.1,0.17,4.98,46766.2,9.38,31.9411,4984.2969,1.859,0.9164,196.4208,0.3748,480.2561,0.2752,654.0698,70.7923,53.0046,44.0744,41.2479,-41.3793,47.7517,1.4283,0.7247,23.4496,463.779,37.2406,62.7594,0.0447,0.0086,0.4337,0.0137,1.6834,-1,-1,0
179,002311,海大集团,0.2,0.33,8.84,51871.16,3.56,11.0028,14532.3378,9.2212,16.2609,11.0695,4.9686,36.2275,2.3152,77.7471,25.0591,32.8957,12.4457,23.4074,32.0,12.5909,1.1134,0.6292,14.039,1967.9694,47.1286,52.8714,-0.0136,-0.0158,-0.3696,-0.0298,-3.0388,0,0,0
180,002352,顺丰控股,0.17,0.45,8.84,188362.62,5.85,21.1855,32160.9324,7.6872,7.2107,24.9629,62.5942,2.8757,1.5223,118.2421,10057.0189,16915.3505,3017.1592,5054.7541,800.0,3010.9761,1.1408,1.1182,62.0161,1675.2598,49.1693,50.8307,0.0562,0.0405,0.966,0.0798,9.8483,-1,0,0
181,002411,延安必康,0.07,0.3,5.34,45619.84,26.35,48.1095,1731.1262,1.1297,1.4762,121.9347,3.088,58.2902,0.2098,857.96,-5.8254,-6.9313,10.4672,30.3835,-14.454,10.2315,2.1333,2.0397,94.9394,585.3019,45.5711,54.4289,0.3329,0.0297,1.2615,0.0546,16.6805,0,0,0
182,002415,海康威视,1.01,0.36,12.98,329154.61,20.01,42.7228,16447.5397,1.7821,1.3401,134.3183,2.1506,83.6976,0.4529,397.4387,31.0749,25.5049,26.4927,29.9346,-16.9767,25.8355,2.8211,2.4354,102.9782,5969.5469,58.3669,41.6331,-0.1181,-0.0468,-0.5931,-0.1124,-15.1799,-1,0,0
183,002422,科伦药业,0.19,0.18,2.21,25615.02,5.18,44.65,4941.9769,3.4319,1.2837,140.2197,1.3052,137.9099,0.5478,328.5871,20.6416,-26.7227,3.7047,4.1904,-33.3333,3.2898,0.7967,0.6203,7.7978,252.6582,47.4352,52.5648,0.1426,0.0283,2.3436,0.0539,6.0399,-1,0,0
184,002460,赣锋锂业,0.18,0.81,22.59,60737.88,37.37,34.1529,1625.257,2.2297,3.8110000000000004,47.2317,1.5546,115.7854,0.8127,221.4839,20.9976,118.32,30.2442,71.4421,118.9189,30.1748,1.1179999999999999,0.745,13.5053,2516.5869,51.0125,48.9875,-0.221,-0.0677,-0.5915,-0.1382,-15.9031,-1,-1,-1
185,002466,天齐锂业,0.21,0.94,18.07,92399.07,38.26,68.6453,2414.5548,2.428,8.8802,20.2698,1.6184,111.221,0.5623,320.1138,41.5667,32.7836,44.4323,51.3921,23.8961,44.5027,1.4235,1.2819999999999998,69.8586,21198.672000000002,56.361999999999995,43.638000000000005,0.4852,0.0945,1.0242,0.2166,35.6852,-1,-1,0
186,002468,申通快递,0.05,0.49,12.84,74650.09,13.42,19.8534,5561.429,3.633,8.2899,21.7132,170.0677,1.0584,0.9557,188.3436,686.8719,40503.2061,696.1316,360.9421,4800.0,727.8198,4.0621,4.0453,273.0469,-3457.1742,81.6483,18.3517,0.0869,0.0653,0.6475,0.35600000000000004,36.2657,0,0,0
187,002493,荣盛石化,0.14,0.29,8.34,110308.23,3.13,6.0892,35200.9861,9.2245,59.2593,3.0375,12.3259,14.6034,2.2394,80.3787,90.2542,43.0735,14.4232,3.0036,0.0,17.2009,0.7318,0.6112,21.0554,429.9889,33.681999999999995,66.318,-0.0322,-0.0246,-1.0529,-0.0371,-4.711,1,0,0
188,002508,老板电器,0.1,0.63,13.69,59775.79,18.69,57.3146,3197.758,3.3694,9.8765,18.2251,1.3517,133.1656,0.5543,324.7339,26.6301,41.3685,32.0697,29.8674,8.6207,32.0386,2.0956,1.7185,102.9004,-1473.997,59.3761,40.6239,0.2185,0.0945,1.1691,0.2327,23.8454,0,0,0
189,002555,三七互娱,0.06,0.41,17.18,85055.05,27.62,68.2094,3079.4289,1.4769999999999999,4.1173,43.718,11.2084,16.0594,1.0683,168.49200000000002,26.798000000000002,76.7436,58.4183,60.8175,74.6781,57.9553,1.4071,1.3633,67.8444,7219.898,72.7384,27.2616,0.3562,0.1249,1.1525,0.4582,46.5653,1,0,0
190,002572,索菲亚,0.12,0.32,7.49,29426.23,11.83,36.2532,2487.4221,2.6936,19.5716,9.197000000000001,5.6984,31.5878,0.812,221.6749,49.0006,60.6944,76.9702,79.0001,-29.7089,66.9985,1.8732,1.6906,87.7338,56224.4064,70.6201,29.3799,0.1673,0.0692,1.4525,0.2354,26.4052,0,0,0
191,002601,龙蟒佰利,0.08,0.65,10.22,130993.25,26.4,45.208,4960.3435,2.4409,5.204,34.5888,1.9855,90.6573,0.9521,189.0558,281.9542,1671.5222,436.7544,194.1739,550.0,438.7027,1.1708,0.8785,39.019,2391.9963,67.2714,32.7286,0.1525,0.0385,0.5592,0.1176,15.1687,-1,0,0
192,002624,完美世界,0.12,0.51,8.9,67135.29,18.71,56.0117,3588.0456,2.7292,2.1095,85.3283,2.0407,88.205,0.3398,529.7234,69.6773,85.2169,15.0488,38.9139,50.0,21.6499,2.2261,1.99,54.1317,687.5114,52.9599,47.0401,0.0767,0.0166,0.4224,0.0352,6.1827,0,0,0
193,002625,光启技术,0.05,0.05,0.8,5091.93,26.62,34.0158,191.2179,0.1508,1.3502,133.3136,3.907,46.0712,0.0516,3488.3721,-5.0673,131.131,1255.5148,975.8916,-28.5714,1255.5148,63.3917,63.1215,5959.7042,-73.341,98.3746,1.6254,0.1317,0.0033,0.4945,0.2034,22.2354,0,0,0
196,002773,康弘药业,0.05,0.35,7.8,23306.77,17.02,90.17299999999999,1369.2522,2.0286,10.2208,17.6111,0.8874,202.8398,0.4442,405.2229,17.5904,30.5685,16.3469,29.85,30.9955,17.3966,5.1736,4.9281,406.7037,-1955.7181,73.0985,26.9015,0.2275,0.0742,1.3368,0.2758,49.0011,0,0,0
197,300003,乐普医疗,0.24,0.28,8.66,49533.29,22.69,64.6241,2182.6372,1.225,1.6075,111.9751,1.2439,144.7062,0.545,330.2752,30.2329,33.7219,31.6585,38.8493,27.3059,31.4016,1.6026,1.3259999999999998,55.7813,1929.661,62.6945,37.3055,0.1763,0.0377,0.7048,0.1009,15.9503,0,0,0
198,300015,爱尔眼科,0.27,0.24,12.19,36203.31,13.97,46.9561,2590.0574,1.7031,7.2572,24.803,5.7502,31.3033,1.5613,115.2885,34.9227,39.5145,16.3408,29.634,-12.8608,13.7248,1.1382,0.9583,43.4831,8327.0553,64.5665,35.4335,0.1616,0.0819,1.0685,0.2311,27.7614,-1,0,0
199,300017,网宿科技,0.12,0.17,5.58,41595.56,17.03,34.0425,2442.1563,1.0134,2.2568,79.759,6.7334,26.7324,0.3746,480.5125,18.7752,-29.0749,16.2066,21.9922,-77.8815,15.6103,4.9271,4.7416,276.714,-996.2904,83.06299999999999,16.937,0.1265,0.0337,0.7446,0.1992,25.2303,-1,-1,0
200,300024,机器人,0.15,0.11,3.13,17674.94,17.21,32.2135,1026.5568,0.6579,1.1354,158.5344,0.3724,483.3512,0.188,957.4468,15.467,5.0878,7.412000000000001,10.6669,0.0,7.3952,4.4023,2.8247,95.2798,-1330.5129,76.3687,23.6313,-0.2971,-0.0404,-1.7026,-0.1708,-23.599,-1,0,0
