,code,name,weight,eps,roe,net_profits,net_profit_ratio,gross_profit_rate,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio,label3_1,label3_2,label3_3
1,600004,白云机场,0.11,0.82,12.24,159578.46,23.6,40.5627,6761.5509,3.2675,8.4831,42.4373,53.2643,6.7587,2.1788,165.2286,9.6465,15.0367,38.8553,26.9174,-32.2314,39.3753,0.7642,0.7495,52.7136,5700.8763,67.0519,32.9481,0.3184,0.0956,1.3446,0.2902,40.0063,1,0,0
2,600009,上海机场,0.52,1.91,15.53,368340.85,45.68,49.8173,8062.379,4.1839,7.2698,49.5199,206.5259,1.7431,0.7569,475.6243,15.9808,30.0643,12.6264,2.2408,30.8219,12.7174,4.8977,4.8886,425.8391,-3896.3981,92.4979,7.5021,0.5103,0.1493,1.0666,1.9907,199.8993,-1,0,0
3,600010,包钢股份,0.29,0.05,4.27,206125.55,3.83,15.5156,53683.7313,1.1776,23.129,15.5649,2.6474,135.9825,1.4458,248.9971,73.016,2309.0349,4.4179,3.6784,1638.4615,4.4496,0.4657,0.2479,13.1255,268.4028,33.7809,66.2191,0.1365,0.05,3.5735,0.0755,8.2457,1,0,0
4,600011,华能国际,0.35,0.11,2.47,179315.1,1.17,11.3146,152459.44400000002,10.0299,8.5178,42.2644,18.9574,18.9899,3.5661,100.9506,33.9546,-80.09899999999999,-4.7148,22.3892,-81.0345,-7.3455,0.3112,0.2639,6.5039,139.5508,24.3478,75.6522,0.1915,0.0771,13.6019,0.1019,18.7222,-1,0,0
7,600018,上港集团,0.18,0.5,17.92,1153619.16,30.82,33.7089,37423.9462,1.6149,14.5807,24.6902,1.6164,222.7171,1.0113,355.9775,19.3397,58.8349,12.9225,20.9361,66.2659,14.4268,1.3199,0.6769,54.2108,1657.9009,54.5591,45.4409,0.2568,0.068,0.7481,0.1498,25.2357,0,0,0
8,600019,宝钢股份,0.62,0.86,12.24,1917033.76,6.63,14.0674,289092.9003,13.0803,25.704,14.0056,6.6011,54.5364,2.4551,146.6335,55.88,121.6456,32.7582,30.693,56.3636,35.5965,0.8167,0.5748,11.2773,813.12,49.8159,50.1841,0.1144,0.0944,1.6212,0.1882,20.2671,1,1,1
9,600023,浙能电力,0.21,0.32,7.24,433446.05,8.46,11.7354,51190.7549,3.7638,9.6576,37.2763,17.6866,20.3544,2.1218,169.6673,30.6666,-34.0764,3.7557,6.6582,-30.4348,4.2924,1.2819,1.1326,70.389,624.6358,60.9463,39.0537,0.1951,0.0885,2.1048,0.2265,54.6036,0,0,0
10,600027,华电国际,0.17,0.04,1.02,43012.7,0.54,10.5434,79006.836,8.0104,10.368,34.7222,25.203000000000003,14.284,3.4267,105.0573,24.7226,-83.2265,-1.7951,2.9349,-87.0206,-2.019,0.3119,0.2762,9.5123,125.7284,25.625,74.375,0.1619,0.0591,16.4827,0.0795,15.9233,0,0,0
11,600028,中国石化,0.67,0.42,7.14,5111900.0,2.16,19.9049,2360193.0,19.4942,39.7396,9.059,11.0162,32.6791,5.0147,71.7889,22.2321,18.8001,2.5879,6.4657,10.1828,2.1077,0.9129999999999999,0.5908,28.4762,5649.5513,53.5298,46.4702,0.0809,0.1197,2.7162,0.2575,32.9513,1,0,0
12,600029,南方航空,0.24,0.6,12.84,591400.0,4.63,12.3948,127489.0,12.6374,44.8826,8.0209,69.5869,5.1734,8.0567,44.6833,11.0609,16.0496,13.6305,8.9135,17.6471,14.8514,0.257,0.2337,10.4201,884.835,28.4731,71.5269,0.1679,0.098,3.1324,0.1371,30.763,1,1,0
14,600031,三一重工,0.49,0.27,8.69,209225.3,5.45,30.0749,38335.087,4.9992,2.1034,171.1515,3.8675,93.0834,1.0333,348.3983,64.6691,1259.6451,12.4526,-5.3891,923.5955,12.2382,1.5754,1.2429,18.7686,317.496,45.2854,54.7146,0.2234,0.1471,3.8456,0.2688,37.2652,1,1,0
16,600038,中直股份,0.12,0.77,6.49,45537.64,3.77,15.3446,12048.1088,20.4386,6.8704,52.3987,0.8741,411.8522,0.6829,527.1636,-3.7807,3.5936,6.2927,13.4959,3.6913,5.2565,1.3314,0.4302,24.818,79863.6625,33.4162,66.5838,0.0509,0.0273,1.3474,0.040999999999999995,4.3068,-1,-1,-1
17,600050,中国联通,0.51,0.02,0.49,42584.47,0.15,24.6889,274828.9463,9.09,15.3008,23.5282,88.6443,4.0612,3.4569,104.1395,0.2306,250.8858,33.1927,-6.8663,157.5342,74.6952,0.3177,0.3085,15.894,158.2953,53.5232,46.4768,0.3323,0.1592,54.2385,0.3426,37.8022,1,1,0
18,600061,国投资本,0.08,0.68,9.13,258969.17,367.47,7.1183,704.7344,0.1667,1.9422,185.3568,4.454,80.8262,0.0061,59016.3934,38.1766,18.2209,42.7408,11.6381,-1.4493,31.9061,1.4076,1.4053,41.4538,1896.5959,27.6595,72.3405,-18.7804,-0.0929,-4.3713,-0.1285,-15.640999999999998,1,0,0
19,600066,宇通客车,0.17,1.41,22.15,312919.39,9.41,26.3179,33221.9488,15.0058,2.0484,175.7469,9.7955,36.7516,1.2227,294.4304,-7.3318,-22.7795,14.0853,2.8777,-22.9508,14.1057,1.4707,1.3059,13.5414,838.8479,43.1513,56.8487,-0.0526,-0.0484,-0.5521,-0.0851,-9.3768,1,0,0
20,600068,葛洲坝,0.19,0.89,17.28,468360.21,4.38,13.074000000000002,106807.0995,23.1948,7.8870000000000005,45.6447,1.8033,199.63400000000001,0.9548,377.0423,6.5363,30.5551,4.4135,23.6032,30.0292,6.5139,1.3483,0.6466,21.7043,460.1498,27.3349,72.6651,-0.0077,-0.0044,-0.1409,-0.0061,-0.9018,1,0,0
21,600085,同仁堂,0.16,0.74,12.55,101738.15,7.6,46.2369,13375.9663,9.753,12.7467,28.2426,1.2795,281.3599,0.9508,378.6285,10.6298,11.4925,9.0226,9.6607,9.1176,7.9888,3.2899,1.965,132.3506,622831.4211,70.3871,29.6129,0.1083,0.0774,0.8319,0.2615,32.4641,0,0,0
22,600104,上汽集团,1.0,2.96,16.87,3441033.95,4.01,13.472999999999999,857977.7179,73.4352,26.266,13.7059,17.0503,21.114,2.3803,151.2414,14.9739,7.1747,15.7422,22.5023,1.929,17.4105,0.9974,0.8694,45.2491,37982.6239,37.6079,62.3921,0.0283,0.0336,0.5158,0.0538,6.2155,0,0,0
23,600111,北方稀土,0.2,0.11,4.69,40133.58,3.93,18.3425,10203.9754,2.8086,8.6448,41.6435,1.3021,276.4765,0.7879,456.9108,99.5629,767.8596,8.6739,31.8739,342.0,6.6171,2.5374,1.2947,83.4827,473.7454,51.6894,48.3106,-0.1773,-0.0878,-2.5968,-0.1818,-29.9569,1,0,0
24,600115,东方航空,0.2,0.44,12.64,635200.0,6.24,11.2425,101721.0,7.0309,42.7939,8.4124,40.7331,8.838,5.9519,60.4849,3.2072,37.3615,12.8194,8.2899,34.4458,12.5461,0.2277,0.2005,5.8911,783.5845,24.846999999999998,75.153,0.1924,0.086,2.8698,0.1145,24.366,1,0,0
25,600118,中国卫星,0.11,0.35,8.16,40960.05,5.54,12.9508,7385.2331,6.2454,2.891,124.5244,6.4535,55.7837,0.9537,377.4772,16.5366,7.0423,9.9288,-10.2624,2.9412,6.3153,2.2318,1.8888,80.9128,-1979.4863,64.8884,35.1116,-0.0503,-0.0381,-0.7533,-0.1086,-11.5336,1,0,0
26,600153,建发股份,0.13,1.17,14.83,333085.53,1.52,6.428,218601.579,77.1026,67.3303,5.3468,2.7677,130.0719,1.7018,211.5407,50.1478,22.1844,34.0433,38.6559,15.8416,9.7647,1.7864,0.7549,20.3301,632.5089,24.9506,75.0494,-0.085,-0.106,-3.8519,-0.1413,-22.1659,1,1,0
27,600157,永泰能源,0.09,0.05,2.51,60234.59,2.69,28.0254,22388.2424,1.8017,5.9568,60.4351,33.2344,10.8321,1.2736,282.6633,63.4279,13.2959,-1.1740000000000002,9.2346,-13.7011,2.8636,0.5096,0.495,18.5212,131.2681,26.8623,73.1377,0.2047,0.0428,5.2847,0.0585,11.6728,0,0,0
28,600170,上海建工,0.14,0.28,10.72,258446.52,1.81,10.4667,142082.6386,15.9564,7.5688,47.5637,1.8119,198.6865,0.94,382.9787,6.3043,29.4222,17.8329,12.2244,0.0,17.1326,1.2389,0.6576,42.2533,359.0414,15.5122,84.4878,0.0411,0.0298,2.0944,0.0353,4.5177,0,0,0
29,600176,中国巨石,0.22,0.74,18.38,214984.94,24.84,45.8379,8651.5492,2.9642,6.7462,53.3634,3.4523,104.2783,1.078,333.9518,16.1854,41.1372,13.6271,3.5924,17.7806,13.5179,1.0024,0.8324,23.5559,703.1367,50.6353,49.3647,0.4395,0.1534,1.7625,0.3107,48.6289,1,0,0
30,600177,雅戈尔,0.19,0.08,1.23,29673.14,3.01,52.1394,9839.529,2.7473,34.2276,10.5178,0.4153,866.8432,0.3437,1047.4251,-33.9407,-92.029,6.7146,4.7049,-94.70200000000001,7.3239,0.7519,0.4828,17.5761,169.2671,36.5049,63.4951,0.3861,0.0568,12.9247,0.0894,9.32,1,1,0
31,600196,复星医药,0.25,1.27,13.02,312449.95,16.85,58.945,18533.5554,7.4278,7.1111,50.6251,3.4419999999999997,104.5904,1.4356,250.7662,26.6921,11.2971,17.7864,41.5905,4.9587,14.1353,0.907,0.7413,43.6666,832.1248,47.9925,52.0075,0.1392,0.0416,0.7197,0.0801,15.5431,-1,-1,0
32,600219,南山铝业,0.16,0.17,5.01,161135.51,9.44,22.5833,17067.8808,1.8449,10.5564,34.1025,3.1459,114.4347,1.3007,276.774,29.0295,27.9679,3.3897,7.8599,21.4286,3.3758,2.0082,1.4041,73.7413,1201.8384,75.2814,24.7186,0.106,0.0393,1.0519,0.159,23.9508,1,0,0
33,600233,圆通速递,0.04,0.51,16.56,144269.33,7.21,11.7346,19982.201,7.0721,30.7389,11.7115,454.399,0.7923,2.9637,121.4698,18.8156,5.4627,14.1052,26.6416,-10.3454,12.3565,1.5484,1.5383,94.2932,-8164.9356,66.1997,33.8003,0.0779,0.11,1.0757,0.3256,34.8642,-1,0,0
34,600271,航天信息,0.27,0.84,16.16,155657.25,5.23,15.9851,29754.4912,15.9725,21.658,16.622,25.2648,14.2491,2.128,169.1729,16.166,10.3849,11.3137,9.8087,1.2892,11.4929,3.1645,2.9663,202.5592,375484.755,63.004,36.996,0.1019,0.1555,1.2433,0.4202,61.2519,-1,-1,0
35,600276,恒瑞医药,1.24,1.14,23.28,321664.8,23.24,86.6296,13835.6294,4.9116,5.0191,71.726,2.5939,138.7872,1.07,336.4486,24.7158,25.008000000000003,23.8366,25.8849,3.0163,24.0546,7.0564,6.6713,208.1101,-10162.1222,88.38,11.62,0.1841,0.1412,0.7736,1.2153,124.2385,-1,-1,0
36,600309,万华化学,0.49,4.09,50.66,1113479.03,20.96,39.7,53123.1733,19.4304,23.3628,15.4091,5.6511,63.7044,2.7642,130.2366,76.4898,192.6367,67.7443,29.6715,140.5882,84.0528,0.9058,0.6542,11.0099,1902.2286,46.7191,53.2809,0.1922,0.1551,0.7673,0.2912,36.7078,0,0,0
37,600332,白云山,0.21,1.27,11.34,206165.19,9.83,37.6583,20954.2252,12.8886,18.8596,19.0884,4.0308,89.3123,1.0217,352.3539,4.5845,35.9332,9.1162,9.3352,17.9535,8.8004,2.6007,2.1532,141.4612,-1083.9107,68.0323,31.9677,0.0875,0.0648,0.8655,0.2026,22.1759,-1,-1,0
38,600339,中油工程,0.07,0.12,3.0,67000.59,1.21,8.9427,55363.7476,9.9162,2.9246,123.0938,1.6883,213.2322,0.6828,527.2408,9.2861,-46.1694,37.3315,2.003,-56.391000000000005,37.3857,1.2316,0.7924,36.6685,423.4381,24.9491,75.0509,0.0508,0.0308,4.1742,0.0411,4.2069,1,1,1
39,600346,恒力股份,0.11,0.61,26.71,171933.05,7.71,16.2671,22287.9664,7.8876,406.5535,0.8855,9.0325,39.8561,2.5373,141.8831,15.8421,52.32,21.8865,-0.0738,35.5556,22.1081,0.8281,0.6123,22.5466,632.4881,37.3671,62.6329,0.006999999999999999,0.0079,0.0894,0.0127,1.4551,1,0,0
40,600352,浙江龙盛,0.27,0.76,15.24,247379.48,16.38,36.8039,15100.8999,4.6416,6.3375,56.8047,0.5119,703.2624,0.5366,670.8908,22.2197,10.0455,8.9797,16.0665,21.9176,8.4633,2.4444,0.8353,32.809,1128.9008,40.8323,59.1677,-0.0172,-0.0056,-0.0949,-0.0095,-2.0343,1,0,0
41,600362,江西铜业,0.15,0.46,3.39,160410.78,0.78,4.4916,205046.8548,59.2153,16.1615,22.2752,11.0612,32.5462,3.4193,105.2847,1.3537,81.9432,2.3767,11.5405,100.0,2.0056,1.3753,0.94,41.3731,719.3426,51.2813,48.7187,0.0159,0.0334,1.9041,0.0686,7.096,1,1,0
43,600372,中航电子,0.07,0.31,8.57,54243.95,7.72,32.2627,7023.1148,3.9923,1.2769,281.9328,1.5644,230.1202,0.4971,724.2004,0.9259999999999999,16.9185,18.6207,20.8684,17.8449,18.2472,1.6443,1.3048,44.4595,364.0206,35.1063,64.8937,-0.0144,-0.0048,-0.18100000000000002,-0.0074,-1.0519,-1,-1,0
44,600390,五矿资本,0.04,0.71,8.54,247664.5,24.99,16.5371,9908.8926,2.6435,36.1916,9.9471,22.2179,16.2032,0.2706,1330.3769,10.8573,43.4326,113.7141,246.8306,-79.4203,121.3072,0.7482,0.745,45.8333,2779.4193,29.2482,70.7518,-0.3584,-0.0301,-1.2672,-0.0426,-4.9749,1,1,0
45,600398,海澜之家,0.16,0.74,32.51,332887.42,18.29,38.954,18200.0914,4.0509,29.336,12.2716,1.2976,277.4353,1.0002,359.92800000000005,7.0619,6.6022,10.5678,2.9598,5.7143,11.2836,1.4173,0.735,63.0039,-3549.7079,44.5342,55.4658,0.1582,0.1147,0.8649,0.2069,23.135,-1,0,0
46,600415,小商品城,0.1,0.27,13.68,145936.45,14.56,32.5606,10017.0966,1.8402,165.6964,2.1726,0.9625,374.026,1.0361,347.4568,42.3281,40.3926,9.4828,-12.0802,42.1053,10.3547,0.8258,0.2851,22.4423,1176.3525,48.3905,51.6095,0.0273,0.0115,0.1944,0.0222,2.8766,1,0,0
47,600436,片仔癀,0.28,1.34,21.16,80701.87,21.72,43.2628,3713.954,6.1558,9.1937,39.1572,1.7791,202.3495,0.9734,369.8377,60.85,53.9857,17.9827,12.1175,50.5618,18.3958,3.6634,2.5839999999999996,183.8655,-22441.9036,78.3466,21.6534,0.1823,0.1198,0.8674,0.5535,58.79,-1,-1,0
48,600438,通威股份,0.17,0.52,16.07,201204.43,7.71,19.4168,26089.241,6.7199,38.1692,9.4317,13.3585,26.9491,3.4311,104.9226,24.9242,99.4662,16.1293,19.3928,61.0628,14.2259,0.7942,0.6041,31.4409,1656.2025,53.6431,46.3569,0.1118,0.1141,1.4283,0.2462,31.3648,1,1,0
49,600482,中国动力,0.16,0.69,4.69,120174.25,5.19,17.2215,23147.1026,13.3484,3.7621,95.6912,3.0429,118.3082,0.7256,496.1411,11.5997,11.220999999999998,5.8942,11.8193,-2.8169,2.4611,2.5828,2.1,118.3145,1875.4453,63.8051,36.1949,-0.0189,-0.0099,-0.3409,-0.0273,-3.4409,0,0,0
50,600489,中金黄金,0.16,0.08,2.18,29126.55,0.88,11.4236,32928.2455,9.5412,133.9384,2.6878,2.9738,121.0572,2.1652,166.2664,-15.4125,14.0029,2.3511,-0.6466,-27.2727,1.5347,0.9640000000000001,0.3345,20.6339,210.125,40.6142,59.3858,0.0191,0.0164,1.1607,0.0276,3.9613,1,0,0
51,600498,烽火通信,0.21,0.78,10.36,82496.34,3.91,23.7503,21056.2247,18.9024,4.0775,88.2894,1.5474,232.6483,0.9385,383.5908,21.2841,13.6965,29.9214,19.7464,6.8493,30.8798,1.3657,0.7605,29.0721,701.5744,35.4489,64.5511,0.016,0.0115,0.3719,0.0179,1.8742,-1,0,0
52,600516,方大炭素,0.19,2.11,46.62,362041.86,43.35,76.586,8350.4761,4.6682,9.4348,38.1566,1.6652,216.1902,1.0299,349.5485,248.6204,13132.3664,68.4229,73.1959,5175.0,66.255,3.2299,2.8165,47.5175,11766.1943,73.0582,26.9418,0.4142,0.2479,0.8708,0.9201,101.6735,1,1,1
53,600518,康美药业,0.29,0.78,14.02,410092.61,15.48,30.3162,26476.971,5.3228,7.1115,50.6222,1.3030000000000002,276.2855,0.5246,686.2371,22.3389,22.7133,9.3654,25.3505,17.5412,10.02,2.2056,1.5925,133.3646,597.9753,46.7608,53.2392,0.0696,0.0268,0.45,0.0504,7.1963,0,0,0
55,600547,山东黄金,0.24,0.61,7.12,113742.38,2.22,9.068999999999999,51041.3034,27.4841,661.2929,0.5444,20.756,17.3444,10.2471,35.1319,1.6782,-8.8185,5.0441,48.5206,-20.7792,5.1876,0.6473,0.3567,28.7882,425.7434,40.7664,59.2336,0.0725,0.0878,3.0993,0.1483,34.6524,1,0,0
56,600549,厦门钨业,0.11,0.57,9.24,61837.84,4.35,21.8761,14188.3219,13.0571,9.1489,39.349000000000004,2.5324,142.1576,1.6649,216.2292,66.3658,212.2656,7.765,21.6201,320.677,6.2767,1.188,0.5557,12.0028,495.3236,46.4056,53.5944,-0.0656,-0.0494,-0.9961,-0.0921,-11.3447,-1,0,0
57,600583,海油工程,0.12,0.11,2.13,49105.55,4.78,21.1461,10252.5372,2.3188,4.2599,84.509,4.8906,73.6106,0.7759999999999999,463.9175,-14.5029,-62.7064,-0.1729,-4.7473,-63.3333,-0.1657,2.5042,2.1544,95.5777,277.2359,81.4495,18.5505,0.0518,0.0187,1.0853,0.1009,10.9641,1,0,0
58,600585,海螺水泥,0.62,2.99,19.12,1585467.01,21.05,35.0854,75310.8198,14.2114,87.8572,4.0976,10.5661,34.0712,1.999,180.09,34.6473,83.5481,14.5274,11.5314,85.7143,16.7048,2.1764,1.9535,117.2654,9945.46,75.2924,24.7076,0.2306,0.1422,1.0569,0.5753,82.2335,1,0,0
59,600588,用友网络,0.22,0.27,6.71,38908.09,6.13,71.4289,6343.6585,4.3324,4.0874,88.0755,54.5413,6.6005,0.8608,418.2156,24.0607,129.3585,5.5197,15.4572,92.8571,2.8313,1.0512,1.0466,58.0833,505.9838,48.0336,51.9664,0.2255,0.1019,2.5541,0.1961,20.6551,-1,-1,-1
60,600660,福耀玻璃,0.34,1.26,17.16,314874.8,16.82,42.7611,18715.6088,7.4605,5.0909,70.7144,3.7193,96.7924,1.2488,288.2767,12.5999,0.1758,5.3591,6.1547,0.8,5.3634,1.5548,1.2466,69.7096,978.7648,59.9459,40.0541,0.2563,0.1513,1.5236,0.3777,49.6957,1,1,0
61,600674,川投能源,0.16,0.74,15.34,326473.53,408.29,48.336999999999996,799.5989999999999,0.1816,2.336,154.1096,7.2528,49.636,0.6721,535.6346,-20.1435,-7.0604,9.5556,8.219,-7.1607,9.4714,0.3918,0.376,19.2776,1286.7237,78.9133,21.0867,0.617,0.017,0.1495,0.0806,14.2724,1,0,0
62,600688,上海石化,0.12,0.57,20.84,614155.8,6.67,24.2971,92013.569,8.5086,46.8028,7.6918,10.9205,32.9655,5.297000000000001,67.96300000000001,18.1262,3.0813,14.0236,16.0763,3.0853,14.1667,1.8189,1.2148,87.0175,-3514.7153,72.0574,27.9426,0.0769,0.1787,1.1505,0.6395,64.8079,1,0,0
63,600703,三安光电,0.3,0.78,17.13,316421.09,37.69,48.7903,8393.7258,2.0580000000000003,3.906,92.1659,2.9048,123.9328,0.7254,496.2779,33.8157,46.0322,13.4007,7.0563,47.1698,13.3825,7.1958,6.0746,296.6368,5432.5198,78.3477,21.6523,0.3052,0.1015,0.8095,0.4687,160.2987,1,0,0
64,600704,物产中大,0.08,0.46,12.06,223484.75,0.8,2.5797,276217.4804,64.1369,51.9371,6.9315,19.1205,18.828,5.5998,64.288,33.5036,15.7768,11.0178,12.2404,-31.3433,8.8512,0.965,0.6628,30.1721,442.0094,30.675,69.325,-0.0303,-0.0973,-2.8448,-0.1403,-15.8111,1,0,0
65,600705,中航资本,0.2,0.31,12.33,278360.62,48.77,53.6653,5707.0259,0.6357,25.1382,14.3208,123.0176,2.9264,0.0483,7453.4161,35.8866,17.0523,6.6205,46.6141,19.2308,4.6159,0.9048,0.9047,81.5059,4265.8077,11.962,88.038,4.3691,0.1064,7.13,0.1208,15.557,0,0,0
66,600739,辽宁成大,0.14,0.95,7.49,144616.8,10.33,15.0225,13998.8274,9.1512,9.9554,36.1613,7.5246,47.8431,2.3383,153.958,59.9919,39.2196,6.8237,6.807,52.5823,7.9798,0.5793,0.4257,20.6003,402.2147,60.1665,39.8335,0.0069,0.0027,0.0651,0.0069,0.8902,-1,0,0
67,600741,华域汽车,0.31,2.08,16.51,655392.29,4.66,14.4688,140487.2505,44.5605,6.1166,58.8562,13.902000000000001,25.8956,1.9167,187.8228,13.0265,6.3914,8.923,14.6461,7.8879,8.365,1.1804,1.0314,48.8408,-11319.9022,40.4744,59.5256,0.0604,0.0688,0.9294,0.1156,12.7185,1,0,0
68,600760,中航沈飞,0.12,0.51,13.67,70677.61,3.63,9.5143,19459.2781,13.9271,21.735,16.5631,4.3174,83.3835,1.8455,195.0691,1585.6044,3510.7988,1176.635,1453.5845,410.0,1493.7089,1.1198,0.6799,51.3708,2460.2327,27.6898,72.3102,0.1679,0.1238,4.6426,0.1712,18.1461,1,-1,-1
69,600795,国电电力,0.32,0.11,4.21,222324.23,3.71,17.0343,59833.1778,3.0448,10.6881,33.6823,21.1524,17.0193,3.5446,101.5629,2.4259,-60.6154,-2.0395,1.0554,-54.7414,-1.0068,0.2312,0.2026,6.3103,157.782,26.5052,73.4948,0.3306,0.0721,7.155,0.0982,25.3321,1,0,0
70,600809,山西汾酒,0.1,1.09,19.04,94410.17,15.63,69.8381,6037.4817,6.9729,164.4342,2.1893,0.8634,416.9562,1.0947,328.8572,37.0614,56.515,10.3716,20.5371,56.0166,10.0023,1.7421,1.1005,34.1054,-9407.7866,59.7186,40.2814,0.1485,0.1003,0.8927,0.2489,25.0131,1,0,0
73,600867,通化东宝,0.21,0.49,19.79,83655.36,32.86,74.6806,2545.325,1.4873,5.1205,70.3056,0.6375,564.7059,1.1440000000000001,314.6853,24.7467,31.4284,15.0098,1.6622,6.5217,14.9428,12.8008,7.2352,192.2633,7051.4607,95.4701,4.5299,0.3776,0.2022,1.1441,4.4645,549.2909999999999,-1,-1,0
74,600886,国投电力,0.35,0.48,10.91,323230.0,10.21,40.5826,31645.2842,4.6633,10.3258,34.8641,16.7044,21.5512,2.7643,130.2319,8.1121,-16.5418,7.0344,2.458,-17.4666,6.5369,0.3604,0.3257,15.0655,254.0527,29.146,70.854,0.5733,0.0871,2.7656,0.1229,53.2685,0,0,0
75,600900,长江电力,1.12,1.01,16.91,2226091.13,44.39,61.2065,50146.8486,2.2794,15.8598,22.6989,55.9086,6.4391,5.2067,69.1417,2.4673,6.3848,5.4405,0.1684,7.1247,5.3839999999999995,0.1706,0.1663,8.7122,552.0252,45.2637,54.7363,0.7915,0.1326,1.7819999999999998,0.2422,66.4844,0,0,0
78,600977,中国电影,0.11,0.52,9.55,96528.32,10.73,21.248,8988.0154,4.8141,6.6335,54.27,5.7504,62.6043,0.8373,429.9534,14.6326,6.7825,5.4406,6.5857,-12.3729,5.7024,2.8711,2.5502,203.2207,-1449.3017,71.9442,28.0558,0.1639,0.0962,1.2963,0.34299999999999997,38.0147,-1,0,0
79,600998,九州通,0.09,0.87,10.75,144551.01,1.95,8.4354,73942.8944,39.3548,6.3792,56.4334,6.0629,59.3775,1.9552,184.1244,20.1213,62.8718,62.6725,34.3928,61.1111,62.2662,1.416,1.0192,27.8544,371.2098,37.5373,62.4627,-0.0137,-0.0194,-0.6871,-0.0311,-3.2964,-1,0,0
80,601006,大秦铁路,0.52,0.9,13.5,1334951.61,23.99,27.8433,55636.4994,3.7423,11.2922,31.8804,25.5647,14.0819,2.4975,144.1441,24.676,85.0696,10.1956,3.404,87.5,10.6581,1.3638,1.2709,67.4492,2376.9986,79.0302,20.9698,0.3144,0.13699999999999998,1.3356,0.6533,106.2965,1,1,0
81,601012,隆基股份,0.36,1.81,30.14,356452.56,21.78,32.2721,16362.2845,8.2058,5.2566,68.4853,6.1672,58.3733,1.0567,340.6833,41.903999999999996,128.8376,41.1204,71.5158,110.4651,40.6518,1.5338,1.3409,69.5268,2130.6988,43.3167,56.6833,0.0759,0.0378,0.3499,0.0666,10.064,1,0,0
82,601018,宁波港,0.14,0.2,7.51,267665.4,14.72,25.5537,18182.917,1.3803,8.3832,42.943000000000005,61.5561,5.8483,1.5277,235.6484,11.3786,14.7882,7.7581,6.9787,17.6471,5.1473,0.7588,0.7416,30.2433,1024.7319,63.4944,36.5056,0.1559,0.0456,0.9917,0.1248,18.2247,0,0,0
83,601021,春秋航空,0.09,1.58,16.0,126158.15,11.49,12.1444,10970.5899,13.7033,103.3075,3.4847,119.9387,3.0015,1.6418,219.2715,30.1467,32.7256,15.572000000000001,4.8653,32.7731,15.572000000000001,1.2154,1.1984,78.3473,961.1029,41.0821,58.9179,0.2098,0.1117,1.8244,0.1896,42.2392,1,1,0
86,601111,中国国航,0.24,0.54,8.96,724031.2,5.96,17.3567,121362.899,8.3555,35.8187,10.0506,62.3668,5.7723,6.0558,59.4471,6.4923,11.2565,24.1367,5.171,-1.8182,25.0365,0.2893,0.2679,8.7382,21689.5427,40.2735,59.7265,0.2174,0.11199999999999999,3.0552,0.1874,36.7769,1,1,0
88,601155,新城控股,0.23,2.71,34.18,602890.77,14.87,35.559,40525.6848,17.9437,855.0752,0.42100000000000004,0.4508,798.5803,0.3654,985.2217,44.8935,98.3677,58.7356,77.8866,99.2647,38.8442,1.0857,0.5003,16.8209,1973.6542,14.1569,85.8431,-0.2587,-0.0571,-1.6748,-0.0666,-8.0361,-1,1,0
90,601186,中国铁建,0.53,1.16,12.16,1605723.5,2.35,9.2399,680981.127,50.1475,4.8653,73.9934,2.3219,155.0454,1.0773,334.1688,8.2078,13.9276,20.1275,8.2364,12.6214,13.8923,1.2009,0.7106,27.5539,839.0975,21.7364,78.2636,0.0373,0.0309,1.5015,0.0395,4.6729,1,1,0
93,601212,白银有色,0.03,0.04,2.13,23933.01,0.42,3.9495,56634.2769,8.1219,38.2857,9.402999999999999,5.7172,62.9679,2.4845,144.8984,1.2237,-22.3797,-1.493,5.7666,-12.5,-6.7951,1.0078,0.4877,19.9917,196.8436,29.4354,70.5646,-0.0218,-0.0263,-3.2653,-0.0373,-5.7148,1,1,0
94,601225,陕西煤业,0.32,1.04,26.59,1044940.0,20.51,55.403,50927.002,5.0927,11.1402,32.3154,26.701,13.4826,2.0275,177.5586,53.7106,259.0574,31.4151,12.5074,271.4286,28.6817,0.9321,0.9029,30.967,6768.6224,55.5655,44.4345,0.3325,0.1606,1.0766,0.3615,58.8651,1,1,1
95,601228,广州港,0.08,0.12,6.11,69705.47,8.39,24.9238,8307.74,1.3414,13.5266,26.6142,32.0752,11.2236,2.6741,134.6247,7.3714,6.555,20.6281,5.5248,0.0,20.8434,0.5256,0.4813,17.4416,589.3173,61.9581,38.0419,0.1783,0.0669,1.7571,0.17600000000000002,23.1106,1,0,0
98,601333,广深铁路,0.11,0.14,3.59,101536.1,5.53,9.3079,18331.4223,2.5878,4.8841,73.7086,50.126000000000005,7.1819,3.1734,113.443,6.0815,-12.3024,2.237,3.4194,-12.5,2.2479,1.1729,1.1088,24.5599,-11440.9948,84.2998,15.7002,0.1437,0.0775,2.6042,0.4937,51.0136,1,1,0
