date,close,open,high,low,volume,MA5,EMA10,MA10,MA20,MA30,MA60,AR,BR,BIAS0,BIAS01,BIAS02,BIAS1,BIAS11,BIAS12,UL0,ML0,LL0,UL1,ML1,LL1,DMA,AMA,DPO,EMA20,EMA30,KValue,DValue,JValue,PSY,WVAD,WR,MR,SR,WS,MS,SS
2001-08-27,5.553999999999999,5.392,5.902,5.132000000000001,406318.0,5.553999999999999,5.553999999999999,5.553999999999999,5.553999999999999,5.553999999999999,5.553999999999999,196.15384615384625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.553999999999999,5.553999999999999,5.553999999999999,1095.9321851400625,5.553999999999999,1095.9321851400625,0.0,0.0,0.0,5.553999999999999,5.553999999999999,51.60173160173156,50.533910533910515,48.39826839826844,50.0,2051.6420571428457,5.938999999999999,6.305499999999999,6.672,5.169,4.7655,4.362000000000001
2001-08-28,5.7589999999999995,5.4670000000000005,5.781000000000001,5.407,129647.79,5.656499999999999,5.5912727272727265,5.5912727272727265,5.573523809523809,5.567225806451613,5.560721311475409,257.49999999999915,100.0,3.691033489377027,3.691033489377027,3.691033489377027,3.691033489377027,3.691033489377027,3.691033489377027,5.8614999999999995,5.656499999999999,5.8614999999999995,1090.4157865552947,5.573523809523809,1090.4157865552947,0.0,0.0,0.20500000000000007,5.573523809523809,5.567225806451613,61.54401154401148,54.20394420394417,39.52380952380955,50.0,2240.489093170347,6.220999999999999,6.4464999999999995,6.672,5.451,4.9065,4.362000000000001
2001-08-29,5.684,5.777,5.781000000000001,5.64,53252.75,5.665666666666667,5.608132231404958,5.608132231404958,5.584045351473922,5.574759625390218,5.5647632356893295,181.1816192560163,154.4217687074845,2.3406553835073964,2.3406553835073964,2.3406553835073964,2.3406553835073964,2.3406553835073964,2.3406553835073964,5.8350446135455005,5.665666666666667,5.8350446135455005,1086.657390432344,5.584045351473922,1086.4740328581893,0.0,0.0,0.13000000000000078,5.584045351473922,5.574759625390218,64.92544492544488,57.777777777777736,43.48244348244344,50.0,1212.666161404347,6.2625,6.46725,6.672,5.492500000000001,4.927250000000001,4.362000000000001
2001-08-30,5.796,5.667999999999999,5.86,5.624,48013.06,5.69825,5.642290007513147,5.642290007513147,5.604231508476406,5.589033197945688,5.572344768945417,203.5928143712562,93.60902255639216,4.357220021606066,4.357220021606066,4.357220021606066,4.357220021606066,4.357220021606066,4.357220021606066,5.883335790918698,5.69825,5.883335790918698,1085.191821657006,5.604231508476406,1084.974704177286,0.0,0.0,0.24200000000000088,5.604231508476406,5.589033197945688,72.02821869488534,62.52792475014694,43.52733686067012,50.0,1065.7455112227526,6.406,6.539,6.672,5.636,4.9990000000000006,4.362000000000001
2001-08-31,5.782,5.803999999999999,5.877000000000001,5.749,23231.48,5.715,5.667691824328938,5.667691824328938,5.621161841002462,5.601482669045966,5.579218710947206,196.5827338129493,130.3680981595101,4.105149441843729,4.105149441843729,4.105149441843729,4.105149441843729,4.105149441843729,4.105149441843729,5.893590033316532,5.715,5.893590033316532,1084.3714801797607,5.621161841002462,1084.0649003369792,0.0,0.0,0.22800000000000065,5.621161841002462,5.601482669045966,76.15734060178502,67.07106336735963,48.89850889850885,50.0,833.4304379782027,6.463,6.5675,6.672,5.6930000000000005,5.027500000000001,4.362000000000001
2001-09-03,5.779,5.812,5.87,5.757000000000001,22112.09,5.76,5.687929674450949,5.687929674450949,5.636194046621275,5.612935400075259,5.585768917145658,188.37970540098007,135.6568364611267,4.05113431760894,4.05113431760894,4.05113431760894,4.05113431760894,4.05113431760894,4.05113431760894,5.895531972783667,5.725666666666666,5.895531972783667,1082.7138960475686,5.636194046621275,1082.3456863247202,0.0,0.0,0.22500000000000053,5.636194046621275,5.612935400075259,78.780218409848,70.97411504818908,55.36190832487122,50.0,668.695312946437,6.460500000000001,6.56625,6.672,5.690500000000001,5.026250000000001,4.362000000000001
2001-09-04,5.852,5.782,5.949,5.7620000000000005,37006.77,5.7786,5.717760642732594,5.717760642732594,5.6567469945621065,5.628358922651049,5.594497805108095,208.87480190174284,149.24623115577975,3.456200830902518,5.365502340655401,5.365502340655401,4.26593361840767,5.365502340655401,5.365502340655401,5.924128774475865,5.743714285714286,5.924128774475865,1084.2129528906107,5.6567469945621065,1083.7933359224126,0.0,0.0,0.29800000000000093,5.6567469945621065,5.628358922651049,81.8959106004454,74.61471356560784,60.05231949593272,50.0,620.6627308830425,6.3004999999999995,6.39575,6.491,5.7585,5.31175,4.865
2001-09-05,5.849,5.876,5.9239999999999995,5.813,26066.95,5.8116,5.7416223440539405,5.7416223440539405,5.675056804603811,5.642593830867111,5.602842139366847,196.82997118155743,184.09638554216977,3.2358651526740054,5.311487216420613,5.311487216420613,3.8349226131818606,5.311487216420613,5.311487216420613,5.93944125509661,5.756875000000001,5.93944125509661,1085.51521109642,5.675056804603811,1085.018097829649,0.0,0.0,0.19250000000000078,5.675056804603811,5.642593830867111,83.8506397067025,77.69335561263938,65.37878742451315,50.0,524.0580611442837,6.0935,6.18375,6.274,5.7684999999999995,5.5337499999999995,5.2989999999999995
2001-09-06,5.734,5.835,5.854,5.704,28997.03,5.799200000000001,5.74023646331686,5.74023646331686,5.680670442260591,5.648491003069234,5.607142397092524,167.87878787878853,184.14096916299616,0.6273856008423669,3.240907454087156,3.240907454087156,0.9585809265290046,3.240907454087156,3.240907454087156,5.927057905348372,5.754333333333334,5.927057905348372,1086.09408637629,5.680670442260591,1085.5312883663435,0.0,0.0,0.06833333333333336,5.680670442260591,5.648491003069234,80.46182997990692,78.61618040172856,74.92488124537181,50.0,413.76360937269675,5.889,6.0815,6.274,5.564,5.4315,5.2989999999999995
2001-09-07,5.574,5.702000000000001,5.773,5.57,31552.25,5.757599999999999,5.710011651804702,5.710011651804702,5.670511352521487,5.643685131903477,5.606055761122277,152.14211076280176,140.400667779633,-2.467191601049869,0.3601008282319133,0.3601008282319133,-2.3617170106833725,0.3601008282319133,0.3601008282319133,5.932660994089968,5.736300000000001,5.932660994089968,1086.3136893814888,5.670511352521487,1085.7283163380368,0.0,0.0,-0.12424999999999997,5.670511352521487,5.643685131903477,71.67467571895874,76.30234550747194,85.55768508449833,50.0,324.6392129674463,5.6754999999999995,6.0017499999999995,6.327999999999999,5.2965,5.24375,5.191000000000001
2001-09-10,5.734,5.531000000000001,5.757000000000001,5.47,18878.89,5.748600000000001,5.714373169658392,5.714373169658392,5.676557890376583,5.649511897587124,5.610250654200234,165.22593320235953,115.33420707732658,0.14554345927694734,3.240907454087156,3.240907454087156,0.08944259751273759,3.240907454087156,3.240907454087156,5.923318441148379,5.73609090909091,5.923318441148379,1087.0565876469884,5.676557890376583,1086.4709413373441,0.01820909090909062,0.0018209090909090619,0.019000000000000128,5.676557890376583,5.649511897587124,72.34452065474441,74.98307055656277,80.26017036019945,50.0,324.2611635402503,5.8775,6.15275,6.428,5.3985,5.19475,4.991
2001-09-11,5.67,5.749,5.773,5.656000000000001,11390.81,5.7122,5.7063053206295935,5.7063053206295935,5.675933329388337,5.65083371064602,5.612209649144488,153.5553555355552,122.60668973471769,-1.8238485513101688,2.0885848037450585,2.0885848037450585,-1.6317376986605587,2.0885848037450585,2.0885848037450585,5.913524960331919,5.7305833333333345,5.913524960331919,1086.8042351776019,5.675933329388337,1086.1968624748895,0.014816666666666478,0.00330257575757571,-0.05566666666666631,5.675933329388337,5.65083371064602,70.17990483470109,73.3820153159422,79.78623627842441,50.0,281.8569385443747,5.914499999999999,6.17125,6.428,5.435499999999999,5.2132499999999995,4.991
2001-09-12,5.621,5.52,5.656000000000001,5.515,25045.19,5.666600000000001,5.690795262333304,5.690795262333304,5.6707015837323045,5.648908955120471,5.612497857369259,165.05376344086352,116.6137566137569,-2.924414253641126,-0.627596570317316,1.2063377745769008,-2.8907236043237274,0.6348812868396523,1.2063377745769008,5.907366981015939,5.722153846153846,5.907366981015939,1087.7609628872374,5.6707015837323045,1087.1447921316835,0.016946153846154388,0.004997191142191148,-0.12271428571428533,5.6707015837323045,5.648908955120471,66.73764361481093,71.16722474889843,80.02638701707343,33.33333333333333,293.29595230610045,5.7365,6.05725,6.377999999999999,5.282500000000001,5.14925,5.016
2001-09-13,5.607,5.626,5.671,5.577000000000001,10986.68,5.6412,5.675559760090884,5.675559760090884,5.6646347662339895,5.646205151564312,5.612317599750595,161.974248927041,98.90909090909119,-3.3053575534605617,-1.035476848855676,0.954267194814563,-2.872143418429614,0.11272920901495602,0.954267194814563,5.90200221093595,5.713928571428572,5.90200221093595,1090.6716662825452,5.6646347662339895,1090.0525882583834,0.006271428571428039,0.005624333999333953,-0.14987500000000065,5.6646347662339895,5.646205151564312,63.871607371114266,68.73535228963704,78.46284212668257,25.0,268.539306715847,5.761000000000002,5.999500000000001,6.238,5.377000000000002,5.2315000000000005,5.085999999999999
2001-09-14,5.671,5.626,5.702000000000001,5.593,7672.83,5.6606,5.674730712801632,5.674730712801632,5.66524097897361,5.647804819205325,5.614241612873526,163.85642737896654,99.47552447552476,-1.5736187445762182,-0.4782169964462696,2.10658984515666,-0.787303330232726,0.7150996174516467,2.10658984515666,5.894020892878824,5.711066666666667,5.894020892878824,1092.8171317422791,5.66524097897361,1092.196241413799,-0.001966666666667116,0.005427667332667241,-0.08333333333333393,5.66524097897361,5.647804819205325,64.57209565255027,67.34760007727478,72.8986089267238,33.33333333333333,255.7049776442706,5.8485000000000005,5.96225,6.076,5.5455000000000005,5.35625,5.167
2001-09-17,5.599,5.6370000000000005,5.67,5.546,8983.97,5.6335999999999995,5.660961492292244,5.660961492292244,5.658932314309457,5.644656121192079,5.61374188786128,154.84871993793863,106.47668393782416,-2.688140895660735,-2.0297462817147798,0.810226863521801,-2.1349658869302535,-0.9728718012510875,0.810226863521801,5.889329157483208,5.704062500000001,5.889329157483208,1092.3142068546379,5.658932314309457,1091.6845593341948,-0.012962500000000432,0.004131417332667198,-0.13730000000000064,5.658932314309457,5.644656121192079,54.85618184954767,63.18379400136574,79.83901830500187,25.0,235.59368839634237,5.737000000000001,5.9065,6.076,5.434000000000001,5.3005,5.167
2001-09-18,5.662999999999999,5.606,5.71,5.601,10773.26,5.6322,5.66133213005729,5.66133213005729,5.659319712946652,5.645839597244203,5.615356907931401,162.28748068006465,96.02494154325825,-1.2640571876907254,-1.0944868137625932,1.962549513863882,-0.7628411675928983,-0.18042687836384758,1.962549513863882,5.882417880488417,5.70164705882353,5.882417880488417,1090.677765311685,5.659319712946652,1090.0468326686873,-0.029447058823531158,0.0011867114503140818,-0.09130000000000127,5.659319712946652,5.645839597244203,50.00154642440266,58.78971147571137,76.36604157832878,33.33333333333333,229.68872760022717,5.8035000000000005,5.91725,6.031,5.5455000000000005,5.40125,5.257
2001-09-19,5.768,5.671,5.768,5.6339999999999995,8650.53,5.661600000000001,5.680726288228692,5.680726288228692,5.669670216475542,5.653720913551029,5.620361599474634,165.06386175807822,104.83996877439523,1.2462699666491088,0.4228224643088051,3.8530788620813903,1.5118699922492933,1.1798789522808584,3.8530788620813903,5.883621489604766,5.705333333333334,5.883621489604766,1089.094623647597,5.669670216475542,1088.4562030965494,-0.041233333333333455,-0.0029366218830192635,0.022599999999998843,5.669670216475542,5.653720913551029,54.07201216045772,57.217145037293484,63.507410790965025,41.66666666666667,225.27751049474185,5.954,5.9875,6.021,5.701,5.4815,5.262
2001-09-20,5.72,5.765,5.787999999999999,5.702000000000001,11173.35,5.6842,5.687866963096202,5.687866963096202,5.674463529192157,5.657996983644511,5.623628432278744,159.25394548063218,110.53435114503844,1.1196228638774173,-0.6405384865921371,2.988836874324818,1.048668596599557,-0.06198426908316258,2.988836874324818,5.879761784076685,5.7061052631578955,5.879761784076685,1088.976717497209,5.674463529192157,1088.3102209855901,-0.04340526315789628,-0.007277148198808892,-0.019100000000000783,5.674463529192157,5.657996983644511,53.44536370892031,55.95988459450243,60.98892636566666,33.33333333333333,206.03572108069778,5.919,5.974499999999999,6.0299999999999985,5.6770000000000005,5.490500000000001,5.304000000000001
2001-09-21,5.6339999999999995,5.667999999999999,5.718,5.624,7879.72,5.6768,5.678072969805983,5.678072969805983,5.6706098597452845,5.656448791151317,5.623968483679441,157.85813630041673,106.6860465116282,-0.21548543259439723,-2.0911776632103583,1.440403312927621,-0.5226189678525203,-1.5921967809303907,1.440403312927621,5.874652839070404,5.702500000000001,5.874652839070404,5.895417047026068,5.6706098597452845,5.212582952973931,-0.03380000000000116,-0.010657148198809007,-0.08620000000000072,5.6706098597452845,5.656448791151317,47.04290774749173,52.98755897883219,64.8768614415131,33.33333333333333,192.31380123942887,5.7589999999999995,5.894499999999999,6.0299999999999985,5.517,5.410500000000001,5.304000000000001
2001-09-24,5.632000000000001,5.6339999999999995,5.685,5.624,4068.6,5.683400000000001,5.669696066204895,5.669696066204895,5.666932730245733,5.654871449786716,5.624231812083393,160.29005524861782,99.59239130434811,-0.3244646333549522,-1.818245210327219,1.4043932301044506,-0.23280500416756994,-1.2259247436889735,1.4043932301044506,5.8770662414960695,5.7064,5.535733758503931,5.916810278817314,5.666932730245733,5.230237340230303,-0.04064285714285898,-0.01654234300400397,-0.07709999999999972,5.666932730245733,5.654871449786716,42.635424928390506,49.53684762868496,63.33969302927386,33.33333333333333,183.00354778462398,5.7405,5.885249999999999,6.0299999999999985,5.498500000000001,5.401250000000001,5.304000000000001
2001-09-25,5.66,5.667999999999999,5.709,5.632000000000001,3488.45,5.6828,5.6679331450767325,5.6679331450767325,5.66627247022233,5.6552023239940254,5.625404539556069,159.16442048517638,102.36167341430532,0.38130708521770895,-1.3265289950393973,1.9085343896291103,0.17265784751492502,-0.8207576575734801,1.9085343896291103,5.860523051858776,5.701450000000001,5.542376948141227,5.895146119685542,5.66627247022233,5.272944583262301,-0.03986363636363599,-0.022010373307034214,-0.03110000000000035,5.66627247022233,5.6552023239940254,42.3736900403661,47.14912843257867,56.70000521700382,41.66666666666667,174.2898195795378,5.729500000000001,5.85225,5.974999999999999,5.542500000000001,5.478250000000001,5.414000000000001
2001-09-26,5.6370000000000005,5.642,5.699,5.624,4956.26,5.6566,5.6623089368809625,5.6623089368809625,5.663484615915442,5.6540279805105405,5.625784718587017,161.05193075899078,107.55735492577622,-0.3153644375018348,-1.633050736545157,1.494418437162425,-0.8249433642744339,-1.12558849183648,1.494418437162425,5.858652321545811,5.6991000000000005,5.53954767845419,5.888966465905465,5.663484615915442,5.319496551047347,-0.03563913043478273,-0.027268901735127925,-0.03519999999999879,5.663484615915442,5.6540279805105405,42.74565447135522,45.68130377883752,51.55260239380212,33.33333333333333,166.3672180326014,5.674500000000001,5.81325,5.951999999999999,5.510500000000001,5.485250000000001,5.46
2001-09-27,5.734,5.6370000000000005,5.777,5.624,8778.04,5.659400000000001,5.675343675629879,5.675343675629879,5.670200366780637,5.659187465638893,5.6293327606005565,168.91089108911027,107.57575757575776,1.1049723756905956,-0.037772031263619436,3.240907454087156,0.6988448651740652,0.7938771124708794,3.240907454087156,5.856114131629261,5.696,5.535885868370738,5.871534528681947,5.670200366780637,5.370789153322978,-0.024575000000001346,-0.030353544592270864,0.06989999999999963,5.670200366780637,5.659187465638893,56.170058955746306,49.17755550447377,35.19254860192869,41.66666666666667,165.00041322895538,5.8105,5.88125,5.951999999999999,5.6465000000000005,5.55325,5.46
2001-09-28,5.795,5.765,5.812,5.702000000000001,17088.47,5.691600000000001,5.697099370969901,5.697099370969901,5.682086046134862,5.667949564629932,5.634764473367752,165.14575411914228,115.80666231221434,2.099544853912788,1.2492356075827473,2.448510563069045,2.078481302522507,2.092100262614946,4.032026425391348,5.856651360538433,5.69665,5.536648639461567,5.853947577404505,5.682086046134862,5.4184405158380455,-0.016119999999999912,-0.03176887792560414,0.13230000000000075,5.682086046134862,5.667949564629932,69.12311922585812,55.82607674493522,29.231991783089427,50.0,84.17581933285206,5.928,5.964,6.000000000000001,5.739999999999999,5.587999999999999,5.435999999999999
2001-10-08,5.715,5.781000000000001,5.809,5.662999999999999,6552.17,5.7082,5.700354030793555,5.700354030793555,5.685220708407733,5.670985076589292,5.6373951463720875,155.30660377358856,118.42610364683321,0.8055032925682006,-0.12960724635572504,0.8707418956286385,0.8978213440319486,0.6970393031562623,2.4287533193009714,5.849462965331328,5.69345,5.537437034668673,5.8570282947269545,5.685220708407733,5.4564656943972585,-0.005084615384615354,-0.030981089464065636,0.04630000000000045,5.685220708407733,5.670985076589292,68.52876859726116,60.0603073623772,43.123384892609266,50.0,-20.00845924673868,5.827000000000001,5.913500000000001,6.000000000000001,5.639,5.5375,5.435999999999999
2001-10-09,5.827000000000001,5.718,5.859,5.718,9558.52,5.7416,5.723380570649272,5.723380570649272,5.6987234980831865,5.681050555519016,5.6436116989500515,157.72980501393292,110.0294985250739,2.5970596003169444,2.120574833508595,2.2594656254113286,2.8966912314270097,2.8836382175900477,4.112897932467579,5.854211897326349,5.6922,5.530188102673651,5.846962105373438,5.6987234980831865,5.503151503834183,0.006644444444444453,-0.027371939137268077,0.16850000000000165,5.6987234980831865,5.681050555519016,75.91840387104241,65.34633953193227,44.20221085371199,50.0,22.50490550503419,5.991500000000001,6.042750000000001,6.094,5.756500000000001,5.57275,5.388999999999999
2001-10-10,5.64,5.827000000000001,5.848,5.629,17548.69,5.7422,5.708220466894859,5.708220466894859,5.693130783980026,5.678402132582305,5.643493282591033,125.28589580686693,118.7352245862886,-0.6196587471733638,-0.9845946776293678,-1.3123359580052525,-0.27484398304087165,-0.41626268625649976,0.505660314558375,5.830443539562023,5.68175,5.533056460437977,5.835175447336698,5.693130783980026,5.526165437184484,-0.003814285714286214,-0.023630034375363353,-0.01750000000000096,5.693130783980026,5.678402132582305,60.6229188746246,63.771865979496376,70.06976018923993,50.0,-18.520574043762544,5.754499999999999,5.92425,6.094,5.519499999999999,5.454249999999999,5.388999999999999
2001-10-11,5.585,5.626,5.702000000000001,5.57,12306.84,5.712400000000001,5.685816745641247,5.685816745641247,5.6828326140771654,5.672376188544738,5.641575470047064,136.90555927662928,107.40740740740745,-1.4904312549607592,-1.9343888092241899,-2.456773592594742,-1.637206766570611,-1.6663145933396497,-0.7113635909755354,5.811170165400903,5.6743,5.537429834599096,5.804271629807574,5.6828326140771654,5.5367510752354,-0.013237931034482564,-0.02061330116302198,-0.0741000000000005,5.6828326140771654,5.672376188544738,44.568633882337565,57.37078861377677,82.97509807665517,41.66666666666667,-18.35024250967181,5.651,5.8995,6.148,5.362,5.3215,5.281000000000001
2001-10-12,5.624,5.609,5.726,5.32,20010.7,5.6782,5.674577337342838,5.674577337342838,5.6772295079745785,5.669255144122497,5.640999225127488,113.29113924050232,106.73469387755115,-1.0207673354452937,-1.0584958217270164,-2.084266029945786,-1.5302721032087718,-1.0877847558281477,-0.3397584816689992,5.81298321658973,5.676799999999999,5.540616783410268,5.814574756733075,5.6772295079745785,5.538541024020091,-0.01173333333333293,-0.018406634496355156,-0.04779999999999962,5.6772295079745785,5.669255144122497,48.51266995990096,54.41808239581816,66.22890726765257,41.66666666666667,-11.153417924467483,5.826999999999998,6.112499999999999,6.398,5.2879999999999985,5.0344999999999995,4.781000000000001
2001-10-15,5.515,5.609,5.624,5.452000000000001,9755.31,5.638199999999999,5.645563276007777,5.645563276007777,5.661779078643667,5.659303199340401,5.63686810299216,103.8586956521675,100.35955056179789,-3.169168641910286,-2.669313920141204,-4.201498208663574,-3.4561227607387752,-2.8685551166579244,-2.555627644291376,5.812061724840128,5.665849999999999,5.51963827515987,5.808071418023972,5.661779078643667,5.543795240752702,-0.017574193548385963,-0.016099768136907854,-0.1692000000000009,5.661779078643667,5.659303199340401,44.40114917549362,51.079104655709976,64.43501561614268,41.66666666666667,-30.337609877582924,5.7330000000000005,6.0655,6.398,5.194000000000001,4.987500000000001,4.781000000000001
2001-10-16,5.437,5.4879999999999995,5.593,5.428999999999999,8319.91,5.5602,5.607642680369999,5.607642680369999,5.6403715473442695,5.644961057447472,5.63031505043504,106.18221258134035,93.15811430955377,-5.080307262569838,-3.9017277186160535,-5.514684585529754,-5.363872737891256,-4.123137860004658,-4.0346766410022425,5.827508946479127,5.6541999999999994,5.480891053520872,5.818920354899167,5.6403715473442695,5.522482812565442,-0.03194374999999994,-0.015307779500544249,-0.2587999999999999,5.6403715473442695,5.644961057447472,36.83638763833156,46.33153231658383,65.32182167308838,41.66666666666667,-26.584289503489227,5.628,6.013,6.398,5.089,4.9350000000000005,4.781000000000001
2001-10-17,5.343,5.435,5.438,5.296,12507.68,5.5008,5.5595258293936345,5.5595258293936345,5.612050447597197,5.625479698902475,5.620894884847005,91.39072847681928,93.07289569069688,-6.66705485035519,-5.68263728504391,-6.856335965692185,-6.511093813401471,-5.753093853227124,-5.571696022828264,5.858380348836737,5.6403,5.422219651163263,5.845132547557465,5.612050447597197,5.484136984910514,-0.05104545454545395,-0.01684841191161137,-0.3692000000000002,5.612050447597197,5.625479698902475,27.340303422594022,40.0011226852539,65.32276121057365,41.66666666666667,-15.163189960766267,5.414000000000001,5.907,6.3999999999999995,4.862000000000001,4.803000000000001,4.744000000000001
2001-10-18,5.318,5.343,5.415,5.297999999999999,4983.46,5.4474,5.515612042231155,5.515612042231155,5.5840456430641305,5.605642298973283,5.610963905015956,93.47043701799298,88.1097560975611,-6.962911126662011,-5.989805839545082,-7.288777596399217,-6.339278044776419,-6.112158689250979,-6.114065006368141,5.883406633580138,5.625849999999999,5.36829336641986,5.893790237101156,5.5840456430641305,5.4366917208460634,-0.08221764705882428,-0.022612676617493666,-0.3814000000000002,5.5840456430641305,5.605642298973283,19.52941483353511,33.1772200680143,60.47283053697269,33.33333333333333,3.6669829372171843,5.378499999999998,5.767249999999999,6.156,4.948499999999998,4.9072499999999994,4.8660000000000005
2001-10-19,5.234,5.312,5.335,5.157,15687.54,5.369400000000001,5.4644098527345815,5.4644098527345815,5.550707962772309,5.581665376458878,5.598604432720351,92.53428136109598,89.32184338703644,-8.137834201134968,-7.561887381155626,-8.665493623394962,-7.5678003330016415,-7.769996647820582,-7.60444383078272,5.910798285863231,5.603999999999999,5.297201714136768,5.934234161193922,5.550707962772309,5.383630467424991,-0.1260857142857148,-0.03360924804606515,-0.4519000000000002,5.550707962772309,5.581665376458878,16.675830211910394,27.67675678264633,49.678609924118206,33.33333333333333,-16.560693563193844,5.323,5.809,6.295,4.7540000000000004,4.671,4.588
2001-10-22,5.122999999999999,5.202999999999999,5.265,5.109,9760.65,5.2909999999999995,5.402335334055566,5.402335334055566,5.509973871079708,5.552074061848629,5.583010844762307,93.88917659243788,84.84098939929339,-9.34347903026014,-9.753376394597781,-10.470774856159608,-8.849543416110105,-10.018826642598437,-9.507979377249326,5.948005800084723,5.5802,5.212394199915276,5.9910524918841155,5.509973871079708,5.327586934009188,-0.1706500000000002,-0.05016578650760364,-0.5619000000000014,5.509973871079708,5.552074061848629,11.739442363495789,22.36431864292948,43.61407120179686,25.0,-13.874924417894668,5.200999999999999,5.669999999999999,6.138999999999999,4.685999999999999,4.64,4.594
2001-10-23,5.635,5.624,5.635,5.47,40598.24,5.3306,5.444638000590917,5.444638000590917,5.52188112145307,5.557424122374524,5.584715407229116,78.95256916995828,82.30118443316422,0.5412156536219775,-0.8911297414551168,-1.381336333520861,1.2035931926485721,-1.0836778080572889,-0.3876806081325519,5.947258626764509,5.578799999999999,5.210341373235489,6.078348030782904,5.52188112145307,5.26099240216818,-0.1898432432432431,-0.0698145552763724,-0.03820000000000068,5.52188112145307,5.557424122374524,31.204072686774957,25.310903324211303,13.524564599084002,25.0,-29.108546644845045,6.0785,6.11975,6.161,5.5525,5.06775,4.583
2001-10-24,5.602,5.746,5.749,5.485,40682.39,5.3824,5.473249273210749,5.473249273210749,5.529511490838492,5.560299985447136,5.585282115188818,71.9434306569314,112.88343558282223,1.4120202751629145,-1.6963032288254563,-1.9097424882683982,1.7860167347126465,-2.0076901329295938,-0.9907352342905147,5.937342332688248,5.570500000000001,5.203657667311754,6.09187103387942,5.529511490838492,5.257056024504894,-0.19276842105263192,-0.08870996881020696,-0.04889999999999972,5.529511490838492,5.560299985447136,42.713826235627764,31.11187762801679,7.907980412794842,25.0,-49.07822927540602,6.110000000000001,6.2495,6.388999999999999,5.4700000000000015,4.969500000000001,4.469
2001-10-25,5.449,5.577000000000001,5.593,5.446000000000001,16036.86,5.4086,5.468840314445158,5.468840314445158,5.521843729806255,5.553119341224741,5.580813849117053,62.855910267469675,110.87744742567094,-0.38998232892572626,-4.438436244062846,-4.47159371062293,-0.03017918588674202,-4.486681965612974,-3.614361490326354,5.917748132640688,5.5569500000000005,5.196151867359313,6.091449332238484,5.521843729806255,5.249770387252085,-0.2016153846153852,-0.10754771416829723,-0.17250000000000032,5.521843729806255,5.553119341224741,43.586995268196276,35.27025017474328,18.636759987837294,16.666666666666664,-66.20997995692647,5.859500000000001,6.12425,6.388999999999999,5.219500000000001,4.844250000000001,4.469
2001-10-26,5.468,5.421,5.484,5.377000000000001,9002.2,5.455399999999999,5.468687530000584,5.468687530000584,5.516715755538993,5.547627770823145,5.577115034391904,63.76999567660931,104.63280713795484,1.0378491577099447,-3.995786208611923,-4.097887091449341,1.4707242449000961,-3.84256298473329,-3.2915075227595723,5.904722835169405,5.54865,5.192577164830595,6.0950617351838146,5.516715755538993,5.238803725307652,-0.21317499999999967,-0.1276918808349639,-0.11189999999999944,5.516715755538993,5.547627770823145,45.01355240101974,38.5180175835021,25.526947948466827,25.0,-59.502590476974675,5.7895,6.08925,6.388999999999999,5.149500000000001,4.8092500000000005,4.469
2001-10-29,5.515,5.449,5.567,5.449,4587.86,5.5338,5.477107979091387,5.477107979091387,5.516552350249565,5.545522753350684,5.575078475887251,66.53508771929803,103.28198258539871,3.5032843290584896,-2.9661451842294477,-3.336059827062411,3.8055342775312453,-2.851755930336734,-2.6171852578546795,5.8973021868106255,5.542800000000001,5.188297813189376,6.0995194287777705,5.516552350249565,5.233025511666889,-0.21047804878048737,-0.14698226635817405,-0.008799999999999919,5.516552350249565,5.545522753350684,48.05347937845759,41.69650484848726,28.982555788546605,33.33333333333333,-62.57022240980003,5.914,6.1514999999999995,6.388999999999999,5.274,4.8715,4.469
2001-10-30,5.468,5.507000000000001,5.545,5.456,3484.17,5.5004,5.475451982892952,5.475451982892952,5.5119283168924635,5.540521285392576,5.57156770618603,67.9464285714279,105.92346089850268,2.237457151760684,-3.5030442071825667,-4.172815820543105,1.1680092306158643,-3.255223893106157,-3.524488399680059,5.8870974318785745,5.533200000000001,5.179302568121427,6.1010022082602715,5.5119283168924635,5.225967023570612,-0.20369047619047542,-0.16415693897722158,0.0034000000000000696,5.5119283168924635,5.540521285392576,48.22870659511065,43.873905430695054,35.16430310186385,25.0,-70.35894435429103,5.5915,5.856249999999999,6.120999999999999,5.219500000000001,5.112250000000001,5.005000000000002
2001-10-31,5.476,5.468,5.482,5.437,4762.47,5.475199999999999,5.475551622366961,5.475551622366961,5.508506572426514,5.536358621818862,5.568434338770094,63.19505736981562,104.86292428198453,1.863277011316089,-3.0810755003613597,-3.971942130644464,0.27112582670724167,-2.5433789740039945,-3.337278088980897,5.8757498229144804,5.525150000000001,5.174550177085521,6.11330234666443,5.508506572426514,5.227098386896845,-0.1870604651162786,-0.17775844003430405,0.03059999999999974,5.508506572426514,5.536358621818862,51.26705439674044,46.33828841937685,36.48075646464967,33.33333333333333,-63.66576267212039,5.5585,5.8397499999999996,6.120999999999999,5.186500000000001,5.095750000000002,5.005000000000002
