date,close,open,high,low,volume,MA5,EMA10,MA10,MA20,MA30,MA60,AR,BR,BIAS0,BIAS01,BIAS02,BIAS1,BIAS11,BIAS12,UL0,ML0,LL0,UL1,ML1,LL1,DMA,AMA,DPO,EMA20,EMA30,KValue,DValue,JValue,PSY,WVAD,WR,MR,SR,WS,MS,SS
2018-01-02,16.0,15.99,16.16,15.68,60926.66,16.0,16.0,16.0,16.0,16.0,16.0,54.83870967741924,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,5.952935181367524,16.0,5.952935181367524,0.0,0.0,0.0,16.0,16.0,55.55555555555554,51.85185185185184,44.44444444444443,50.0,30.463329999999324,16.240000000000002,16.44,16.64,15.760000000000002,15.48,15.2
2018-01-03,15.9,15.9,16.17,15.87,32450.8,15.95,15.98181818181818,15.98181818181818,15.99047619047619,15.993548387096775,15.99672131147541,129.4117647058804,100.0,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,16.049999999999997,15.95,16.049999999999997,5.953608021237284,15.99047619047619,5.953608021237284,0.0,0.0,-0.09999999999999964,15.99047619047619,15.993548387096775,52.003023431594826,51.90224237843283,51.700680272108826,50.0,15.231664999999662,16.240000000000002,16.450000000000003,16.660000000000004,15.75,15.469999999999999,15.189999999999998
2018-01-04,15.67,15.8,15.9,15.66,27247.0,15.856666666666667,15.925123966942147,15.925123966942147,15.959954648526077,15.972674297606662,15.986009137328674,112.49999999999889,130.7692307692313,-2.0625000000000004,-2.0625000000000004,-2.0625000000000004,-2.0625000000000004,-2.0625000000000004,-2.0625000000000004,16.13299175701417,15.856666666666667,16.13299175701417,6.000842902574206,15.959954648526077,5.911400183474214,0.0,0.0,-0.33000000000000007,15.959954648526077,15.972674297606662,35.32227705897169,46.37558727194578,68.48220769789395,50.0,-107.9158900000008,15.790000000000003,16.235000000000003,16.680000000000003,15.280000000000001,15.215,15.149999999999999
2018-01-05,15.57,15.66,15.86,15.54,32086.0,15.785,15.860555972952664,15.860555972952664,15.922816110571212,15.946695310664298,15.972369493481832,123.33333333333456,45.945945945946285,-2.6874999999999982,-2.6874999999999982,-2.6874999999999982,-2.6874999999999982,-2.6874999999999982,-2.6874999999999982,16.129818792991333,15.785,16.129818792991333,6.102127143517228,15.922816110571212,5.793711839098009,0.0,0.0,-0.4299999999999997,15.922816110571212,15.946695310664298,25.13548629328277,39.295553612391444,67.6156882506088,50.0,-135.0820425000005,15.73,16.265,16.800000000000004,15.099999999999998,15.004999999999997,14.909999999999997
2018-01-08,15.92,15.43,15.97,15.42,34449.27,15.812000000000001,15.871363977870361,15.871363977870361,15.922547909564429,15.944973032556925,15.970652460908656,209.83606557376598,71.99999999999999,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004,16.138778212248003,15.812000000000001,16.138778212248003,6.205089261532024,15.922547909564429,5.712098389405572,0.0,0.0,-0.08000000000000007,15.922547909564429,15.944973032556925,38.979213084410674,39.19010676973119,39.611894140372215,50.0,39.2519715272722,16.195,16.557500000000005,16.92,15.445,15.0575,14.669999999999998
2018-01-09,15.9,15.91,16.07,15.61,35295.0,15.792000000000002,15.876570527348477,15.876570527348477,15.920400489605912,15.942071546585511,15.968335986780504,158.24175824175612,116.92307692307678,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,-0.6249999999999978,16.13209896503881,15.826666666666668,16.13209896503881,6.240187000175366,15.920400489605912,5.742030398291982,0.0,0.0,-0.09999999999999964,15.920400489605912,15.942071546585511,47.31947538960708,41.899896309689815,31.060738149855297,50.0,29.64084583794429,16.32,16.620000000000005,16.92,15.57,15.12,14.669999999999998
2018-01-10,15.97,15.95,16.14,15.82,39732.33,15.806000000000001,15.893557704194208,15.893557704194208,15.925124252500586,15.943873382289674,15.968390544590978,156.73076923076786,94.7916666666666,0.12539184952978902,-0.187499999999996,-0.187499999999996,-0.008944543828261391,-0.187499999999996,-0.187499999999996,16.147183670693146,15.847142857142858,16.147183670693146,6.279302461474749,15.925124252500586,5.773179946662377,0.0,0.0,-0.02999999999999936,15.925124252500586,15.943873382289674,55.990761370849135,46.59685133007625,27.809031248530474,50.0,33.92051000395281,16.53,16.725,16.92,15.780000000000001,15.225,14.669999999999998
2018-01-11,16.51,15.97,16.88,15.88,164367.23,15.974,16.005638121613444,16.005638121613444,15.980826704643388,15.980397680206469,15.98614823165357,224.77876106194552,110.576923076923,4.120243851166707,3.1875000000000098,3.1875000000000098,3.932526529458634,3.1875000000000098,3.1875000000000098,16.45057660339282,15.930000000000001,16.45057660339282,6.311444409027066,15.980826704643388,5.804611103097001,0.0,0.0,0.5600000000000023,15.980826704643388,15.980397680206469,62.21301899609125,51.802240552081244,30.980683664061246,50.0,295.9553588534597,17.47,17.905,18.339999999999996,16.01,14.985000000000001,13.96
2018-01-12,16.48,16.46,16.65,16.27,126984.25,16.156,16.091885735865546,16.091885735865546,16.028367018486875,16.012630087935086,16.002340092910828,206.81818181818429,182.30088495575185,4.402914159011722,3.0000000000000027,3.0000000000000027,4.335371075868994,3.0000000000000027,3.0000000000000027,16.591440238947165,15.991111111111113,16.591440238947165,6.488679275739601,16.028367018486875,5.806799520944079,0.0,0.0,0.6233333333333331,16.028367018486875,16.012630087935086,65.67625923940332,56.42691344785527,37.928221864759166,50.0,280.89378096915675,17.519999999999996,17.93,18.339999999999996,16.06,15.01,13.96
2018-01-15,16.55,16.46,16.6,16.1,71283.63,16.282,16.175179238435444,16.175179238435444,16.078046350059555,16.04729911451992,16.02029615543834,170.83333333333292,160.5839416058387,4.667341259802678,3.4375000000000044,3.4375000000000044,4.54257730613482,3.4375000000000044,3.4375000000000044,16.70791149180507,16.047000000000004,16.70791149180507,6.646082352007808,16.078046350059555,5.840303225944094,0.0,0.0,0.7650000000000006,16.078046350059555,16.04729911451992,69.58325958425978,60.8123621599901,43.27056731145075,50.0,283.59893103224107,17.480000000000004,17.910000000000004,18.339999999999996,16.020000000000007,14.990000000000004,13.96
2018-01-16,16.35,16.53,16.65,16.31,42674.63,16.372000000000003,16.20696483144718,16.20696483144718,16.10394669767293,16.066828203905732,16.031106117555115,157.3684210526316,132.5714285714282,3.306655433866892,2.187500000000009,2.187500000000009,3.1505277374668497,2.187500000000009,2.187500000000009,16.72833795075444,16.074545454545458,16.72833795075444,6.776831609792895,16.10394669767293,5.832755341687397,0.007454545454542938,0.0007454545454542938,0.5380000000000003,16.10394669767293,16.066828203905732,67.62171643516866,63.082146918382946,54.003007884811524,50.0,208.52458928064706,17.22,17.685,18.15,15.95,15.145,14.34
2018-01-17,16.29,16.36,16.36,15.96,63177.8,16.436,16.22206213482042,16.22206213482042,16.121666059799317,16.081226384298912,16.0395944415697,129.99999999999977,121.60804020100451,2.96007584535973,1.8124999999999947,1.8124999999999947,2.5513192375918186,1.8124999999999947,1.8124999999999947,16.729687832066286,16.0925,16.729687832066286,6.848316399750202,16.121666059799317,5.8536908420653,0.02850000000000108,0.003595454545454402,0.46333333333333115,16.121666059799317,16.081226384298912,64.94415798874257,63.70281727516949,61.22013584802332,50.0,169.0353101739263,16.630000000000003,17.285,17.939999999999998,15.570000000000004,15.165000000000003,14.760000000000002
2018-01-18,16.18,16.21,16.4,16.17,52324.0,16.369999999999997,16.21441447394398,16.21441447394398,16.127221673151762,16.087598875634466,16.044197902501843,135.897435897436,102.10084033613396,1.6118903077245086,1.4420062695924794,1.1249999999999982,0.7260088464854464,1.2223291626563981,1.1249999999999982,16.713194513510466,16.099230769230772,16.713194513510466,6.907710703226155,16.127221673151762,5.8798196584164435,0.0727692307692287,0.010872377622377272,0.33285714285714185,16.127221673151762,16.087598875634466,60.64770349934437,62.68444601656111,66.7579310509946,33.33333333333333,143.43283480937612,16.585,17.2325,17.879999999999995,15.585000000000004,15.232500000000003,14.880000000000003
2018-01-19,16.2,16.24,16.34,15.81,132477.34,16.314,16.211793660499616,16.211793660499616,16.134152942375405,16.094850561077404,16.049306167993585,118.41155234656999,101.5999999999996,0.8822003113648098,2.1652301870926967,1.2499999999999956,0.10867860210063583,1.6552676721545079,1.2499999999999956,16.700331263932377,16.106428571428573,16.700331263932377,6.903141897147072,16.134152942375405,5.862718906243852,0.12857142857142634,0.023729520479519907,0.2699999999999978,16.134152942375405,16.094850561077404,58.24002151097842,61.20297118136688,67.12887052214379,41.66666666666667,116.04770693215688,16.464999999999996,16.9775,17.489999999999995,15.625,15.297500000000001,14.970000000000002
2018-01-23,17.51,16.21,17.72,16.21,208150.48,16.506,16.447831176772414,16.447831176772414,16.265185995482508,16.18615052487886,16.097197769042975,172.92418772563084,94.0766550522645,7.942052810027745,10.928096293949961,9.43750000000001,7.506165277117241,10.265368572876458,9.43750000000001,17.1052734393541,16.2,17.1052734393541,6.911448370895069,16.265185995482508,5.855759022649099,0.19399999999999906,0.04312952047951981,1.5188888888888883,16.265185995482508,16.18615052487886,69.11653607978275,63.840826147505496,53.289406282951006,50.0,395.03503313668034,18.665,19.1475,19.629999999999995,16.755000000000003,15.327500000000002,13.900000000000002
