date,close,open,high,low,volume,MA5,EMA10,MA10,MA20,MA30,MA60,EMA20,EMA30,KValue,DValue,JValue,PSY
2018-07-26,9.11,8.54,9.11,8.41,635016.19,8.144,8.364733741001398,8.364733741001398,9.301933877704757,10.338579722782764,12.313833580116118,9.301933877704757,10.338579722782764,34.166721587690944,18.639599725954906,-12.414643997517175,58.333333333333336
2018-07-27,8.79,9.11,9.51,8.76,547844.75,8.352,8.442054879001143,8.442054879001143,9.253178270304304,10.238671353570973,12.198298052899196,9.253178270304304,10.238671353570973,44.28848762660511,27.18922902617164,-7.0092881746953,58.333333333333336
2018-07-30,8.22,8.64,8.72,8.08,293510.53,8.466,8.401681264637299,8.401681264637299,9.154780339799132,10.108434492050266,12.067862051164795,9.154780339799132,10.108434492050266,41.676725741217865,32.018394597853714,12.701732311125411,50.0
2018-07-31,8.3,8.26,8.5,8.2,197189.23,8.540000000000001,8.38319376197597,8.38319376197597,9.073372688389691,9.991761299014765,11.944325590470868,9.073372688389691,9.991761299014765,41.249180050795495,35.09532308216764,22.787609144911926,50.0
2018-08-01,7.98,8.2,8.29,7.9,189384.72,8.48,8.309885805253066,8.309885805253066,8.9692419561621,9.861970247465427,11.814347702258708,8.9692419561621,9.861970247465427,35.45965237217213,35.2167661788358,34.73099379216313,50.0
2018-08-02,7.68,7.92,8.09,7.28,181797.59,8.193999999999999,8.195361113388872,8.195361113388872,8.846457007956186,9.7211979734354,11.678795318578095,8.846457007956186,9.7211979734354,29.61884149176198,33.350791283144524,40.814690865909604,41.66666666666667
2018-08-03,7.48,7.67,7.77,7.43,118475.5,7.932000000000002,8.065295456409077,8.065295456409077,8.716318245293692,9.576604555794408,11.541129898296846,8.716318245293692,9.576604555794408,22.73543094966494,29.81233783865133,43.96615161662411,41.66666666666667
2018-08-06,7.78,7.54,7.78,7.45,178401.92,7.843999999999999,8.01342355524379,8.01342355524379,8.627145079075246,9.460694584452833,11.417814163926458,8.627145079075246,9.460694584452833,22.630795521002337,27.418490399435,36.99388015630033,50.0
2018-08-07,8.01,7.75,8.12,7.57,198072.14,7.786,8.01280109065401,8.01280109065401,8.568369357258556,9.367101385455877,11.306082551994443,8.568369357258556,9.367101385455877,25.999005683657757,26.94532882750925,28.83797511521223,50.0
2018-08-08,7.81,7.89,8.1,7.78,164678.31,7.752000000000001,7.975928165080553,7.975928165080553,8.496143704186313,9.266643231555499,11.191456894552003,8.496143704186313,9.266643231555499,25.254942503604415,26.381866719540973,28.635715151414097,50.0
2018-08-09,7.86,7.61,7.99,7.53,157428.52,7.788000000000001,7.954850316884089,7.954850316884089,8.435558589501902,9.175892055326113,11.082228799648657,8.435558589501902,9.175892055326113,25.50628453902477,26.090005992702235,27.25744890005717,50.0
2018-08-10,7.88,7.86,8.01,7.8,115206.63,7.867999999999999,7.941241168359709,7.941241168359709,8.382648247644578,9.092286116272815,10.977237691463456,8.382648247644578,9.092286116272815,25.972799558154023,26.050937181186164,26.207212427250454,50.0
2018-08-13,7.77,7.73,7.81,7.6,111660.6,7.866,7.910106410476125,7.910106410476125,8.324300795487952,9.006977334577796,10.872082357317112,8.324300795487952,9.006977334577796,24.639564428903867,25.58047959709206,27.462309933468447,41.66666666666667
2018-08-14,7.83,7.74,7.94,7.69,103615.21,7.83,7.895541608571374,7.895541608571374,8.277224529251004,8.931043312992132,10.772341952159174,8.277224529251004,8.931043312992132,24.647601995950854,25.269520396711656,26.51335719823326,50.0
2018-08-15,7.53,7.83,7.83,7.51,124980.22,7.773999999999999,7.8290794979220335,7.8290794979220335,8.206060288369956,8.84065342183135,10.666035658645757,8.206060288369956,8.84065342183135,20.168655441246756,23.569232078223354,30.370385352176555,50.0
2018-08-16,7.05,7.38,7.38,6.79,151898.06,7.611999999999999,7.6874286801180265,7.6874286801180265,8.095959308525199,8.725127394616425,10.54747711246065,8.095959308525199,8.725127394616425,16.632044803968423,21.256836320138376,30.506419352478282,41.66666666666667
2018-08-17,6.87,7.14,7.22,6.82,110989.5,7.409999999999999,7.5388052837329305,7.5388052837329305,7.979201279141846,8.605441756254075,10.42690409237997,7.979201279141846,8.605441756254075,12.4697224427147,18.32779836099715,30.04395019756205,41.66666666666667
2018-08-20,7.05,6.98,7.27,6.93,117465.97,7.266,7.449931595781488,7.449931595781488,7.890705919223575,8.505090675205427,10.316185925416692,7.890705919223575,8.505090675205427,13.381374416000828,16.678990379331708,23.27422230599347,50.0
2018-08-21,7.09,7.03,7.09,6.91,101210.53,7.118,7.38448948745758,7.38448948745758,7.814448212630854,8.413794502611529,10.210409337698112,7.814448212630854,8.413794502611529,15.58758294400055,16.315187900887988,17.77039781466286,58.333333333333336
2018-08-22,7.8,7.8,7.8,7.63,212065.56,7.172,7.460036853374383,7.460036853374383,7.813072192380297,8.374194857281752,10.131379523347354,7.813072192380297,8.374194857281752,35.705005170687095,22.778460324154356,-3.0746293689111184,58.333333333333336
2018-08-23,7.96,7.9,8.36,7.83,468164.59,7.353999999999999,7.55093924366995,7.55093924366995,7.827065316915506,8.347472608424866,10.060186752090063,7.827065316915506,8.347472608424866,48.64410111166826,31.40034058665899,-3.0871804633595445,58.333333333333336
2018-08-24,7.66,7.68,7.85,7.61,234144.23,7.5120000000000005,7.570768472093595,7.570768472093595,7.811154334352125,8.303119536913584,9.981492104480552,7.811154334352125,8.303119536913584,50.90073832073002,37.900473164682666,11.899942852587955,58.333333333333336
2018-08-27,7.61,7.61,7.67,7.41,200965.52,7.6240000000000006,7.577901477167486,7.577901477167486,7.791996778699541,8.258402147435289,9.903738264989386,7.791996778699541,8.258402147435289,51.3435920015058,42.38151277695704,24.45735432785952,50.0
2018-08-28,7.44,7.59,7.59,7.37,173369.44,7.694,7.552828481318851,7.552828481318851,7.758473275966251,8.205602008891077,9.822959961219242,7.758473275966251,8.205602008891077,48.02948596278731,44.26417050556712,36.73353959112676,41.66666666666667
2018-08-29,7.76,7.48,8.18,7.48,353462.41,7.686,7.590496030169969,7.590496030169969,7.758618678255179,8.176853492188426,9.755321929703856,7.758618678255179,8.176853492188426,52.61413713867349,47.04749271660258,35.91420387246076,50.0
2018-08-30,7.41,7.58,7.65,7.4,195081.58,7.575999999999999,7.557678570139065,7.557678570139065,7.725416899373734,8.127379073337561,9.678426128729958,7.725416899373734,8.127379073337561,48.2395733790732,47.44485293742612,45.855412054131975,41.66666666666667
2018-08-31,7.12,7.48,7.52,7.12,157787.0,7.468000000000001,7.478100648295598,7.478100648295598,7.667758147052426,8.062386875057719,9.594543304837172,7.667758147052426,8.062386875057719,39.166085012800394,44.685263629217545,55.72362086205183,41.66666666666667
2018-09-03,7.03,6.91,7.08,6.89,116882.36,7.351999999999999,7.396627803150944,7.396627803150944,7.607019275904577,7.995781270215286,9.51045991779333,7.607019275904577,7.995781270215286,31.20626474314082,40.1922640005253,58.164262515294254,41.66666666666667
2018-09-04,7.28,7.08,7.37,7.06,168548.41,7.32,7.375422748032589,7.375422748032589,7.5758745829612835,7.949601833427203,9.437330084423056,7.5758745829612835,7.949601833427203,31.20757352302807,37.197367174692886,49.176954478022516,50.0
2018-09-05,7.06,7.23,7.29,7.04,135919.41,7.1800000000000015,7.318073157481209,7.318073157481209,7.526743670298304,7.892208166754481,9.359384835753447,7.526743670298304,7.892208166754481,26.53753309178516,33.644089147056974,47.8572012576006,41.66666666666667
2018-09-06,7.07,7.01,7.25,6.98,123636.4,7.112,7.27296894703008,7.27296894703008,7.4832442731270365,7.839162478576773,9.28432303785989,7.4832442731270365,7.839162478576773,23.102944139112186,30.13037414440871,44.18523415500176,41.66666666666667
2018-09-07,7.26,7.07,7.3,7.06,165266.05,7.140000000000001,7.270610956660974,7.270610956660974,7.461982913781604,7.801797157378272,9.217951790716942,7.461982913781604,7.801797157378272,23.791985435145087,28.0175779079875,36.46876285367233,41.66666666666667
2018-09-10,7.05,7.19,7.28,7.02,118216.0,7.144,7.230499873631706,7.230499873631706,7.422746445802404,7.753294114966771,9.146871404136059,7.422746445802404,7.753294114966771,19.48944153726226,25.174865784412418,36.54571427871274,33.33333333333333
2018-09-11,7.13,7.07,7.23,6.95,110371.4,7.114,7.212227169335032,7.212227169335032,7.39486583191646,7.7130815914205275,9.08074447285291,7.39486583191646,7.7130815914205275,18.43513789558981,22.928289821471544,31.914593673235018,41.66666666666667
2018-09-12,7.22,7.14,7.23,7.1,122472.0,7.145999999999999,7.213640411274116,7.213640411274116,7.378211943162512,7.68126987584501,9.019736457349536,7.378211943162512,7.68126987584501,19.77308512767212,21.8765549235384,26.083494515270957,50.0
2018-09-13,7.25,7.23,7.3,7.08,121511.0,7.1819999999999995,7.220251245587913,7.220251245587913,7.3660012819089395,7.653446012887268,8.961712311206927,7.3660012819089395,7.653446012887268,22.484382333176768,22.079164060084523,21.268727513900032,58.333333333333336
2018-09-14,7.17,7.2,7.25,7.1,86062.3,7.164,7.211114655481019,7.211114655481019,7.3473344931557065,7.622255947539703,8.902967645265715,7.3473344931557065,7.622255947539703,22.2247303409809,22.12768615371665,21.93359777918814,50.0
2018-09-17,6.97,7.12,7.14,6.96,72682.0,7.148000000000001,7.167275627211743,7.167275627211743,7.311397874759924,7.580174918666174,8.839591656896346,7.311397874759924,7.580174918666174,16.88367035651957,20.379680887984286,27.371701950913717,50.0
2018-09-18,6.92,6.7,6.94,6.35,127908.0,7.106,7.122316422264154,7.122316422264154,7.27412188668755,7.537582988429647,8.776654225522694,7.27412188668755,7.537582988429647,21.6382938988819,20.799218558283492,19.121067877086674,50.0
2018-09-19,6.94,6.89,7.02,6.83,88134.04,7.05,7.089167981852489,7.089167981852489,7.242300754622069,7.499029247240639,8.716436054194082,7.242300754622069,7.499029247240639,29.553734394126405,23.717390503564463,12.044702722440583,58.333333333333336
2018-09-20,7.1,6.91,7.16,6.9,130194.0,7.0200000000000005,7.091137439697491,7.091137439697491,7.22874830180092,7.473285424838017,8.663438150777884,7.22874830180092,7.473285424838017,41.07001096360564,29.50159732357819,6.3647700435232935,58.333333333333336
2018-09-21,7.11,7.07,7.18,7.02,111640.3,7.008,7.094566996116129,7.094566996116129,7.217438939724642,7.449847655493629,8.612505752391725,7.217438939724642,7.449847655493629,52.216608616259975,37.07326775447211,6.7865860308963875,66.66666666666666
2018-09-25,7.05,7.04,7.12,7.0,68633.0,7.023999999999999,7.086463905913195,7.086463905913195,7.201492374036581,7.424051032558557,8.561276055591996,7.201492374036581,7.424051032558557,57.686889404304026,43.94447497108275,16.4596461046402,58.333333333333336
2018-09-26,6.92,7.06,7.08,6.88,139684.05,7.023999999999999,7.056197741201705,7.056197741201705,7.174683576509287,7.391531611103167,8.507463725900456,7.174683576509287,7.391531611103167,58.457926269536024,48.782292070567166,29.43102367262945,50.0
2018-09-27,7.06,6.92,7.49,6.92,271861.75,7.048,7.056889060983213,7.056889060983213,7.163761331127451,7.370142474902963,8.460005898821752,7.163761331127451,7.370142474902963,59.732184764485986,52.43225630187344,37.832399376648326,58.333333333333336
2018-09-28,6.92,6.98,6.98,6.75,169988.7,7.011999999999999,7.032000140804447,7.032000140804447,7.14054596625817,7.341101024909223,8.409513902139071,7.14054596625817,7.341101024909223,56.48812317632399,53.78421192669028,48.376389427422865,50.0
2018-10-08,6.64,6.83,6.87,6.61,86149.53,6.917999999999999,6.960727387930911,6.960727387930911,7.09287492185263,7.295868700721532,8.35149705288861,7.09287492185263,7.295868700721532,46.13828094795868,51.23556826711308,61.43014290542189,41.66666666666667
2018-10-09,6.67,6.69,6.75,6.6,54620.03,6.8420000000000005,6.907867862852563,6.907867862852563,7.052601119771427,7.255490074868531,8.296366001974228,7.052601119771427,7.255490074868531,40.115579111504616,47.52890521524359,62.355557422721546,41.66666666666667
2018-10-10,6.56,6.69,6.72,6.51,72040.0,6.7700000000000005,6.844619160515733,6.844619160515733,7.005686727412243,7.210619747457658,8.239435969122614,7.005686727412243,7.210619747457658,32.88407028486272,42.6472935717833,62.17374014562445,41.66666666666667
2018-10-11,5.9,6.26,6.36,5.9,140489.19,6.537999999999999,6.672870222240144,6.672870222240144,6.900383229563458,7.126063634718455,8.162733150462856,6.900383229563458,7.126063634718455,21.922713523241814,35.73910022226947,63.371873620324784,41.66666666666667
2018-10-12,5.73,5.9,5.99,5.36,119749.0,6.299999999999999,6.501439272741936,6.501439272741936,6.788918160081224,7.035995013123717,8.08297140782473,6.788918160081224,7.035995013123717,20.40543968842099,30.627880044319976,51.072760756117944,41.66666666666667
2018-10-15,5.45,5.42,5.67,5.41,103481.0,6.062,6.3102684958797655,6.3102684958797655,6.661402144835392,6.93367275421251,7.99664447642064,6.661402144835392,6.93367275421251,15.012077163172677,25.422612417270877,46.24368292546728,33.33333333333333
2018-10-16,5.61,5.63,6.0,5.48,119575.98,5.85,6.182946951174353,6.182946951174353,6.561268607232021,6.8482745120052515,7.918393837849471,6.561268607232021,6.8482745120052515,13.920414509407763,21.58854644798317,36.92481032513399,33.33333333333333
2018-10-17,5.92,5.83,6.16,5.65,218807.45,5.7219999999999995,6.135138414597197,6.135138414597197,6.5001954065432574,6.788385833811365,7.852872728411783,6.5001954065432574,6.788385833811365,18.043969610340696,20.407020835435677,25.133123285625643,33.33333333333333
2018-10-18,5.47,5.7,5.76,5.42,141935.98,5.636,6.014204157397706,6.014204157397706,6.402081558301043,6.70332868324289,7.774745753709757,6.402081558301043,6.70332868324289,13.750752823169218,18.188264831346856,27.063288847702133,33.33333333333333
2018-10-19,5.51,5.33,5.54,5.23,114651.48,5.5920000000000005,5.922530674234486,5.922530674234486,6.317121409891419,6.626339735936897,7.700491794571732,6.317121409891419,6.626339735936897,13.296962059103954,16.557830573932556,23.07956760358976,41.66666666666667
2018-10-22,5.8,5.63,5.92,5.54,174361.0,5.662,5.900252369828216,5.900252369828216,6.2678717518065215,6.57302749490871,7.6381805881923315,6.2678717518065215,6.57302749490871,17.27172101875366,16.795794055539588,15.843940129111445,41.66666666666667
2018-10-23,5.8,5.73,6.06,5.69,204903.48,5.7,5.882024666223086,5.882024666223086,6.2233125373487574,6.5231547533016965,7.5779123721860255,6.2233125373487574,6.5231547533016965,19.921560325186796,17.83771614542199,13.670027785892373,41.66666666666667
2018-10-24,5.63,5.6,5.77,5.55,166820.06,5.642,5.83620199963707,5.83620199963707,6.16680658141078,6.46553186599191,7.51404639277009,6.16680658141078,6.46553186599191,19.180745231540453,18.285392507461477,16.494687059303523,41.66666666666667
2018-10-25,5.86,5.42,5.94,5.4,222424.92,5.72,5.840528908793966,5.840528908793966,6.137586906990706,6.426465293992432,7.459815363498939,6.137586906990706,6.426465293992432,24.787163487693633,20.452649500872194,11.783621527229315,41.66666666666667
2018-10-26,5.8,5.73,5.98,5.73,163592.06,5.7780000000000005,5.833160016285972,5.833160016285972,6.105435772991592,6.386048178250984,7.405395187646515,6.105435772991592,6.386048178250984,28.110141512120947,23.00514683795511,12.795157489623435,41.66666666666667
2018-10-29,5.56,5.8,5.84,5.53,133753.91,5.7299999999999995,5.783494558779431,5.783494558779431,6.0534895088971545,6.332754747396082,7.344890427395809,6.0534895088971545,6.332754747396082,25.976936446677108,23.995743374195776,20.03335722923312,41.66666666666667
2018-10-30,5.63,5.56,5.67,5.46,98078.06,5.696,5.7555864571831705,5.7555864571831705,6.013157174716473,6.287415731435045,7.2886645117434865,6.013157174716473,6.287415731435045,26.266503492415602,24.752663413602384,21.724983255975943,50.0
2018-10-31,5.64,5.64,5.67,5.59,109872.0,5.6979999999999995,5.7345707376953206,5.7345707376953206,5.977618396172047,6.245646974568269,7.234609937587962,5.977618396172047,6.245646974568269,29.60539760851303,26.370241478572595,19.899929218691724,58.333333333333336
2018-11-01,5.78,5.64,5.83,5.62,165656.0,5.682,5.7428306035688985,5.7428306035688985,5.958797596536614,6.215605234273542,7.186917808486717,5.958797596536614,6.215605234273542,39.450193387754204,30.730225448299795,13.290289569390978,58.333333333333336
2018-11-02,5.9,5.76,5.95,5.72,189613.0,5.702,5.771406857465463,5.771406857465463,5.953197825437888,6.195243606255895,7.144723781978955,5.953197825437888,6.195243606255895,50.3144658427322,37.25830557977726,11.145985053867378,58.333333333333336
2018-11-05,6.02,5.86,6.13,5.81,198012.0,5.7940000000000005,5.816605610653561,5.816605610653561,5.959559937300947,6.183937567142612,7.107847592405874,5.959559937300947,6.183937567142612,61.85838941486803,45.458333524807514,12.658221744686472,66.66666666666666
2018-11-06,5.89,5.95,6.06,5.8,155644.0,5.846,5.829950045080185,5.829950045080185,5.952935181367524,6.164973853133412,7.067918163146665,5.952935181367524,6.164973853133412,64.89484025507329,51.93716910156277,26.021826794541738,58.333333333333336
2018-11-07,5.96,5.85,6.04,5.85,162058.0,5.91,5.8535954914292425,5.8535954914292425,5.953608021237284,6.151749733576418,7.031592977469725,5.953608021237284,6.151749733576418,70.30026387375256,58.0582006922927,33.57407432937299,58.333333333333336
