date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-06-10,38.43,38.79,38.1,37.81,20172.2,-0.14,-0.37,39.382,40.881,41.44,24535.39,31010.08,30655.22
2019-06-11,38.0,39.48,39.07,37.67,27803.14,0.97,2.55,38.992,40.448,41.32,24002.0,29940.52,30380.11
2019-06-12,39.08,39.33,39.04,38.61,24802.84,-0.03,-0.08,38.84,40.002,41.207,25441.38,26395.42,30115.29
2019-06-13,38.39,39.2,38.86,38.2,30345.87,-0.18,-0.46,38.662,39.638,40.989,26243.41,26434.82,29507.21
2019-06-14,38.8,39.0,39.0,37.9,42992.87,0.14,0.36,38.814,39.388,40.788,29223.38,27859.65,30430.2
2019-06-17,38.9,38.9,38.0,37.8,26087.89,-1.0,-2.56,38.794,39.088,40.583,30406.52,27470.95,30692.16
2019-06-18,37.78,38.47,38.17,37.39,24299.21,0.17,0.45,38.614,38.803,40.449,29705.74,26853.87,30121.61
2019-06-19,39.33,39.7,39.18,38.8,32153.95,1.01,2.65,38.642,38.741,40.313,31175.96,28308.67,30346.01
2019-06-20,39.48,40.58,40.0,38.84,27045.47,0.82,2.09,38.87,38.766,40.21,30515.88,28379.64,30318.8
2019-06-21,41.9,41.9,40.6,40.2,30596.89,0.6,1.5,39.19,39.002,40.177,28036.68,28630.03,30595.22
2019-06-24,40.79,41.27,40.96,40.62,23592.67,0.36,0.89,39.782,39.288,40.085,27537.64,28972.08,29991.08
2019-06-25,40.9,40.95,40.69,40.14,20107.0,-0.27,-0.66,40.286,39.45,39.949,26699.2,28202.47,29071.49
2019-06-26,40.74,41.47,40.76,40.18,23804.55,0.07,0.17,40.602,39.622,39.812,25029.32,28102.64,27249.03
2019-06-27,40.72,41.5,41.16,40.72,28306.21,0.4,0.98,40.834,39.852,39.745,25281.46,27898.67,27166.75
2019-06-28,41.58,41.96,41.05,40.7,24521.0,-0.11,-0.27,40.924,40.057,39.723,24066.29,26051.48,26955.57
2019-07-01,42.0,42.37,41.8,41.29,30301.61,0.75,1.83,41.092,40.437,39.763,25408.07,26472.86,26971.91
2019-07-02,41.73,41.97,41.01,40.9,20616.4,-0.79,-1.89,41.156,40.721,39.762,25509.95,26104.58,26479.22
2019-07-03,41.3,41.3,39.6,39.11,47002.92,-1.41,-3.44,40.924,40.763,39.752,30149.63,27589.47,27949.07
2019-07-04,39.84,39.84,38.5,38.35,37390.63,-1.1,-2.78,40.392,40.613,39.69,31966.51,28623.99,28501.82
2019-07-05,38.45,38.7,38.23,38.02,31677.66,-0.27,-0.7,39.828,40.376,39.689,33397.84,28732.07,28681.05
2019-07-08,38.3,38.38,36.74,36.5,54935.54,-1.49,-3.9,38.816,39.954,39.621,38324.63,31866.35,30419.22
2019-07-09,36.05,37.6,36.78,36.05,42451.07,0.04,0.11,37.97,39.563,39.507,42691.56,34100.76,31151.61
2019-07-10,36.78,37.15,36.65,36.5,20867.12,-0.13,-0.35,37.38,39.152,39.387,37464.4,33807.02,30954.83
2019-07-11,37.03,37.85,37.72,36.51,46644.73,1.07,2.92,37.224,38.808,39.33,39315.22,35640.87,31769.77
2019-07-12,37.85,38.95,38.86,37.52,42421.24,1.14,3.02,37.35,38.589,39.323,41463.94,37430.89,31741.19
2019-07-15,39.3,39.99,38.85,38.36,49414.34,-0.01,-0.03,37.772,38.294,39.366,40359.7,39342.17,32907.51
2019-07-16,38.69,39.8,38.8,38.21,29006.3,-0.05,-0.13,38.176,38.073,39.397,37670.75,40181.16,33142.87
2019-07-17,38.62,40.05,38.81,38.3,61840.56,0.01,0.03,38.608,37.994,39.379,45865.43,41664.92,34627.2
2019-07-18,38.95,38.95,37.75,37.55,29628.08,-1.06,-2.73,38.614,37.919,39.266,42462.1,40888.66,34756.33
2019-07-19,38.15,39.5,38.88,37.71,45582.81,1.13,2.99,38.618,37.984,39.18,43094.42,42279.18,35505.62
2019-07-22,38.8,38.8,37.65,37.13,50994.37,-1.23,-3.16,38.378,38.075,39.015,43410.42,41885.06,36875.71
2019-07-23,38.1,38.36,37.93,37.1,23423.92,0.28,0.74,38.204,38.19,38.877,42293.95,39982.35,37041.55
2019-07-24,38.18,38.56,37.99,37.47,30805.94,0.06,0.16,38.04,38.324,38.738,36087.02,40976.23,37391.62
2019-07-25,37.99,38.45,38.0,37.8,24628.27,0.01,0.03,38.09,38.352,38.58,35087.06,38774.58,37207.73
2019-07-26,37.83,38.28,37.76,37.38,18324.81,-0.24,-0.63,37.866,38.242,38.416,29635.46,36364.94,36897.92
2019-07-29,37.96,38.37,37.37,37.29,19331.0,-0.39,-1.03,37.81,38.094,38.194,23302.79,33356.61,36349.39
2019-07-30,37.86,40.1,39.29,37.63,99254.72,1.92,5.14,38.082,38.143,38.108,38468.95,40381.45,40281.3
2019-07-31,39.41,39.5,39.0,38.4,60941.79,-0.29,-0.74,38.284,38.162,38.078,44496.12,40291.57,40978.25
2019-08-01,38.48,39.62,38.6,38.43,44246.71,-0.4,-1.03,38.404,38.247,38.083,48419.81,41753.43,41321.05
2019-08-02,37.39,38.8,38.77,37.39,31741.23,0.17,0.44,38.606,38.236,38.11,51103.09,40369.28,41324.23
2019-08-05,38.64,38.77,37.86,37.78,29941.68,-0.91,-2.35,38.704,38.257,38.166,53225.23,38264.01,40074.53
2019-08-06,37.67,37.67,37.18,36.48,27649.2,-0.68,-1.8,38.282,38.182,38.186,38904.12,38686.54,39334.44
2019-08-07,37.27,37.59,36.96,36.61,25427.88,-0.22,-0.59,37.874,38.079,38.202,31801.34,38148.73,39562.48
2019-08-08,36.96,37.48,37.33,36.9,17937.38,0.37,1.0,37.62,38.012,38.182,26539.47,37479.64,38127.11
2019-08-09,37.4,37.8,37.06,36.8,25538.24,-0.27,-0.72,37.278,37.942,38.092,25298.88,38200.98,37282.96
2019-08-12,37.06,38.51,38.12,36.7,27417.73,1.06,2.86,37.33,38.017,38.056,24794.09,39009.66,36183.13
2019-08-13,37.91,38.8,38.55,37.91,25389.99,0.43,1.13,37.604,37.943,38.043,24342.24,31623.18,36002.32
2019-08-14,39.04,39.06,38.46,38.18,26168.29,-0.09,-0.23,37.904,37.889,38.026,24490.33,28145.83,34218.7
2019-08-15,37.5,39.36,39.35,37.5,43334.75,0.89,2.31,38.308,37.964,38.106,29569.8,28054.64,34904.04
2019-08-16,39.29,39.66,39.44,39.06,25114.23,0.09,0.23,38.784,38.031,38.134,29485.0,27391.94,33880.61
2019-08-19,39.82,41.14,40.9,39.61,62921.13,1.46,3.7,39.34,38.335,38.296,36585.68,30689.88,34476.94
2019-08-20,41.09,42.66,41.6,41.08,57183.89,0.7,1.71,39.95,38.777,38.48,42944.46,33643.35,36164.94
2019-08-21,41.4,42.6,41.83,41.01,36180.67,0.23,0.55,40.624,39.264,38.672,44946.93,34718.63,36433.68
2019-08-22,41.83,42.18,41.7,41.16,22866.1,-0.13,-0.31,41.094,39.701,38.857,40853.2,35211.5,36345.57
2019-08-23,41.5,42.05,41.93,41.32,27772.57,0.23,0.55,41.592,40.188,39.065,41384.87,35434.94,36817.96
2019-08-26,41.46,41.8,41.3,40.73,27697.61,-0.63,-1.5,41.672,40.506,39.262,34340.17,35462.92,37236.29
2019-08-27,41.55,42.28,41.62,41.25,43188.09,0.32,0.78,41.676,40.813,39.378,31541.01,37242.73,34432.96
2019-08-28,41.61,41.79,41.48,41.0,26358.41,-0.14,-0.34,41.606,41.115,39.502,29576.56,37261.75,32703.79
2019-08-29,41.51,42.66,41.98,40.88,32721.88,0.5,1.21,41.662,41.378,39.671,31547.71,36200.46,32127.55
2019-08-30,44.88,44.88,43.69,43.3,101765.71,1.71,4.07,42.014,41.803,39.917,46346.34,43865.61,35628.77
2019-09-02,44.11,47.88,47.0,43.33,107650.14,3.31,7.58,43.154,42.413,40.374,62336.85,48338.51,39514.19
2019-09-03,47.0,47.43,47.05,46.51,52251.8,0.05,0.11,44.24,42.958,40.868,64149.59,47845.3,40744.32
2019-09-04,47.06,48.41,47.91,46.8,78314.02,0.86,1.83,45.526,43.566,41.415,74540.71,52058.63,43388.63
2019-09-05,48.0,50.62,50.27,47.8,78445.8,2.36,4.93,47.184,44.423,42.062,83685.49,57616.6,46414.05
2019-09-06,50.7,50.7,48.79,47.99,60033.89,-1.48,-2.94,48.204,45.109,42.649,75339.13,60842.74,48138.84
2019-09-09,48.57,49.8,48.91,48.31,64289.99,0.12,0.25,48.586,45.87,43.188,66667.1,64501.97,49982.45
2019-09-10,48.94,49.7,48.6,48.28,40141.07,-0.31,-0.63,48.896,46.568,43.691,64244.95,64197.27,50720.0
2019-09-11,48.89,49.0,48.3,47.58,52594.14,-0.3,-0.62,48.974,47.25,44.183,59100.98,66820.84,52041.29
2019-09-12,48.43,48.64,48.33,47.55,42355.29,0.03,0.06,48.586,47.885,44.632,51882.88,67784.19,51992.32
2019-09-16,48.37,49.15,47.6,46.95,49239.91,-0.73,-1.51,48.348,48.276,45.04,49724.08,62531.61,53198.61
2019-09-17,47.9,48.25,46.53,46.21,56935.3,-1.07,-2.25,47.872,48.229,45.321,48253.14,57460.12,52899.31
2019-09-18,46.85,47.41,46.64,46.2,46687.14,0.11,0.24,47.48,48.188,45.573,49562.36,56903.66,52374.48
2019-09-19,47.15,48.2,47.3,46.42,53502.61,0.66,1.42,47.28,48.127,45.847,49744.05,54422.51,53240.57
2019-09-20,47.51,47.88,47.22,46.65,42145.22,-0.08,-0.17,47.058,47.822,46.123,49702.04,50792.46,54204.53
2019-09-23,47.0,47.6,47.53,45.92,35630.13,0.31,0.66,47.044,47.696,46.403,46980.08,48352.08,54597.41
2019-09-24,47.1,48.74,48.5,46.5,59716.72,0.97,2.04,47.438,47.655,46.763,47536.36,47894.75,56198.36
2019-09-25,48.47,48.75,47.52,47.02,47105.32,-0.98,-2.02,47.614,47.547,47.058,47620.0,48591.18,56394.22
2019-09-26,47.55,48.4,46.59,46.2,60955.37,-0.93,-1.96,47.472,47.376,47.313,49110.55,49427.3,58124.07
2019-09-27,46.94,47.25,46.53,45.6,53440.35,-0.06,-0.13,47.334,47.196,47.541,51369.58,50535.81,59160.0
2019-09-30,46.88,47.88,45.76,45.72,37035.0,-0.77,-1.66,46.98,47.012,47.644,51650.55,49315.32,55923.46
2019-10-08,27.06,27.28,26.4,26.38,62891.82,-0.52,-1.93,42.56,44.999,46.614,52285.57,49910.97,53685.54
2019-10-09,26.7,26.95,26.46,26.14,70547.05,0.06,0.23,38.348,42.981,45.585,56973.92,52296.96,54600.31
2019-10-10,26.64,27.1,26.92,26.3,77091.52,0.46,1.74,34.414,40.943,44.535,60201.15,54655.85,54539.18
2019-10-11,26.92,27.0,26.54,25.61,118027.35,-0.38,-1.41,30.416,38.875,43.349,73118.55,62244.06,56518.26
2019-10-14,26.56,27.27,26.3,26.18,78177.75,-0.24,-0.9,26.524,36.752,42.224,81347.1,66498.83,57425.45
2019-10-15,25.5,27.28,26.21,25.35,120764.66,-0.09,-0.34,26.486,34.523,41.089,92921.67,72603.62,60249.19
2019-10-16,26.38,26.68,25.71,25.55,73727.18,-0.5,-1.91,26.336,32.342,39.945,93557.69,75265.81,61928.49
2019-10-17,25.71,27.34,26.91,25.71,106240.13,1.2,4.67,26.334,30.374,38.875,99387.41,79794.28,64610.79
2019-10-18,27.07,27.63,26.97,26.7,86063.86,0.06,0.22,26.42,28.418,37.807,92994.72,83056.63,66796.22
2019-10-21,26.97,27.29,26.7,26.25,74937.27,-0.27,-1.0,26.5,26.512,36.762,92346.62,86846.86,68081.09
2019-10-22,26.57,27.89,27.37,26.57,95672.04,0.67,2.51,26.732,26.609,35.804,87328.1,90124.88,70017.92
2019-10-23,27.2,27.8,27.27,26.8,67251.81,-0.1,-0.36,27.044,26.69,34.836,86033.02,89795.36,71046.16
2019-10-24,27.2,27.49,27.36,26.86,62448.49,0.09,0.33,27.134,26.734,33.839,77274.69,88331.05,71493.45
2019-10-25,27.3,28.21,27.98,27.02,51324.59,0.62,2.27,27.336,26.878,32.877,70326.84,81660.78,71952.42
2019-10-28,27.85,28.65,28.54,27.51,94135.04,0.56,2.0,27.704,27.102,31.927,74166.39,83256.51,74877.67
2019-10-29,28.27,28.45,27.86,27.26,129594.67,-0.68,-2.38,27.802,27.267,30.895,80950.92,84139.51,78371.56
2019-10-30,27.8,27.85,27.13,26.81,88703.38,-0.73,-2.62,27.774,27.409,29.876,85241.23,85637.13,80451.47
2019-10-31,27.07,27.39,27.0,26.7,58123.64,-0.13,-0.48,27.702,27.418,28.896,84376.26,80825.48,80309.88
2019-11-01,26.85,27.19,26.92,26.42,58339.01,-0.08,-0.3,27.49,27.413,27.916,85779.15,78052.99,80554.81
2019-11-04,26.94,27.0,26.75,26.35,78395.84,-0.17,-0.63,27.132,27.418,26.965,82631.31,78398.85,82622.86
2019-11-05,26.94,26.97,26.9,26.6,42299.22,0.15,0.56,26.94,27.371,26.99,65172.22,73061.57,81593.23
2019-11-06,26.91,27.24,27.05,26.36,60043.0,0.15,0.56,26.924,27.349,27.02,59440.14,72340.69,81068.02
2019-11-07,27.27,29.66,29.26,27.07,200872.95,2.21,8.17,27.376,27.539,27.137,87990.0,86183.13,87257.09
2019-11-08,29.6,29.74,29.22,29.05,99004.09,-0.04,-0.14,27.836,27.663,27.271,96123.02,90951.08,86305.93
2019-11-11,28.96,29.67,28.41,28.32,68692.18,-0.81,-2.77,28.168,27.65,27.376,94182.29,88406.8,85831.65
2019-11-12,28.66,28.68,28.42,27.9,63882.13,0.01,0.04,28.472,27.706,27.487,98498.87,81835.54,82987.53
2019-11-13,28.47,29.4,28.99,28.16,102319.74,0.57,2.01,28.86,27.892,27.651,106954.22,83197.18,84417.15
2019-11-14,28.68,31.07,30.71,28.68,139546.7,1.72,5.93,29.15,28.263,27.841,94688.97,91339.49,86082.48
2019-11-15,30.65,32.97,31.39,30.23,173470.28,0.68,2.21,29.584,28.71,28.062,109582.21,102852.61,90452.8
2019-11-18,31.21,32.6,31.9,30.5,141284.56,0.51,1.62,30.282,29.225,28.322,124100.68,109141.49,93770.17
2019-11-19,31.6,34.15,33.51,31.5,195613.28,1.61,5.05,31.3,29.886,28.629,150446.91,124472.89,98767.23
2019-11-20,33.3,33.98,33.29,32.87,93908.28,-0.22,-0.66,32.16,30.51,28.93,148764.62,127859.42,100100.05
2019-11-21,32.87,33.16,32.68,32.23,78187.56,-0.61,-1.83,32.554,30.852,29.196,136492.79,115590.88,100887.01
2019-11-22,32.67,33.13,32.52,31.66,96504.48,-0.16,-0.49,32.78,31.182,29.423,121099.63,115340.92,103146.0
2019-11-25,32.5,32.5,31.22,30.26,144941.62,-1.3,-4.0,32.644,31.463,29.557,121831.04,122965.86,105686.33
2019-11-26,31.52,31.78,31.56,30.61,103268.86,0.34,1.09,32.254,31.777,29.742,103362.16,126904.54,104370.04
2019-11-27,31.13,31.13,30.7,30.2,80110.63,-0.86,-2.73,31.736,31.948,29.92,100602.63,124683.63,103940.4
2019-11-28,30.88,31.26,30.9,30.51,48710.67,0.2,0.65,31.38,31.967,30.115,94707.25,115600.02,103469.75
2019-11-29,30.95,31.08,30.46,29.87,60883.01,-0.44,-1.42,30.968,31.874,30.292,87582.96,104341.3,103596.95
2019-12-02,30.77,31.48,30.91,30.4,68780.08,0.45,1.48,30.906,31.775,30.5,72350.65,97090.85,103116.17
2019-12-03,30.65,31.51,31.22,30.45,63792.7,0.31,1.0,30.838,31.546,30.716,64455.42,83908.79,104190.84
2019-12-04,30.91,32.47,31.49,30.8,118125.89,0.27,0.86,30.996,31.366,30.938,72058.47,86330.55,107094.98
2019-12-05,31.41,32.0,31.69,31.06,71661.43,0.2,0.64,31.154,31.267,31.06,76648.62,85677.94,100634.41
2019-12-06,31.88,33.5,33.34,31.75,117931.75,1.65,5.21,31.73,31.349,31.266,88058.37,87820.66,101580.79
2019-12-09,33.06,33.92,32.48,32.48,88185.53,-0.86,-2.58,32.044,31.475,31.469,91939.46,82145.06,102555.46
2019-12-10,32.26,33.58,33.03,31.88,92837.03,0.55,1.69,32.406,31.622,31.7,97748.33,81101.87,104003.2
2019-12-11,32.72,33.55,32.75,32.51,78935.86,-0.28,-0.85,32.658,31.827,31.888,89910.32,80984.4,102834.01
2019-12-12,32.8,33.25,32.36,32.15,63394.92,-0.39,-1.19,32.792,31.973,31.97,88257.02,82452.82,99026.42
2019-12-13,32.4,33.18,32.33,32.33,87118.4,-0.03,-0.09,32.59,32.16,32.017,82094.35,85076.36,94708.83
2019-12-16,32.5,33.5,33.4,31.9,108427.92,1.07,3.31,32.774,32.409,32.092,86142.83,89041.14,93066.0
2019-12-17,33.24,33.49,33.06,32.62,83636.31,-0.34,-1.02,32.78,32.593,32.07,84302.68,91025.5,87467.15
2019-12-18,33.27,35.0,34.96,33.0,165517.23,1.9,5.75,33.222,32.94,32.153,101618.96,95764.64,91047.59
2019-12-19,34.6,35.29,35.01,33.86,105806.31,0.05,0.14,33.752,33.272,32.27,110101.23,99179.13,92428.53
2019-12-20,34.89,35.0,34.21,33.9,74243.01,-0.8,-2.29,34.128,33.359,32.354,107526.16,94810.25,91315.46
2019-12-23,34.2,34.48,33.2,32.81,78860.32,-1.01,-2.95,34.088,33.431,32.453,101612.64,93877.73,88011.39
2019-12-24,33.4,34.22,34.11,33.04,67537.97,0.91,2.74,34.298,33.539,32.581,98392.97,91347.83,86224.85
2019-12-25,34.0,34.27,34.1,33.82,56899.99,-0.01,-0.03,34.126,33.674,32.751,76669.52,89144.24,85064.32
2019-12-26,34.0,35.18,34.77,34.0,68588.98,0.67,1.97,34.078,33.915,32.944,69226.05,89663.64,86058.23
2019-12-27,34.73,36.15,33.84,33.84,96361.45,-0.93,-2.67,34.004,34.066,33.113,73649.74,90587.95,87832.15
2019-12-30,33.81,35.51,34.74,32.9,110693.11,0.9,2.66,34.312,34.2,33.305,80016.3,90814.47,89927.81
2019-12-31,34.74,35.32,34.96,34.28,67989.79,0.22,0.63,34.482,34.39,33.492,80106.66,89249.82,90137.66
2020-01-02,35.0,38.46,38.46,35.0,226906.72,3.5,10.01,35.354,34.74,33.84,114108.01,95388.77,95576.7
2020-01-03,38.8,40.33,39.35,37.91,251433.2,0.89,2.31,36.27,35.174,34.223,150676.85,109951.45,104565.29
2020-01-06,37.8,40.45,39.88,37.7,161049.66,0.53,1.35,37.478,35.741,34.55,163614.5,118632.12,106721.19
